위도,경도,man_made,addr:full,source:date
33.30971896,126.714772,utility_pole,제주특별자치도 서귀포시 남원읍 의귀리 1486-3,2020-06-16
33.32945609,126.7126541,utility_pole,제주특별자치도 서귀포시 남원읍 수망리 309-5,2020-06-16
33.272485,126.199269,utility_pole,제주특별자치도 서귀포시 대정읍 무릉리 3312-2,2020-06-16
33.22527,126.247235,utility_pole,제주특별자치도 서귀포시 대정읍 동일리 2998-3,2020-06-16
33.2262573,126.2486333,utility_pole,제주특별자치도 서귀포시 대정읍 하모리 1445-3,2020-06-16
33.2288452,126.2585646,utility_pole,제주특별자치도 서귀포시 대정읍 상모리 3325-2,2020-06-16
33.2288452,126.2585646,utility_pole,제주특별자치도 서귀포시 대정읍 상모리 3325-2,2020-06-16
33.23226345,126.2631411,utility_pole,제주특별자치도 서귀포시 대정읍 상모리 3412-1,2020-06-16
33.22517192,126.2562663,utility_pole,제주특별자치도 서귀포시 대정읍 상모리 3862-1,2020-06-16
33.21980814,126.2518923,utility_pole,제주특별자치도 서귀포시 대정읍 하모리 772-15,2020-06-16
33.2471644,126.2747253,utility_pole,제주특별자치도 서귀포시 대정읍 인성리 371-4,2020-06-16
33.301253,126.282839,utility_pole,제주특별자치도 서귀포시 대정읍 구억리 1104,2020-06-16
33.2211137,126.2577458,utility_pole,제주특별자치도 서귀포시 대정읍 상모리 4084,2020-06-16
33.44820627,126.9139451,utility_pole,제주특별자치도 서귀포시 성산읍 고성리 1128-1,2020-06-16
33.46406154,126.9337571,utility_pole,제주특별자치도 서귀포시 성산읍 성산리 229-3,2020-06-16
33.4602884,126.9096477,utility_pole,제주특별자치도 서귀포시 성산읍 오조리 933,2020-06-16
33.407658,126.897636,utility_pole,제주특별자치도 서귀포시 성산읍 온평리 1562,2020-06-16
33.38017739,126.8755427,utility_pole,제주특별자치도 서귀포시 성산읍 신산리 1046-2,2020-06-16
33.4423255,126.8811424,utility_pole,제주특별자치도 서귀포시 성산읍 수산리 796-3,2020-06-16
33.47405966,126.8981305,utility_pole,제주특별자치도 서귀포시 성산읍 시흥리 661,2020-06-16
33.4010375,126.872228,utility_pole,제주특별자치도 서귀포시 성산읍 난산리 324-1,2020-06-16
33.43466417,126.9090634,utility_pole,제주특별자치도 서귀포시 성산읍 고성리 1749-1,2020-06-16
33.43850703,126.9170346,utility_pole,제주특별자치도 서귀포시 성산읍 고성리 523,2020-06-16
33.36940861,126.8687196,utility_pole,제주특별자치도 서귀포시 성산읍 삼달리 29-2,2020-06-16
33.3466143,126.8498642,utility_pole,제주특별자치도 서귀포시 성산읍 신천리 518-2,2020-06-16
33.2883431,126.3215406,utility_pole,제주특별자치도 서귀포시 안덕면 서광리 789-2,2020-06-16
33.2501656,126.3012037,utility_pole,제주특별자치도 서귀포시 안덕면 사계리 757-1,2020-06-16
33.2506418,126.3175514,utility_pole,제주특별자치도 서귀포시 안덕면 덕수리 613,2020-06-16
33.24883,126.3377175,utility_pole,제주특별자치도 서귀포시 안덕면 화순리 231-1,2020-06-16
33.2537833,126.3371817,utility_pole,제주특별자치도 서귀포시 안덕면 화순리 1411-1,2020-06-16
33.2575978,126.350255,utility_pole,제주특별자치도 서귀포시 안덕면 감산리 408-5,2020-06-16
33.26447846,126.3705422,utility_pole,제주특별자치도 서귀포시 안덕면 창천리 160-4,2020-06-16
33.2811892,126.3543438,utility_pole,제주특별자치도 서귀포시 안덕면 상창리 1873-7,2020-06-16
33.280859,126.3551496,utility_pole,제주특별자치도 서귀포시 안덕면 상창리 1219-12,2020-06-16
33.305107,126.287787,utility_pole,제주특별자치도 서귀포시 안덕면 서광리 산50-26,2020-06-16
33.304237,126.289053,utility_pole,제주특별자치도 서귀포시 안덕면 서광리 산50-24,2020-06-16
33.317873,126.829456,utility_pole,제주특별자치도 서귀포시 표선면 표선리 1068-7,2020-06-16
33.329688,126.822851,utility_pole,제주특별자치도 서귀포시 표선면 표선리 2052-2,2020-06-16
33.3363266,126.8390836,utility_pole,제주특별자치도 서귀포시 표선면 하천리 157-1,2020-06-16
33.3536233,126.8212284,utility_pole,제주특별자치도 서귀포시 표선면 하천리 1559-1,2020-06-16
33.347459,126.777253,utility_pole,제주특별자치도 서귀포시 표선면 가시리 1114-1,2020-06-16
33.330585,126.82989,utility_pole,제주특별자치도 서귀포시 표선면 표선리 316,2020-06-16
33.306533,126.801508,utility_pole,제주특별자치도 서귀포시 표선면 세화리 1542-2,2020-06-16
33.3187125,126.7902656,utility_pole,제주특별자치도 서귀포시 표선면 세화리 1652-3,2020-06-16
33.3295236,126.7687106,utility_pole,제주특별자치도 서귀포시 표선면 토산리 928-4,2020-06-16
33.3072715,126.7797081,utility_pole,제주특별자치도 서귀포시 표선면 토산리 427-7,2020-06-16
