지형지물부호,관리번호,행정읍면동,도엽번호,관리기관,도로구간번호,공사번호,재질,구조,연장,폭원,높이-최대,높이-최소,대장초기화여부,비고,구분ID,경도,위도
옹벽,2374,한산면,348032131D,통영시,10232,,철근콘크리트,,63.05,0.3,1.1,1.1,1,,395,128.5047466,34.78049451
옹벽,2373,한산면,348032161D,통영시,10231,,철근콘크리트,,25.03,0.3,2,0.7,1,,396,128.5038129,34.76672704
옹벽,2372,한산면,348032161D,통영시,10231,RD20045518,철근콘크리트,,20.02,0.3,3.5,3.5,1,,397,128.5029667,34.76656439
석축,2371,한산면,348032131C,통영시,10200,,석축,,45.56,0.3,2.5,1.5,1,,398,128.5013594,34.7811638
옹벽,2370,한산면,348032131C,통영시,10200,,철근콘크리트,,42.51,0.3,2.5,1.2,1,,399,128.5008319,34.78125232
옹벽,2369,한산면,348032131C,통영시,10200,,철근콘크리트,,28.54,0.3,1.5,0.6,1,,400,128.5007405,34.78133825
옹벽,2368,한산면,348032131C,통영시,10200,,철근콘크리트,,8.28,0.3,1.3,1.3,1,,401,128.5005196,34.78127054
옹벽,2367,한산면,348032131C,통영시,10200,,철근콘크리트,,41.65,0.3,0.8,0.5,1,,402,128.5002319,34.78122948
석축,1326,산양읍,348022329A,통영시,8799,,석축,,27.21,0.3,4,0.5,1,,403,128.3901921,34.78883971
옹벽,1264,산양읍,348021887B,통영시,8892,,철근콘크리트,,252.54,0.3,1,0.5,1,,404,128.3827873,34.80982303
옹벽,1265,산양읍,348021887B,통영시,8734,,철근콘크리트,,19.44,0.3,1.2,0.5,1,,405,128.3837315,34.80880792
옹벽,1266,산양읍,348021877A,통영시,8892,,철근콘크리트,,237.29,0.3,1,0.5,1,,406,128.3802637,34.81468714
석축,1267,산양읍,348021888C,통영시,8857,,석축,,119.22,0.3,3,0.5,1,,407,128.3874887,34.80579591
석축,1268,산양읍,348021898D,통영시,8838,,석축,,18.48,0.3,2.5,0.5,1,,408,128.3878787,34.80076455
옹벽,1269,산양읍,348021981B,통영시,8752,,철근콘크리트,,17.55,0.3,1.5,0.5,1,,409,128.4033609,34.80949887
석축,1270,산양읍,348021981A,통영시,8712,,석축,,25.76,0.3,2.5,0.5,1,,410,128.4024303,34.80889471
옹벽,1271,산양읍,348021991D,통영시,8747,,철근콘크리트,,58.02,0.3,1.2,0.5,1,,411,128.4047223,34.80211737
옹벽,1272,산양읍,348021991D,통영시,8343,,철근콘크리트,,114.75,0.3,1.8,0.5,1,,412,128.4028028,34.80199974
옹벽,1274,산양읍,348021899A,통영시,8854,,철근콘크리트,,39.8,0.3,2.5,0.5,1,,413,128.3909807,34.80497415
석축,1275,산양읍,348021889D,통영시,8854,,석축,,22.83,0.3,2,0.5,1,,414,128.3925082,34.80571785
석축,1276,산양읍,348021899B,통영시,8843,,석축,,20.05,0.3,1.6,0.5,1,,415,128.3931564,34.80290295
옹벽,1277,산양읍,348022307B,통영시,8837,,철근콘크리트,,65.03,0.3,2.5,0.5,1,,416,128.384708,34.79755122
석축,1278,산양읍,348021865D,통영시,8892,,석축,,17.54,0.3,4,1,1,,417,128.373781,34.81726488
석축,1279,산양읍,348021865D,통영시,8892,,석축,,48.84,0.3,2.5,1,1,,418,128.3741881,34.81722421
석축,1280,산양읍,348021865B,통영시,8892,,석축,,143.65,0.3,2.5,1,1,,419,128.3730792,34.81755581
석축,1281,산양읍,348021864B,통영시,8892,,석축,,85.64,0.3,3,1,1,,420,128.3695763,34.81836637
석축,1282,산양읍,348021864B,통영시,8892,,석축,,118.22,0.3,3,1,1,,421,128.3679016,34.81845845
옹벽,2345,한산면,348022548B,통영시,10130,,철근콘크리트,,301.86,0.3,1.2,0.2,1,,422,128.4885429,34.77814173
옹벽,2344,한산면,348022588D,통영시,10170,,철근콘크리트,,233.99,0.3,1,0.2,1,,423,128.4878764,34.7574117
옹벽,2343,한산면,348022548A,통영시,10125,,철근콘크리트,,178.9,0.3,2.1,0.2,1,,424,128.4873479,34.77748983
옹벽,2342,한산면,348022548A,통영시,10116,,철근콘크리트,,187.21,0.3,1.7,0.8,1,,425,128.4858809,34.77871311
옹벽,2218,사량면,348012054C,통영시,10660,,철근콘크리트,,80.19,0.3,0.4,0,1,,426,128.2165009,34.82076275
옹벽,2217,사량면,348012014A,통영시,10654,RD20035502,철근콘크리트,,68.55,0.3,1,0.2,1,,427,128.2158319,34.84408808
석축,2216,사량면,348012074A,통영시,10660,,석축,,8.31,0.3,2,2,1,,428,128.2159725,34.81377073
옹벽,2215,사량면,348012004A,통영시,10662,,철근콘크리트,,79.39,0.3,0.6,0.6,1,,429,128.2154545,34.84806994
옹벽,2214,사량면,348012034A,통영시,10671,,철근콘크리트,,28.37,0.3,0.8,0.2,1,,430,128.2155705,34.83392436
옹벽,2213,사량면,348012034A,통영시,10671,,철근콘크리트,,22.1,0.3,1.6,0.2,1,,431,128.2155707,34.83366406
옹벽,2212,사량면,348012034A,통영시,10671,,철근콘크리트,,26.92,0.3,1.8,1.8,1,,432,128.2154862,34.8334143
옹벽,2211,사량면,348012034A,통영시,10671,,철근콘크리트,,33.96,0.3,1.4,0.2,1,,433,128.2153733,34.83445267
석축,2210,사량면,348012074A,통영시,10660,,석축,,33.57,0.3,1.6,1.6,1,,434,128.2154445,34.81387676
옹벽,2209,사량면,348012014A,통영시,10654,RD20035502,철근콘크리트,,59.82,0.3,0.9,0,1,,435,128.2150921,34.8442067
옹벽,2208,사량면,348012074A,통영시,10660,,철근콘크리트,,119.75,0.3,1,0.2,1,,436,128.2155241,34.81390339
옹벽,2207,사량면,348012034A,통영시,10671,,철근콘크리트,,36.17,0.3,1.4,0.3,1,,437,128.2152182,34.83324195
옹벽,2206,사량면,348012034A,통영시,10671,,철근콘크리트,,190.92,0.3,1,0.2,1,,438,128.2152026,34.8349747
옹벽,2205,사량면,348012024C,통영시,10671,,철근콘크리트,,42.05,0.3,1.4,0.2,1,,439,128.2150917,34.83534265
옹벽,2204,사량면,348012003B,통영시,10662,,철근콘크리트,,18.98,0.3,0.8,0.2,1,,440,128.2149093,34.84822878
옹벽,2203,사량면,348012064A,통영시,10660,,철근콘크리트,,118.66,0.3,0.4,0,1,,441,128.2152218,34.81781305
석축,2202,사량면,348012074A,통영시,10660,,석축,,28.47,0.3,0.6,0.6,1,,442,128.215113,34.81445414
옹벽,2200,사량면,348012003B,통영시,10662,,철근콘크리트,,104.91,0.3,0.8,0.2,1,,443,128.2146447,34.84869575
옹벽,2199,사량면,348012033B,통영시,10640,,철근콘크리트,,125.06,0.3,1.8,0.3,1,,444,128.21479,34.83256448
옹벽,2198,사량면,348012063D,통영시,10660,,철근콘크리트,,40.67,0.3,0.6,0,1,,445,128.2149376,34.81616682
옹벽,2314,한산면,348022537A,통영시,10055,,철근콘크리트,,62.53,0.3,1,0.2,1,,446,128.4800346,34.78358455
옹벽,2313,한산면,348022097A,통영시,10085,RD20021018,철근콘크리트,,168.56,0.3,2.7,1,1,,447,128.4800475,34.80469967
옹벽,2312,한산면,348022536B,통영시,10055,,철근콘크리트,,27.38,0.3,1,0.2,1,,448,128.4798217,34.78397492
옹벽,2311,한산면,348022576D,통영시,10073,,철근콘크리트,,206.42,0.3,1,0.2,1,,449,128.4801413,34.76172371
석축,2310,한산면,348022096D,통영시,10063,,석축,,28.15,0.3,0.8,0.8,1,,450,128.4793068,34.80105544
옹벽,2309,한산면,348022086D,통영시,10085,RD20021018,무근콘크리트,,65.14,0.3,2.8,0.2,1,,451,128.4790302,34.80711487
석축,2308,한산면,348022086D,통영시,10085,RD20021018,석축,,31.59,0.3,2,1.3,1,,452,128.4790035,34.80710529
옹벽,2307,한산면,348022086D,통영시,10085,RD20021018,무근콘크리트,,270.83,0.3,1.1,0.2,1,,453,128.4792066,34.80668557
옹벽,2306,한산면,348022576D,통영시,10073,,철근콘크리트,,184.47,0.3,0.9,0.2,1,,454,128.4781772,34.7623633
옹벽,2305,한산면,348022546B,통영시,10061,,철근콘크리트,,59.95,0.3,1.2,0.2,1,,455,128.4780984,34.77963419
옹벽,2304,한산면,348022546B,통영시,10061,,철근콘크리트,,138.2,0.3,1.2,0.2,1,,456,128.477873,34.77935292
옹벽,2303,한산면,348022546B,통영시,10061,,철근콘크리트,,40.92,0.3,1.2,0.2,1,,457,128.4778759,34.77917191
옹벽,2302,한산면,348022536A,통영시,10055,,철근콘크리트,,9.02,0.3,1,0.2,1,,458,128.4768454,34.7848167
옹벽,2301,한산면,348022546C,통영시,10061,RD20035516,철근콘크리트,,173.29,0.3,1.2,0.2,1,,459,128.4768058,34.77700683
옹벽,2300,한산면,348022546C,통영시,10061,RD20035516,철근콘크리트,,212.54,0.3,1,0.2,1,,460,128.4767804,34.77719804
옹벽,2299,한산면,348022536A,통영시,10055,,철근콘크리트,,45.09,0.3,2.5,0.2,1,,461,128.4765218,34.78484104
옹벽,2298,한산면,348022536A,통영시,10055,,철근콘크리트,,20.16,0.3,1,0.2,1,,462,128.4761327,34.78489657
옹벽,2297,한산면,348022506A,통영시,10054,,무근콘크리트,,36.51,0.3,5.1,1.1,1,,463,128.4753617,34.79895054
옹벽,2296,한산면,348022576C,통영시,10278,,무근콘크리트,,24.82,0.3,1.2,1.2,1,,464,128.475571,34.76222331
석축,2295,한산면,348022505B,통영시,10054,,석축,,32.94,0.3,1.9,1.9,1,,465,128.4747374,34.79925995
옹벽,2294,한산면,348022505B,통영시,10054,,철근콘크리트,,189.2,0.3,1,0.4,1,,466,128.4745499,34.79996216
옹벽,2293,한산면,348022095D,통영시,10054,,무근콘크리트,,150.68,0.3,1,0.2,1,,467,128.4744755,34.80130679
옹벽,2292,한산면,348022575B,통영시,10278,,무근콘크리트,,23.22,0.3,1,0.2,1,,468,128.4742159,34.76269867
옹벽,1327,산양읍,348022472A,통영시,8781,,철근콘크리트,,192.85,0.3,1.2,0.5,1,,469,128.406882,34.76263291
옹벽,1328,산양읍,348022472A,통영시,8937,,철근콘크리트,,102.65,0.3,3.5,0.5,1,,470,128.4060548,34.76440271
옹벽,1329,산양읍,348022472A,통영시,8937,,철근콘크리트,,46.15,0.3,5,0.5,1,,471,128.4064748,34.76428481
옹벽,1330,산양읍,348022472A,통영시,8937,,철근콘크리트,,69.6,0.3,1.9,1.2,1,,472,128.4060327,34.76478945
옹벽,1331,산양읍,348022461A,통영시,8785,,철근콘크리트,,27.69,0.3,3,0.5,1,,473,128.4015661,34.76979095
옹벽,1332,산양읍,348022461D,통영시,8781,,철근콘크리트,,30.81,0.3,3,0.5,1,,474,128.4048911,34.76511767
옹벽,1333,산양읍,348022360B,통영시,8381,,철근콘크리트,,64.54,0.3,1.5,0.5,1,,475,128.3975553,34.77425323
옹벽,1334,산양읍,348022350C,통영시,8936,,철근콘크리트,,15.05,0.3,1.2,0.5,1,,476,128.3963925,34.77742756
옹벽,1335,산양읍,348022339D,통영시,8935,,철근콘크리트,,11.59,0.3,3.5,0.5,1,,477,128.3939955,34.78093241
옹벽,1336,산양읍,348022424D,통영시,8722,,철근콘크리트,,61.4,0.3,2.5,0.5,1,,478,128.4188958,34.78545637
옹벽,1337,산양읍,348022424D,통영시,8315,,철근콘크리트,,19.15,0.3,2.5,0.5,1,,479,128.419801,34.78609804
옹벽,1338,산양읍,348021869A,통영시,8745,,철근콘크리트,,35.41,0.3,2,0.5,1,,480,128.3919776,34.81947544
옹벽,1339,산양읍,348021869A,통영시,8338,,철근콘크리트,,21.42,0.3,1.4,0.5,1,,481,128.391728,34.81963059
옹벽,1340,산양읍,348021846D,통영시,8915,,철근콘크리트,,255.91,0.3,1,0.5,1,,482,128.3782136,34.82594241
옹벽,1341,산양읍,348021867A,통영시,8919,,철근콘크리트,,27.92,0.3,3,0.5,1,,483,128.3818371,34.81917352
옹벽,1342,산양읍,348021867A,통영시,8919,,철근콘크리트,,162.9,0.3,1,0.5,1,,484,128.3824756,34.81833781
옹벽,1343,산양읍,348021857C,통영시,8915,,철근콘크리트,,61.09,0.3,1,0.5,1,,485,128.3819108,34.82113205
옹벽,1345,산양읍,348021833D,통영시,8912,,철근콘크리트,,96.75,0.3,1.8,1,1,,486,128.3647616,34.83006989
옹벽,2276,한산면,348022524C,통영시,10010,,철근콘크리트,,127.52,0.3,3.2,0.2,1,,487,128.4673905,34.78540803
옹벽,2275,한산면,348022524C,통영시,10010,,철근콘크리트,,64.12,0.3,3.2,0.6,1,,488,128.4666693,34.78601303
옹벽,2274,한산면,348022524C,통영시,10010,,철근콘크리트,,41.21,0.3,3.2,0.6,1,,489,128.4663368,34.786386
옹벽,2273,한산면,348022514C,통영시,10010,,철근콘크리트,,42.84,0.3,1.5,1,1,,490,128.4653782,34.7919561
옹벽,2272,한산면,348022504C,통영시,10008,RD20045512,철근콘크리트,,31.19,0.3,2,0.3,1,,491,128.4650531,34.79707873
석축,2151,사량면,348011592D,통영시,10649,,석축,,21.37,0.3,1.5,1,1,,492,128.2092021,34.8516637
옹벽,2150,사량면,348011592D,통영시,10662,RD20021006,철근콘크리트,,85.25,0.3,0.8,0.2,1,,493,128.209086,34.85076828
옹벽,2149,사량면,348011592D,통영시,10649,,철근콘크리트,,22.16,0.3,0.4,0.4,1,,494,128.2091371,34.85187306
옹벽,2148,사량면,348011592D,통영시,10649,,철근콘크리트,,5.55,0.3,0.4,0.4,1,,495,128.2091321,34.85202716
옹벽,2147,사량면,348011592D,통영시,10649,,철근콘크리트,,22.22,0.3,1.4,0.1,1,,496,128.2091245,34.85218723
옹벽,2146,사량면,348012012B,통영시,10654,RD20021004,철근콘크리트,,51.31,0.3,2.3,1,1,,497,128.2088055,34.84383894
옹벽,2145,사량면,348012042D,통영시,10640,RD20035508,철근콘크리트,,17.01,0.3,1,1,1,,498,128.2089495,34.82681487
옹벽,2144,사량면,348011592D,통영시,10662,RD20021006,철근콘크리트,,11.78,0.3,0.8,0.2,1,,499,128.2085763,34.85083281
옹벽,2143,사량면,348012042B,통영시,10640,RD20021009,철근콘크리트,,257.5,0.3,1.2,0.3,1,,500,128.2087352,34.82814465
옹벽,2142,사량면,348011592D,통영시,10627,RD20021006,철근콘크리트,,65.17,0.3,0.3,0.1,1,,501,128.2081523,34.85078821
석축,2141,사량면,348011592B,통영시,10645,,석축,,11.28,0.3,1,0.2,1,,502,128.2079175,34.85341169
석축,2140,사량면,348011592B,통영시,10642,,석축,,9.17,0.3,1,0.2,1,,503,128.2078621,34.85358282
옹벽,2139,사량면,348012012B,통영시,10654,RD20021004,철근콘크리트,,71.97,0.3,1,0.5,1,,504,128.2078473,34.84362503
옹벽,2138,사량면,348011592D,통영시,10627,RD20021006,철근콘크리트,,4.74,0.3,0.8,0.6,1,,505,128.2077658,34.85070596
옹벽,2137,사량면,348011592C,통영시,10627,RD20021006,철근콘크리트,,82.7,0.3,0.8,0.6,1,,506,128.2072608,34.85072754
옹벽,2136,사량면,348012012A,통영시,10654,RD20035502,철근콘크리트,,38.01,0.3,2.4,1,1,,507,128.2072048,34.84361525
옹벽,2135,사량면,348011592A,통영시,10638,,철근콘크리트,,305,0.3,0.3,0.3,1,,508,128.2066523,34.85410423
옹벽,2133,사량면,348011592A,통영시,10639,,철근콘크리트,,31.98,0.3,1,0.2,1,,509,128.2064395,34.85287007
옹벽,2132,사량면,348011592C,통영시,10627,,철근콘크리트,,75.11,0.3,0.8,0.2,1,,510,128.2063721,34.85075447
옹벽,2131,사량면,348011592A,통영시,10636,,철근콘크리트,,84.35,0.3,0.4,0.4,1,,511,128.2062386,34.85251561
옹벽,2130,사량면,348011592C,통영시,10627,,철근콘크리트,,48.36,0.3,0.8,0.8,1,,512,128.2059388,34.85173336
옹벽,2252,사량면,348012039C,통영시,10787,RD20067509,철근콘크리트,,250.47,0.3,1,0.2,1,,513,128.2407033,34.83163637
석축,2251,사량면,348012039A,통영시,10780,RD20067503,석축,,97.92,0.3,4.8,0.2,1,,514,128.2406024,34.83458114
옹벽,2250,사량면,348012039A,통영시,10780,RD20067509,철근콘크리트,,69.08,0.3,1.1,0.2,1,,515,128.2403045,34.83389492
옹벽,2249,사량면,348012028D,통영시,10780,RD20067503,철근콘크리트,,267.78,0.3,1.1,0.2,1,,516,128.239374,34.83604573
옹벽,2248,사량면,348012028D,통영시,10780,RD20067503,철근콘크리트,,144.24,0.3,1.1,0.2,1,,517,128.2374619,34.83696537
옹벽,2247,사량면,348012028C,통영시,10780,RD20067503,철근콘크리트,,74.31,0.3,1,0.2,1,,518,128.2364847,34.83745096
옹벽,2246,사량면,348012028A,통영시,10780,RD20056503,철근콘크리트,,162.19,0.3,1,0.1,1,,519,128.2357411,34.83919194
옹벽,2245,사량면,348012078C,통영시,10776,RD20035509,철근콘크리트,,17.85,0.3,0.3,0.3,1,,520,128.2350993,34.81081659
옹벽,2244,사량면,348012077D,통영시,10776,RD20035509,철근콘크리트,,24.13,0.3,0.4,0,1,,521,128.2347636,34.81126758
옹벽,2243,사량면,348012027B,통영시,10780,,철근콘크리트,,486.36,0.3,1,0.3,1,,522,128.2336761,34.83973745
옹벽,2241,사량면,348012087A,통영시,10750,,철근콘크리트,,39.79,0.3,0.5,0.5,1,,523,128.2310034,34.80964112
석축,2240,사량면,348012087A,통영시,10750,,석축,,29.35,0.3,1.4,0.4,1,,524,128.2309812,34.80971532
옹벽,2239,사량면,348012087A,통영시,10750,,철근콘크리트,,43.84,0.3,1,1,1,,525,128.2305911,34.8087166
옹벽,2238,사량면,348012087A,통영시,10750,,철근콘크리트,,40.12,0.3,1,0.2,1,,526,128.2306032,34.80961168
옹벽,2237,사량면,348012086B,통영시,10750,,철근콘크리트,,140.58,0.3,1,0.6,1,,527,128.2295262,34.80909752
옹벽,2236,사량면,348012086B,통영시,10750,,철근콘크리트,,220.86,0.3,0.6,0.2,1,,528,128.2290646,34.8087228
석축,2235,사량면,348012086B,통영시,10750,,석축,,29.63,0.3,2.2,0.4,1,,529,128.2290145,34.80793743
옹벽,2234,사량면,348012086B,통영시,10750,,철근콘크리트,,138,0.3,0.8,0.2,1,,530,128.2285401,34.80787408
옹벽,2366,한산면,348022580B,통영시,10170,,철근콘크리트,,202.76,0.3,2,0.8,1,,531,128.4997279,34.76399642
옹벽,2365,한산면,348022580C,통영시,10170,,철근콘크리트,,36.28,0.3,0.7,0.7,1,,532,128.4961507,34.76196941
옹벽,2364,한산면,348022580C,통영시,10170,,철근콘크리트,,77.16,0.3,1,1,1,,533,128.4957047,34.76161767
옹벽,2363,한산면,348022579D,통영시,10170,,철근콘크리트,,142.23,0.3,1.2,0,1,,534,128.4942384,34.76031662
옹벽,2362,한산면,348022549B,통영시,10184,,철근콘크리트,,88.13,0.3,1.2,0.5,1,,535,128.4938411,34.77910689
옹벽,2361,한산면,348022589B,통영시,10170,,철근콘크리트,,20.15,0.3,1.2,0,1,,536,128.4936333,34.75974826
옹벽,2360,한산면,348022589B,통영시,10170,,철근콘크리트,,60.94,0.3,1.2,0.2,1,,537,128.4932861,34.75946099
옹벽,2359,한산면,348022539D,통영시,10179,,철근콘크리트,,47.21,0.3,0.6,0.2,1,,538,128.4929937,34.78235315
옹벽,2358,한산면,348022549B,통영시,10184,,철근콘크리트,,14.29,0.3,2.4,2.4,1,,539,128.4928257,34.77781858
옹벽,2357,한산면,348022529D,통영시,10163,,철근콘크리트,,23.9,0.3,0.8,0.8,1,,540,128.4927126,34.78522897
옹벽,2356,한산면,348022529D,통영시,10163,,철근콘크리트,,20.19,0.3,1.2,0.6,1,,541,128.4925745,34.78545492
옹벽,2355,한산면,348022529D,통영시,10163,,철근콘크리트,,58.25,0.3,1,0.2,1,,542,128.4925007,34.78573164
옹벽,2354,한산면,348022529C,통영시,10163,,철근콘크리트,,65.02,0.3,0.6,0.2,1,,543,128.4923413,34.78575916
석축,2353,한산면,348022549A,통영시,10184,,석축,,60.77,0.3,4,4,1,,544,128.4921981,34.77773273
옹벽,2352,한산면,348022529C,통영시,10163,,철근콘크리트,,64.57,0.3,1.5,0.4,1,,545,128.4914701,34.78746369
옹벽,2351,한산면,348022519C,통영시,10158,,철근콘크리트,,111.83,0.3,1,0.4,1,,546,128.4907241,34.79202999
석축,2350,한산면,348022508D,통영시,10139,RD20021001,석축,,99.51,0.3,1.1,1.1,1,,547,128.4894013,34.79635919
옹벽,2349,한산면,348022518B,통영시,10158,,무근콘크리트,,46.47,0.3,1.3,0.2,1,,548,128.4892231,34.79483399
석축,2348,한산면,348022508D,통영시,10139,RD20021001,석축,,81.57,0.3,1.7,0.6,1,,549,128.4889539,34.79570755
석축,2347,한산면,348022508D,통영시,10139,RD20021001,석축,,57.11,0.3,1.7,0.5,1,,550,128.4889707,34.79540903
옹벽,2346,한산면,348022548B,통영시,10130,,철근콘크리트,,147.57,0.3,1.2,0.4,1,,551,128.4885981,34.77825846
옹벽,2220,사량면,348012054D,통영시,10660,,철근콘크리트,,90.39,0.3,0.8,0,1,,552,128.2175088,34.82077017
옹벽,2219,사량면,348012004A,통영시,10662,,철근콘크리트,,305.01,0.3,0.9,0.3,1,,553,128.2168354,34.84779179
옹벽,102,도천동,348021805A,통영시,96,,철근콘크리트,,23,0.3,1.5,0.5,1,,554,128.3717132,34.84980032
석축,103,도천동,348021805A,통영시,100,,석축,,8.96,0.3,1.95,0.15,1,,555,128.3723938,34.84969923
옹벽,104,도천동,348021805B,통영시,100,,철근콘크리트,,27.77,0.3,1.95,0.45,1,,556,128.3725886,34.84973764
옹벽,106,북신동,348021486C,통영시,2540,,철근콘크리트,,20.87,0.3,1.6,0.1,1,,557,128.4254874,34.85562545
옹벽,107,도천동,348021388C,통영시,3067,,철근콘크리트,,84.51,0.3,0.6,0.2,1,,558,128.3854093,34.85508855
석축,108,도천동,348021395C,통영시,355,,석축,,242.35,0.3,3.4,2.1,1,,559,128.370605,34.85041627
석축,398,도천동,348021840A,통영시,1059,,석축,,16.06,0.3,1,1,1,,560,128.3967819,34.83250153
옹벽,399,정량동,348021906D,통영시,2426,,무근콘크리트,,36.82,0.3,2,2,1,,561,128.4275173,34.84505467
석축,109,도천동,348021398A,통영시,364,,석축,,14.27,0.3,0.8,0.7,1,,562,128.3871744,34.85383586
석축,110,도천동,348021398A,통영시,365,,석축,,17.16,0.3,1,0.8,1,,563,128.3872467,34.85357026
석축,50,도천동,348021398A,통영시,368,,석축,,48.26,0.3,0.95,0.2,1,,564,128.3868802,34.85341032
석축,51,도천동,348021398A,통영시,368,,석축,,78.77,0.3,0.9,0.1,1,,565,128.3868458,34.85346623
석축,52,도천동,348021398A,통영시,368,,석축,,32.95,0.3,1.45,0.4,1,,566,128.3862198,34.85378885
옹벽,53,도천동,348021398A,통영시,368,,철근콘크리트,,18.68,0.3,0.7,0.1,1,,567,128.3857505,34.85418372
옹벽,54,명정동,348021390C,통영시,117,,철근콘크리트,,31.86,0.3,1.6,0.2,1,,568,128.3960578,34.85702771
석축,55,도천동,348021395C,통영시,88,,석축,,66.21,0.3,3.05,0.45,1,,569,128.3718254,34.85018514
석축,56,명정동,348021390D,통영시,3180,,석축,,76.89,0.3,1.2,0.1,1,,570,128.3988414,34.85544958
석축,57,명정동,348021481C,통영시,3705,,석축,,185.3,0.3,2.45,0.3,1,,571,128.4011626,34.85518958
석축,417,중앙동,348021906A,통영시,2767,,석축,,17.84,0.3,1.15,0.2,1,,572,128.425544,34.84906378
옹벽,418,중앙동,348021906A,통영시,2767,,철근콘크리트,,29.46,0.3,1.9,0.2,1,,573,128.4251356,34.84863539
옹벽,419,중앙동,348021905B,통영시,2767,,철근콘크리트,,11.09,0.3,1.9,0.2,1,,574,128.424874,34.84833793
옹벽,420,중앙동,348021905B,통영시,2767,,철근콘크리트,,3.32,0.3,2.4,0.2,1,,575,128.4248048,34.84826013
석축,1,도천동,348021398A,통영시,368,,석축,,89.29,0.3,0.7,0.2,1,,576,128.3851685,34.85446381
옹벽,2197,사량면,348012054C,통영시,10663,,철근콘크리트,,199.77,0.3,1.2,0.5,1,,577,128.2150845,34.82119076
옹벽,2196,사량면,348012033B,통영시,10640,,철근콘크리트,,106.37,0.3,1.8,1.8,1,,578,128.2148309,34.83265362
옹벽,2195,사량면,348012063D,통영시,10660,,철근콘크리트,,71.14,0.3,0.6,0,1,,579,128.2149002,34.81578731
석축,2194,사량면,348012073B,통영시,10660,,석축,,40.44,0.3,3,1.4,1,,580,128.2149299,34.81481442
석축,2193,사량면,348012053D,통영시,10663,,석축,,22.98,0.3,2.8,0.6,1,,581,128.2148115,34.82126585
석축,2192,사량면,348012063D,통영시,10660,,석축,,7.57,0.3,1.4,1,1,,582,128.2147817,34.81558092
옹벽,2191,사량면,348012063D,통영시,10660,,철근콘크리트,,95.6,0.3,0.6,0,1,,583,128.214879,34.81493541
옹벽,2190,사량면,348012053D,통영시,10660,RD20035508,철근콘크리트,,272.82,0.3,0.4,0,1,,584,128.2148963,34.82043085
옹벽,2189,사량면,348012063D,통영시,10660,,철근콘크리트,,117.97,0.3,0.4,0,1,,585,128.2148364,34.81665873
옹벽,2188,사량면,348012063B,통영시,10660,RD20035508,철근콘크리트,,223.94,0.3,0.6,0,1,,586,128.2147233,34.81894951
석축,2187,사량면,348012013B,통영시,10654,RD20035502,석축,,7.59,0.3,1.3,0,1,,587,128.2141868,34.84417076
옹벽,2186,사량면,348012033D,통영시,10640,,철근콘크리트,,111.4,0.3,1.4,0.2,1,,588,128.2142226,34.8315765
옹벽,2185,사량면,348011593D,통영시,10655,,철근콘크리트,,81.95,0.3,1,1,1,,589,128.2138974,34.8509279
옹벽,2184,사량면,348012033D,통영시,10640,,철근콘크리트,,47.07,0.3,1,0,1,,590,128.2141031,34.83140518
옹벽,2183,사량면,348012063B,통영시,10660,RD20035508,철근콘크리트,,57.4,0.3,0.4,0,1,,591,128.2141363,34.81905065
옹벽,2182,사량면,348012013B,통영시,10654,RD20035502,철근콘크리트,,57.63,0.3,2.3,1,1,,592,128.2137909,34.84415297
옹벽,2181,사량면,348012063B,통영시,10660,RD20035508,철근콘크리트,,51.45,0.3,0.4,0,1,,593,128.2140462,34.8194773
옹벽,2180,사량면,348012053D,통영시,10663,,철근콘크리트,,14.5,0.3,0.6,0.6,1,,594,128.2139682,34.82093823
옹벽,2179,사량면,348012033D,통영시,10640,,철근콘크리트,,51.76,0.3,0.8,0.5,1,,595,128.2136929,34.83094748
옹벽,2178,사량면,348012033D,통영시,10640,,철근콘크리트,,40.57,0.3,1,0.3,1,,596,128.213685,34.83093554
옹벽,2177,사량면,348012003B,통영시,10662,RD20021006,철근콘크리트,,50.99,0.3,1,0.1,1,,597,128.2132428,34.84902309
옹벽,2176,사량면,348012033D,통영시,10640,,철근콘크리트,,29.43,0.3,1.6,0.2,1,,598,128.2129732,34.83043943
옹벽,2175,사량면,348012043A,통영시,10640,,철근콘크리트,,38.15,0.3,1.6,0.2,1,,599,128.2123981,34.82997898
옹벽,2174,사량면,348012003A,통영시,10662,RD20021006,철근콘크리트,,34.21,0.3,1,0.1,1,,600,128.212181,34.84912752
옹벽,2173,사량면,348012013A,통영시,10654,RD20035502,철근콘크리트,,227.35,0.3,1.1,0,1,,601,128.2120577,34.84398898
옹벽,2172,사량면,348011593C,통영시,10816,,철근콘크리트,,43.86,0.3,1,1,1,,602,128.2117527,34.85102745
옹벽,2291,한산면,348022095B,통영시,10063,,무근콘크리트,,280.55,0.3,1,0.3,1,,603,128.4742867,34.80291847
옹벽,2290,한산면,348022525D,통영시,10055,,철근콘크리트,,96.88,0.3,1,0.2,1,,604,128.4734764,34.78518981
옹벽,2289,한산면,348022565B,통영시,10032,,무근콘크리트,,140.87,0.3,1,0,1,,605,128.4733493,34.76941723
옹벽,2288,한산면,348022565B,통영시,10032,,무근콘크리트,,37.17,0.3,1,0,1,,606,128.4731654,34.76867191
