지형지물부호,관리번호,행정읍면동,도엽번호,관리기관,도로구간번호,공사번호,재질,구조,연장,폭원,높이-최대,높이-최소,대장초기화여부,비고,구분ID,경도,위도
석축,292,미수동,348021933C,통영시,2372,,석축,,16.3,0.3,0.5,0.2,1,,2052,128.4121743,34.83192573
옹벽,460,봉평동,348021946D,통영시,6110,,철근콘크리트,,110.59,0.3,1.1,0.2,1,,2053,128.4295107,34.8270818
옹벽,461,용남면,348021554C,통영시,5336,,철근콘크리트,,279.69,0.3,4.5,1.6,1,,2054,128.4667529,34.87139654
석축,462,용남면,348021534C,통영시,5382,,석축,,41.04,0.3,2.2,0.6,1,,2055,128.4660515,34.88160304
석축,463,용남면,348021534B,통영시,5382,,석축,,46.87,0.3,1.1,0.1,1,,2056,128.4677761,34.88412505
옹벽,464,용남면,348021513C,통영시,5424,,철근콘크리트,,60.35,0.3,1.5,0.4,1,,2057,128.4609952,34.89200978
석축,465,용남면,348021513B,통영시,5423,,석축,,886.53,0.3,2.6,1.3,1,,2058,128.4658328,34.8925873
석축,466,용남면,348021514A,통영시,5201,,석축,,192.39,0.3,4.2,2,1,,2059,128.4649772,34.89483811
옹벽,467,용남면,348021512C,통영시,5932,,철근콘크리트,,103.06,0.3,1.3,0.6,1,,2060,128.4550535,34.89168149
옹벽,468,용남면,348021511D,통영시,5766,,철근콘크리트,,62.03,0.3,1.3,0.5,1,,2061,128.4539553,34.89025352
옹벽,469,용남면,348021511D,통영시,5932,,철근콘크리트,,29.31,0.3,1.3,0.6,1,,2062,128.4544113,34.89082704
옹벽,470,용남면,348021511D,통영시,5932,,철근콘크리트,,34.97,0.3,1.3,0.6,1,,2063,128.4546396,34.89110932
석축,471,용남면,348021503A,통영시,5198,,석축,,216.63,0.3,2,1,1,,2064,128.4600236,34.89972452
옹벽,472,용남면,348021503A,통영시,5228,,철근콘크리트,,38.85,0.3,2,2,1,,2065,128.4603193,34.89929944
옹벽,473,광도면,348021463B,통영시,6920,,철근콘크리트,,77.76,0.3,2.5,0.1,1,,2066,128.4129093,34.868592
옹벽,474,광도면,348021463B,통영시,6920,,철근콘크리트,,120.51,0.3,5.5,2.5,1,,2067,128.4136236,34.86852476
석축,475,광도면,348021463B,통영시,6920,,석축,,12.57,0.3,2.3,0.2,1,,2068,128.4129197,34.868477
옹벽,476,광도면,348021463B,통영시,6937,,철근콘크리트,,31.69,0.3,4,0.2,1,,2069,128.4146577,34.86885207
옹벽,477,광도면,348021463B,통영시,6937,,철근콘크리트,,18.63,0.3,4,0.5,1,,2070,128.4143354,34.86874532
옹벽,478,광도면,348021463B,통영시,6920,,철근콘크리트,,36.29,0.3,2.6,0.1,1,,2071,128.4140794,34.86877094
옹벽,479,광도면,348021464A,통영시,6937,,철근콘크리트,,57.91,0.3,4.05,0.5,1,,2072,128.4152852,34.86904377
옹벽,480,광도면,348021464A,통영시,6937,,철근콘크리트,,55.58,0.3,3.4,0.8,1,,2073,128.4157021,34.86928228
옹벽,488,광도면,348021414D,통영시,7724,,철근콘크리트,,44.16,0.3,1.1,0.6,1,,2074,128.4186321,34.89053928
옹벽,499,봉평동,348021958D,통영시,6125,,철근콘크리트,,65.33,0.3,1,0.3,1,,2075,128.4396105,34.82237701
옹벽,500,봉평동,348021954C,통영시,7737,,철근콘크리트,,19.9,0.3,3.9,0.3,1,,2076,128.415264,34.82211144
옹벽,501,봉평동,348021954A,통영시,7728,,철근콘크리트,,5.76,0.3,0.8,0.2,1,,2077,128.416294,34.82418934
옹벽,502,봉평동,348021954A,통영시,7728,,철근콘크리트,,20.5,0.3,0.8,0.2,1,,2078,128.4163412,34.82437557
옹벽,331,도천동,348021820C,통영시,3563,,철근콘크리트,,52.3,0.3,2.2,0.2,1,,2079,128.3967254,34.84114367
옹벽,332,정량동,348021906D,통영시,1090,,철근콘크리트,,14.12,0.3,0.8,0.8,1,,2080,128.4292902,34.84574339
옹벽,333,중앙동,348021906C,통영시,2426,,철근콘크리트,,44.53,0.3,3.7,0.2,1,,2081,128.4274414,34.84610641
옹벽,334,중앙동,348021906D,통영시,2426,,철근콘크리트,,39.72,0.3,2.7,1.5,1,,2082,128.4276118,34.84620365
옹벽,335,정량동,348021906D,통영시,2426,,철근콘크리트,,36.33,0.3,2.4,0.5,1,,2083,128.4280131,34.84614466
옹벽,336,정량동,348021906D,통영시,2426,,철근콘크리트,,24.72,0.3,1.05,0.2,1,,2084,128.4278834,34.84611953
옹벽,337,정량동,348021906D,통영시,2426,,철근콘크리트,,37.13,0.3,3.4,0.2,1,,2085,128.4282674,34.84587148
석축,338,정량동,348021906D,통영시,2426,,석축,,11.85,0.3,6,6,1,,2086,128.4284208,34.84569978
옹벽,339,정량동,348021906D,통영시,2426,,철근콘크리트,,38.56,0.3,2.1,0.5,1,,2087,128.4283152,34.84524168
옹벽,340,정량동,348021906D,통영시,2426,,철근콘크리트,,16.97,0.3,3.7,3.7,1,,2088,128.4282937,34.84596339
옹벽,341,정량동,348021906D,통영시,2426,,철근콘크리트,,9.04,0.3,2.4,0.2,1,,2089,128.4283968,34.84588567
옹벽,342,정량동,348021907C,통영시,3492,,철근콘크리트,,65.51,0.3,4.5,1.5,1,,2090,128.4311881,34.84698226
옹벽,343,정량동,348021907C,통영시,3492,,철근콘크리트,,39.93,0.3,2.9,0.5,1,,2091,128.430715,34.84654878
옹벽,344,정량동,348021907C,통영시,3492,,철근콘크리트,,36.89,0.3,8.2,3.5,1,,2092,128.4307565,34.84645946
석축,345,정량동,348021907C,통영시,3492,,석축,,33.5,0.3,3.2,0.5,1,,2093,128.4307011,34.84618256
석축,184,도천동,348021922D,통영시,2383,,석축,,182.88,0.3,3,0.2,1,,2094,128.4096431,34.83610923
옹벽,185,명정동,348021914A,통영시,1037,,철근콘크리트,,455.41,0.3,3.6,2,1,,2095,128.4160162,34.84338504
석축,186,미수동,348021850B,통영시,2039,,석축,,89.91,0.3,3,3,1,,2096,128.3994035,34.82788589
옹벽,187,미수동,348021860B,통영시,3374,,철근콘크리트,,18.54,0.3,3,0.1,1,,2097,128.3977088,34.82262041
옹벽,188,미수동,348021860A,통영시,1935,,철근콘크리트,,49.15,0.3,3,3,1,,2098,128.3971654,34.82268953
옹벽,189,미수동,348021860A,통영시,1935,,철근콘크리트,,10.15,0.3,2.1,0.3,1,,2099,128.3967496,34.82252779
옹벽,190,미수동,348021860B,통영시,1938,,철근콘크리트,,34.9,0.3,1.3,0.3,1,,2100,128.3986651,34.82305057
옹벽,191,미수동,348021859D,통영시,1925,,철근콘크리트,,257.77,0.3,5.6,5.6,1,,2101,128.3926081,34.82053102
옹벽,192,미수동,348021860C,통영시,1925,,철근콘크리트,,154.27,0.3,3,0.3,1,,2102,128.3950484,34.82196198
옹벽,193,미수동,348021859D,통영시,1925,,철근콘크리트,,73.8,0.3,4.5,0.5,1,,2103,128.3939217,34.82153854
옹벽,194,미수동,348021860C,통영시,1925,,철근콘크리트,,114.69,0.3,2.8,0.3,1,,2104,128.395154,34.82180235
옹벽,410,정량동,348021926B,통영시,1526,,철근콘크리트,,128.37,0.3,1.05,0.7,1,,2105,128.4282498,34.83981589
옹벽,411,정량동,348021917B,통영시,1422,,철근콘크리트,,130.47,0.3,4,4,1,,2106,128.4339793,34.84475845
옹벽,196,미수동,348021860C,통영시,1932,,철근콘크리트,,51.55,0.3,5.5,0.5,1,,2107,128.395843,34.82226503
옹벽,197,미수동,348021860C,통영시,3376,,철근콘크리트,,57.7,0.3,2.1,0.3,1,,2108,128.395531,34.82218129
옹벽,198,미수동,348021859B,통영시,2036,,철근콘크리트,,203.37,0.3,3.4,3.4,1,,2109,128.3947003,34.82501937
옹벽,199,미수동,348021850C,통영시,2036,,철근콘크리트,,243.29,0.3,3.4,3.4,1,,2110,128.3963998,34.8261171
옹벽,200,미수동,348021859D,통영시,1925,,철근콘크리트,,176.12,0.3,2.8,0.5,1,,2111,128.3937831,34.82118601
옹벽,201,미수동,348021860B,통영시,1944,,철근콘크리트,,73.65,0.3,3.3,0.1,1,,2112,128.399247,34.82344111
옹벽,202,미수동,348021860B,통영시,1938,,철근콘크리트,,26.74,0.3,4.1,0.1,1,,2113,128.3983058,34.82290209
옹벽,203,미수동,348021860B,통영시,1938,,철근콘크리트,,11.29,0.3,1.9,0.2,1,,2114,128.3985409,34.82298173
옹벽,204,미수동,348021860B,통영시,1944,,철근콘크리트,,53.33,0.3,2.8,0.1,1,,2115,128.3997142,34.8234703
옹벽,205,미수동,348021860A,통영시,1935,,철근콘크리트,,27.26,0.3,2,0.1,1,,2116,128.3974677,34.82260205
옹벽,206,미수동,348021860B,통영시,1938,,철근콘크리트,,35.52,0.3,4.1,0.1,1,,2117,128.3979474,34.82277908
옹벽,207,미수동,348021951A,통영시,1952,,철근콘크리트,,28.49,0.3,1,0.1,1,,2118,128.4009953,34.82476069
옹벽,208,미수동,348021860B,통영시,1944,,철근콘크리트,,57.9,0.3,2.2,0.3,1,,2119,128.3997213,34.82343402
옹벽,209,미수동,348021951A,통영시,1950,,철근콘크리트,,42.76,0.3,1,0.1,1,,2120,128.400763,34.82435167
옹벽,210,미수동,348021951A,통영시,1953,,무근콘크리트,,30.63,0.3,1.3,0.4,1,,2121,128.4014331,34.82493126
옹벽,211,미수동,348021951A,통영시,1952,,철근콘크리트,,28.88,0.3,1,0.2,1,,2122,128.4013047,34.82485159
옹벽,433,정량동,348021906B,통영시,1152,,철근콘크리트,,10.98,0.3,2.7,1.9,1,,2123,128.4299272,34.84909757
옹벽,434,정량동,348021907A,통영시,1141,,철근콘크리트,,27.22,0.3,2.8,2.8,1,,2124,128.4302562,34.84925933
석축,435,북신동,348021496C,통영시,2767,,석축,,14.7,0.3,2.9,1,1,,2125,128.4271979,34.85095133
석축,436,정량동,348021497C,통영시,1131,,석축,,148.68,0.3,9.8,2,1,,2126,128.431018,34.85089919
옹벽,437,무전동,348021465D,통영시,82,,철근콘크리트,,58.32,0.3,1.1,0.5,1,,2127,128.4231627,34.8656072
옹벽,444,용남면,348021479C,통영시,5965,,철근콘크리트,,6.94,0.3,4.5,0.2,1,,2128,128.4409896,34.86109725
옹벽,445,용남면,348021479C,통영시,5965,,철근콘크리트,,6.89,0.3,4.5,0.2,1,,2129,128.4409766,34.86116934
옹벽,446,용남면,348021479C,통영시,6071,,철근콘크리트,,6.56,0.3,4.5,0.2,1,,2130,128.4406889,34.86106427
옹벽,447,용남면,348021479C,통영시,6071,,철근콘크리트,,6.97,0.3,4.5,0.2,1,,2131,128.4406754,34.8611347
옹벽,448,광도면,348021454C,통영시,7453,,철근콘크리트,,4.37,0.3,3.5,3.5,1,,2132,128.4157033,34.87056269
석축,617,광도면,348020380D,통영시,6461,,석축,,63.69,0.3,7,5,1,,2133,128.3979981,34.9620713
옹벽,618,광도면,348020380A,통영시,6353,,철근콘크리트,,97.34,0.3,1,0.25,1,,2134,128.3968212,34.96300799
옹벽,619,용남면,348021460B,통영시,5583,,철근콘크리트,,302.48,0.3,1,0.1,1,,2135,128.4478685,34.87470821
옹벽,620,용남면,348021450D,통영시,5580,,철근콘크리트,,74.84,0.3,1.4,1.4,1,,2136,128.4484349,34.87706389
옹벽,621,용남면,348021450B,통영시,5580,,철근콘크리트,,198.69,0.3,1,0.3,1,,2137,128.4494375,34.8786259
옹벽,622,용남면,348021450B,통영시,5580,,철근콘크리트,,36.31,0.3,1.2,0.5,1,,2138,128.4487183,34.87754665
옹벽,623,광도면,348020925B,통영시,8131,,철근콘크리트,,18.51,0.3,3.1,2.8,1,,2139,128.4236281,34.93866419
옹벽,624,광도면,348020925B,통영시,6515,,철근콘크리트,,57.6,0.3,3.6,2.2,1,,2140,128.4236382,34.9383289
옹벽,625,광도면,348020925B,통영시,8131,,철근콘크리트,,25.58,0.3,2.9,1.1,1,,2141,128.423711,34.93866698
옹벽,626,광도면,348020925B,통영시,8131,,철근콘크리트,,65.52,0.3,2.4,0.8,1,,2142,128.4238501,34.93906653
석축,627,광도면,348020925B,통영시,8131,,석축,,16.78,0.3,1.2,1.2,1,,2143,128.423996,34.9394373
옹벽,628,광도면,348020916A,통영시,5063,,철근콘크리트,,101.59,0.3,1,1,1,,2144,128.4274532,34.94259557
석축,629,광도면,348020916A,통영시,5063,,석축,,101.59,0.3,2.6,2.4,1,,2145,128.4274532,34.94259557
옹벽,630,광도면,348020916A,통영시,5066,,철근콘크리트,,312.65,0.3,3,1.2,1,,2146,128.4261012,34.94258881
석축,631,광도면,348020916C,통영시,5078,,석축,,157.93,0.3,2.2,1.8,1,,2147,128.4252436,34.94132239
옹벽,632,광도면,348020925B,통영시,8131,,철근콘크리트,,96.84,0.3,2.4,1,1,,2148,128.423894,34.93970343
옹벽,633,광도면,348020926A,통영시,5080,,철근콘크리트,,167.94,0.3,2,1.8,1,,2149,128.4251756,34.93961084
석축,634,광도면,348020926A,통영시,5061,,석축,,269.72,0.3,3,2.2,1,,2150,128.4258884,34.93992574
석축,635,광도면,348020926A,통영시,5076,,석축,,44.07,0.3,2.2,1.8,1,,2151,128.4272685,34.93894015
옹벽,636,광도면,348020926B,통영시,5076,,철근콘크리트,,10.51,0.3,1.2,1.2,1,,2152,128.4275352,34.93892209
석축,637,광도면,348020926B,통영시,5076,,석축,,156.88,0.3,3.2,1.8,1,,2153,128.4283082,34.93871372
옹벽,829,용남면,348021561D,통영시,5645,,철근콘크리트,,84.87,0.3,2.5,0.1,1,,2154,128.4542686,34.86634852
옹벽,254,도천동,348021914C,통영시,1917,,철근콘크리트,,8.74,0.3,2.4,0.5,1,,2155,128.4151027,34.84062597
옹벽,255,도천동,348021914C,통영시,4009,,철근콘크리트,,17.73,0.3,2.6,0.2,1,,2156,128.4152302,34.84063646
석축,256,도천동,348021914C,통영시,1809,,석축,,50.78,0.3,1.1,1.1,1,,2157,128.4167208,34.84043981
석축,257,도천동,348021914C,통영시,1809,,석축,,33.77,0.3,1.1,1.1,1,,2158,128.4170726,34.84068048
옹벽,258,도천동,348021913C,통영시,1019,,철근콘크리트,,74.49,0.3,3,0.5,1,,2159,128.4114436,34.84044248
옹벽,260,도천동,348021922D,통영시,2389,,철근콘크리트,,53.75,0.3,4.5,0.5,1,,2160,128.4094528,34.83685962
옹벽,261,도천동,348021922D,통영시,1008,,철근콘크리트,,20.02,0.3,2.2,0.2,1,,2161,128.4077183,34.83565538
옹벽,262,도천동,348021923B,통영시,2403,,철근콘크리트,,115.96,0.3,3,0.2,1,,2162,128.4130275,34.83946785
옹벽,263,도천동,348021923B,통영시,2403,,철근콘크리트,,179.7,0.3,5,0.2,1,,2163,128.4130502,34.83935479
옹벽,264,명정동,348021925A,통영시,1231,,철근콘크리트,,25.67,0.3,5,5,1,,2164,128.4218777,34.8394826
옹벽,112,무전동,348021488B,통영시,695,,철근콘크리트,,224.91,0.3,1,0.8,1,,2165,128.4389471,34.85776047
석축,113,무전동,348021488B,통영시,695,,석축,,139.61,0.3,3,1,1,,2166,128.4385182,34.8578304
옹벽,114,용남면,348021489A,통영시,5968,,철근콘크리트,,153.87,0.3,1.1,0.1,1,,2167,128.4408724,34.85772868
옹벽,115,용남면,348021488D,통영시,589,,철근콘크리트,,397.7,0.3,2.8,0.2,1,,2168,128.4381264,34.85505164
옹벽,116,용남면,348021489C,통영시,752,,철근콘크리트,,21.6,0.3,1.9,0.1,1,,2169,128.4413402,34.85614682
옹벽,117,용남면,348021489C,통영시,752,,철근콘크리트,,49.78,0.3,2.1,0.55,1,,2170,128.4417761,34.8561567
옹벽,118,용남면,348021489C,통영시,752,,철근콘크리트,,12.05,0.3,1.15,1.15,1,,2171,128.4421745,34.85616552
옹벽,119,무전동,348021498A,통영시,663,,철근콘크리트,,43.89,0.3,5.1,0.2,1,,2172,128.4354127,34.85481632
옹벽,120,무전동,348021488C,통영시,663,,철근콘크리트,,18.1,0.3,3.45,0.1,1,,2173,128.4353794,34.85518855
옹벽,2517,도천동,348021378D,통영시,11054,RD20118019,철근콘크리트,,267.75,0.3,1,0.2,1,,2174,128.3888704,34.86014614
옹벽,2518,명정동,348021379D,통영시,11056,RD20118019,철근콘크리트,,549.78,0.3,1,0.2,1,,2175,128.3934865,34.86133464
옹벽,2519,명정동,348021390A,통영시,11058,RD20118019,철근콘크리트,,46.92,0.3,1,0.2,1,,2176,128.395694,34.85901165
옹벽,2520,명정동,348021380C,통영시,11059,RD20118019,철근콘크리트,,114.07,0.3,1,0.2,1,,2177,128.3969808,34.86088265
옹벽,2521,명정동,348021390A,통영시,11059,RD20118019,철근콘크리트,,81.1,0.3,1,0.2,1,,2178,128.3960505,34.85953342
석축,2522,명정동,348021380C,통영시,11059,RD20118019,기타,,56.73,0.3,4,4,1,개비온,2179,128.3965226,34.86021434
옹벽,2523,명정동,348021380C,통영시,11059,RD20118019,철근콘크리트,,70.14,0.3,2,0.2,1,,2180,128.396499,34.86017486
옹벽,2524,명정동,348021380C,통영시,11059,RD20118019,철근콘크리트,,233.91,0.3,1,0.2,1,,2181,128.396428,34.86224283
옹벽,2525,미수동,348021850D,통영시,11075,RD20108004,철근콘크리트,,9.1,0.3,1,0.2,1,,2182,128.3984109,34.82520851
옹벽,2526,미수동,348021850D,통영시,11075,RD20108004,철근콘크리트,,9.49,0.3,1,0.2,1,,2183,128.3978973,34.82581089
옹벽,2527,도천동,348021911C,통영시,11077,RD20108005,철근콘크리트,,20.55,0.3,1,0.2,1,,2184,128.4003283,34.8406691
옹벽,2528,도천동,348021911C,통영시,11077,RD20108005,철근콘크리트,,18.35,0.3,1,0.2,1,,2185,128.4001381,34.84074135
옹벽,2529,도천동,348021911C,통영시,11077,RD20108005,철근콘크리트,,31.22,0.3,1,0.2,1,,2186,128.4001495,34.84066098
옹벽,2530,용남면,348021092A,통영시,11081,RD20108000,무근콘크리트,,37.22,0.3,1.1,1,1,,2187,128.4556017,34.90301407
옹벽,2531,용남면,348021092A,통영시,11081,RD20108000,무근콘크리트,,87.27,0.3,1.2,1,1,,2188,128.4559884,34.90350759
옹벽,2532,용남면,348021092A,통영시,11081,RD20108000,무근콘크리트,,21.33,0.3,1,0.3,1,,2189,128.4562714,34.90406668
옹벽,2533,용남면,348021092A,통영시,11081,RD20108000,무근콘크리트,,80.65,0.3,1,0.9,1,,2190,128.4560688,34.90426633
옹벽,2534,용남면,348021092A,통영시,11083,RD20108000,무근콘크리트,,42.71,0.3,1.1,1,1,,2191,128.4554098,34.90267113
석축,2535,용남면,348021092C,통영시,11084,RD20108000,석축,,22.53,0.3,4,3.2,1,,2192,128.4551685,34.9023223
옹벽,293,미수동,348021933C,통영시,2378,,철근콘크리트,,139.27,0.3,2.8,0.8,1,,2193,128.4113606,34.83222579
옹벽,294,미수동,348021933A,통영시,2378,,무근콘크리트,,58.14,0.3,1.5,0.2,1,,2194,128.4100562,34.83272871
석축,295,미수동,348021932B,통영시,2378,,석축,,74.38,0.3,2.2,0.5,1,,2195,128.4095632,34.83300667
옹벽,296,미수동,348021933D,통영시,3325,,철근콘크리트,,56.18,0.3,4,0.3,1,,2196,128.4131097,34.83133451
옹벽,297,봉평동,348021934C,통영시,2364,,철근콘크리트,,58.3,0.3,3,3,1,,2197,128.4156725,34.83136912
옹벽,298,봉평동,348021933D,통영시,2118,,철근콘크리트,,20.12,0.3,2.1,2.1,1,,2198,128.4147789,34.83048558
석축,299,명정동,348021904C,통영시,3525,,석축,,17.78,0.3,1.2,0.2,1,,2199,128.4166603,34.84682159
석축,300,명정동,348021904C,통영시,2556,,석축,,67.58,0.3,2.9,0.5,1,,2200,128.4170362,34.8463963
옹벽,301,명정동,348021904C,통영시,1070,,철근콘크리트,,72.2,0.3,1.9,0.2,1,,2201,128.4166565,34.84572439
석축,302,명정동,348021904D,통영시,2553,,석축,,117.55,0.3,5,2.3,1,,2202,128.4177765,34.84651211
옹벽,303,명정동,348021904D,통영시,2553,,철근콘크리트,,12.34,0.3,0.8,0.2,1,,2203,128.4185997,34.84704056
석축,304,중앙동,348021904D,통영시,2552,,석축,,7.31,0.3,1,1,1,,2204,128.4194634,34.8474125
옹벽,305,중앙동,348021904B,통영시,2552,,철근콘크리트,,45.56,0.3,1.9,1.1,1,,2205,128.4197197,34.84751699
옹벽,306,명정동,348021904D,통영시,1082,,철근콘크리트,,20.75,0.3,2.7,0.1,1,,2206,128.4195327,34.84718208
석축,307,중앙동,348021905C,통영시,1082,,석축,,11.83,0.3,1.8,0.5,1,,2207,128.4202234,34.84718204
옹벽,308,중앙동,348021905C,통영시,1082,,철근콘크리트,,54.04,0.3,2.6,0.1,1,,2208,128.4204293,34.84710311
옹벽,309,중앙동,348021905C,통영시,1082,,철근콘크리트,,19.79,0.3,0.9,0.9,1,,2209,128.4204344,34.84700191
석축,310,중앙동,348021905B,통영시,1104,,석축,,30.49,0.3,3,0.2,1,,2210,128.4238983,34.84791607
석축,311,중앙동,348021905B,통영시,1108,,석축,,77.93,0.3,3,1,1,,2211,128.4237649,34.84753156
옹벽,312,중앙동,348021905D,통영시,2767,,무근콘크리트,,11.61,0.3,0.65,0.1,1,,2212,128.4241747,34.84711449
옹벽,313,중앙동,348021905B,통영시,2767,,철근콘크리트,,43.93,0.3,4,1.9,1,,2213,128.4243744,34.84763104
옹벽,314,중앙동,348021905B,통영시,2767,,철근콘크리트,,6.6,0.3,4,1.9,1,,2214,128.4244558,34.84784175
옹벽,317,중앙동,348021906C,통영시,3246,,철근콘크리트,,29.6,0.3,3,0.2,1,,2215,128.4261637,34.84628732
옹벽,318,중앙동,348021906C,통영시,3246,,철근콘크리트,,47.48,0.3,5.5,1.2,1,,2216,128.4261113,34.84590957
옹벽,319,중앙동,348021906C,통영시,3246,,철근콘크리트,,12.51,0.3,1.6,0.2,1,,2217,128.4261442,34.84605268
옹벽,320,중앙동,348021906C,통영시,3246,,철근콘크리트,,30.42,0.3,2,0.2,1,,2218,128.4259204,34.84567742
옹벽,321,중앙동,348021906C,통영시,3246,,철근콘크리트,,14.25,0.3,1.5,0.2,1,,2219,128.4261937,34.84567122
옹벽,322,중앙동,348021906C,통영시,2426,,철근콘크리트,,93.27,0.3,3,0.5,1,,2220,128.4267269,34.84588277
옹벽,323,중앙동,348021906C,통영시,2426,,철근콘크리트,,33.36,0.3,3.1,0.2,1,,2221,128.4270733,34.84607906
옹벽,324,정량동,348021906C,통영시,2426,,철근콘크리트,,14.49,0.3,2,2,1,,2222,128.4272129,34.84504331
옹벽,325,도천동,348021820D,통영시,2684,,철근콘크리트,,17.21,0.3,1.1,0.2,1,,2223,128.3976129,34.84061392
석축,326,도천동,348021820C,통영시,2684,,석축,,76.99,0.3,1.9,0.2,1,,2224,128.3970805,34.8407735
옹벽,327,도천동,348021820C,통영시,1050,,철근콘크리트,,247.21,0.3,1.15,0.85,1,,2225,128.3965321,34.84012331
옹벽,328,도천동,348021819B,통영시,2677,,철근콘크리트,,47.78,0.3,4,0.2,1,,2226,128.3943742,34.84351514
옹벽,329,도천동,348021819B,통영시,2677,,철근콘크리트,,43.83,0.3,2.8,1,1,,2227,128.3946675,34.84300396
옹벽,330,도천동,348021819B,통영시,3256,,철근콘크리트,,109.37,0.3,3.6,0.5,1,,2228,128.3930168,34.84381264
옹벽,175,북신동,348021496C,통영시,474,,철근콘크리트,,104.74,0.3,5.3,0.1,1,,2229,128.425323,34.85169542
옹벽,176,중앙동,348021905B,통영시,2548,,철근콘크리트,,246.95,0.3,2,1.1,1,,2230,128.4233582,34.84952917
옹벽,178,명정동,348021471D,통영시,3120,,철근콘크리트,,34.81,0.3,1.05,0.2,1,,2231,128.4046115,34.86028613
옹벽,179,명정동,348021471D,통영시,769,,철근콘크리트,,42.05,0.3,1.1,0.2,1,,2232,128.4043078,34.86047562
옹벽,180,명정동,348021471D,통영시,770,,철근콘크리트,,23.87,0.3,1.05,1.05,1,,2233,128.4039384,34.8609247
옹벽,181,명정동,348021471D,통영시,3116,,철근콘크리트,,81.67,0.3,2.7,0.2,1,,2234,128.4041923,34.86076682
옹벽,182,명정동,348021472D,통영시,3125,,철근콘크리트,,20.24,0.3,2,0.2,1,,2235,128.4080283,34.86003606
옹벽,183,무전동,348021476A,통영시,2560,,도경석,,43.67,0.3,1.65,0.2,1,,2236,128.4250634,34.8630699
옹벽,400,정량동,348021906D,통영시,2426,,철근콘크리트,,9.85,0.3,1.9,1.9,1,,2237,128.4280654,34.84515494
옹벽,401,정량동,348021906D,통영시,2426,,철근콘크리트,,26.43,0.3,5,1.2,1,,2238,128.4278421,34.84500882
옹벽,402,정량동,348021916A,통영시,2426,,철근콘크리트,,35.17,0.3,5,1.2,1,,2239,128.4274881,34.84499338
옹벽,403,정량동,348021917B,통영시,1404,,철근콘크리트,,2060.79,0.3,5,5,1,,2240,128.4359592,34.84235681
옹벽,404,도천동,348021830D,통영시,994,,철근콘크리트,,104.92,0.3,1.7,1.7,1,,2241,128.3979038,34.83579234
옹벽,405,도천동,348021830D,통영시,877,,철근콘크리트,,93.06,0.3,0.9,0.2,1,,2242,128.3980892,34.83541024
옹벽,406,도천동,348021921C,통영시,1054,,철근콘크리트,,312.44,0.3,1.7,1.7,1,,2243,128.400351,34.83575198
옹벽,407,도천동,348021921D,통영시,1043,,철근콘크리트,,148.18,0.3,2,2,1,,2244,128.4026937,34.83607805
옹벽,408,무전동,348021464D,통영시,82,,철근콘크리트,,295.41,0.3,1.1,1.1,1,,2245,128.419748,34.86680185
옹벽,409,무전동,348021465C,통영시,82,,철근콘크리트,,163.49,0.3,0.5,0.5,1,,2246,128.4219985,34.86598963
옹벽,1502,도산면,348020785D,통영시,9197,,철근콘크리트,,76.25,0.3,1.1,0.6,1,,2247,128.3239602,34.90575536
옹벽,1503,도산면,348020782D,통영시,9052,,철근콘크리트,,28.69,0.3,1.6,0.6,1,,2248,128.3087742,34.90657885
옹벽,1504,도산면,348020783B,통영시,9054,,철근콘크리트,,17.35,0.3,0.55,0.2,1,,2249,128.3143587,34.90818401
옹벽,1505,도산면,348020786B,통영시,9197,,철근콘크리트,,97.83,0.3,1.1,0.4,1,,2250,128.3284601,34.90775308
옹벽,1506,도산면,348020785D,통영시,9197,,철근콘크리트,,121.51,0.3,1.1,0.6,1,,2251,128.324641,34.90645238
옹벽,1507,도산면,348020786C,통영시,9197,,철근콘크리트,,20.1,0.3,1.6,0.9,1,,2252,128.3252341,34.90677198
옹벽,1446,산양읍,348021968B,통영시,8989,,철근콘크리트,,265.19,0.3,3,0.7,1,,2253,128.4379329,34.81891162
옹벽,1447,산양읍,348021968A,통영시,9243,,철근콘크리트,,26.11,0.3,1.3,0.45,1,,2254,128.4371833,34.81970687
옹벽,1448,산양읍,348021968B,통영시,8985,,철근콘크리트,,59.65,0.3,3.5,0.7,1,,2255,128.4389007,34.81967201
옹벽,1449,산양읍,348021968B,통영시,8989,,철근콘크리트,,34,0.3,0.7,0.3,1,,2256,128.4377613,34.81783725
옹벽,1450,산양읍,348021968B,통영시,9254,,철근콘크리트,,44.85,0.3,0.9,0.5,1,,2257,128.439136,34.81920929
옹벽,1434,산양읍,348021992C,통영시,9034,,철근콘크리트,,24.51,0.3,1,1,1,,2258,128.4051335,34.80212156
옹벽,1435,산양읍,348021958D,통영시,8979,,화강석,,1.84,0.3,0.9,0.9,1,,2259,128.4390914,34.82185394
옹벽,1436,산양읍,348021977D,통영시,8989,,도경석,,169.78,0.3,1.1,1.1,1,,2260,128.4331425,34.8124488
옹벽,1437,산양읍,348021958C,통영시,8975,,화강석,,35.64,0.3,1,0.4,1,,2261,128.4374385,34.82106032
옹벽,1438,산양읍,348021958C,통영시,8986,,철근콘크리트,,45.86,0.3,0.95,0.65,1,,2262,128.4367731,34.82003604
옹벽,1439,산양읍,348021958D,통영시,8975,,철근콘크리트,,61.02,0.3,1,0.45,1,,2263,128.4386915,34.82143385
