위도,경도,name,man_made,product,addr:full
126.9197578,37.29956106,자담채,works,food,"경기도 안산시 상록구 양지마을3길 19-4, 1층 (사사동)"
126.8582075,37.32430694,청강유통,works,food,"경기도 안산시 상록구 성호로11길 5, 1층일부 (부곡동)"
126.7554953,37.31658625,우리바이오 주식회사,works,food,"경기도 안산시 단원구 성곡로 79, 마동 1층일부, 지1층 (성곡동)"
126.8222992,37.31336426,(주)당인가미식 안산공장,works,food,"경기도 안산시 단원구 다리간2길 16-6, 1층 (고잔동)"
126.8642638,37.30104081,조순금닭도리탕,works,food,"경기도 안산시 상록구 본삼로 39, 305호 (본오동)"
126.7820214,37.31525116,(주)정가진면역라이프,works,food,"경기도 안산시 단원구 원시로 203, A동 3층일부 (원시동)"
126.846351,37.31278583,주식회사 에스와이푸드,works,food,"경기도 안산시 상록구 송호5길 10, 1층 (이동)"
126.7870019,37.3054212,(주)해솔식품,works,food,"경기도 안산시 단원구 산단로 107, 서흥테크노밸리 506호 (원시동)"
126.8686789,37.29181942,아란치니브라더스,works,food,"경기도 안산시 상록구 본원로 91, 1층일부 (본오동)"
126.8397165,37.31347966,오즈데이,works,food,"경기도 안산시 단원구 이삭6길 3-8, 1층 일부 (고잔동)"
126.8481343,37.27931514,백암알천순대,works,food,"경기도 안산시 상록구 선진3길 10, 1층일부 (사동)"
126.7564727,37.32475152,고려은단헬스케어(주),works,food,경기도 안산시 단원구 만해로 165 (신길동)
126.7801918,37.30830987,동북푸드,works,food,경기도 안산시 단원구 목내로122번길 46 (주)대룡이앤씨 A동 1층일부 (목내동)
126.788354,37.32178619,비지앤(BGN),works,food,"경기도 안산시 단원구 산단로 296, 대우테크노피아아파트형공장 417호 (원시동)"
126.784163,37.30028017,베트남반미(HA PHI BANH MI),works,food,"경기도 안산시 단원구 별망로 538, 아동 1층 (원시동)"
126.8519647,37.28098699,하루한끼누룽지,works,food,"경기도 안산시 상록구 영화7길 23, 1층일부 (사동)"
126.9303722,37.29839671,(주)현미마을에프앤비,works,food,"경기도 안산시 상록구 안산테콤길 37, 2층일부,4층일부 (사사동)"
