버스정류장 명칭,도로명주소,지번주소,위도,경도,기준일 
원동,강원도 원주시 판부면 치악로 654,강원도 원주시 판부면 금대리 1463,37.264881,128.027762,2020-11-25
원주화교소학교,강원도 원주시 판부면 내남송길 50,강원도 원주시 판부면 서곡리 488-2,37.314686,127.942146,2020-11-25
음금대,강원도 원주시 판부면 치악로 1027-1,강원도 원주시 판부면 금대리 856,37.284571,127.997616,2020-11-25
치악산휴양림,강원도 원주시 판부면 치악로 608,강원도 원주시 판부면 금대리 1463,37.263454,128.030476,2020-11-25
회론동앞,강원도 원주시 판부면 치악로 763,강원도 원주시 판부면 금대리 465-1,37.270676,128.018881,2020-11-25
가둔지,강원도 원주시 신림면 성남로 84,강원도 원주시 신림면 성남리 1061-3,37.251433,128.083222,2020-11-25
생담,강원도 원주시 호저면 신무로 644,강원도 원주시 호저면 무장리 462-9,37.408072,127.895717,2020-11-25
선바위,강원도 원주시 호저면 호저로 1261-4,강원도 원주시 호저면 고산리 626-3,37.476992,127.919485,2020-11-25
송골,강원도 원주시 호저면 호저로 834-8,강원도 원주시 호저면 고산리 616-11,37.443442,127.927431,2020-11-25
송골앞,강원도 원주시 호저면 호저로 834-8,강원도 원주시 호저면 고산리 268-1,37.443726,127.927527,2020-11-25
송이골앞,강원도 원주시 호저면 고산동막길 15-3,강원도 원주시 호저면 광격리 977-2,37.461514,127.924883,2020-11-25
송정,강원도 원주시 호저면 신평석화로 157-8,강원도 원주시 호저면 무장리 1132-2,37.394439,127.880779,2020-11-25
안골정류장,강원도 원주시 호저면 산현안골길 2,강원도 원주시 호저면 산현리 214,37.4255,127.893954,2020-11-25
옥산,강원도 원주시 호저면 호저로 660,강원도 원주시 호저면 옥산리 577-8,37.429924,127.923056,2020-11-25
용곡마을회관,강원도 원주시 호저면 칠봉로 723,강원도 원주시 호저면 용곡리 586,37.451926,127.888151,2020-11-25
장포,강원도 원주시 호저면 칠봉로 236-1,강원도 원주시 호저면 무장리 105,37.419409,127.902323,2020-11-25
장포,강원도 원주시 호저면 칠봉로 268,강원도 원주시 호저면 무장리 1291,37.419945,127.898825,2020-11-25
장포,강원도 원주시 호저면 살미길 10,강원도 원주시 호저면 무장리 1287-2,37.419825,127.898396,2020-11-25
장포암,강원도 원주시 호저면 신무로 679,강원도 원주시 호저면 무장리 457-16,37.410403,127.893385,2020-11-25
잿말,강원도 원주시 호저면 대덕길 133,강원도 원주시 호저면 대덕리 671-1,37.425602,127.93806,2020-11-25
정골앞,강원도 원주시 호저면 옥산정골길 19-1,강원도 원주시 호저면 옥산리 648,37.439895,127.926066,2020-11-25
정골입구,강원도 원주시 호저면 옥산정골길 19-1,강원도 원주시 호저면 옥산리 617-2,37.439803,127.925962,2020-11-25
주산1리,강원도 원주시 호저면 호저로 389,강원도 원주시 호저면 주산리 464-5,37.408386,127.928607,2020-11-25
주산교,강원도 원주시 호저면 칠봉로 42,강원도 원주시 호저면 주산리 958-5,37.41353,127.919549,2020-11-25
중방마을,강원도 원주시 호저면 자은동길 5,강원도 원주시 호저면 주산리 194-8,37.402302,127.931756,2020-11-25
중방,강원도 원주시 호저면 중방길 6,강원도 원주시 호저면 주산리 318,37.401078,127.930322,2020-11-25
중방,강원도 원주시 호저면 중방길 6,강원도 원주시 호저면 주산리 318,37.401053,127.930152,2020-11-25
지촌앞,강원도 원주시 호저면 호저로 755-2,강원도 원주시 호저면 옥산리 617-3,37.43577,127.92741,2020-11-25
칠봉,강원도 원주시 호저면 칠봉로 551,강원도 원주시 호저면 산현리 525-4,37.440548,127.889424,2020-11-25
칠봉유원지,강원도 원주시 호저면 칠봉로 546,강원도 원주시 호저면 산현리 593-1,37.440576,127.889054,2020-11-25
평촌동,강원도 원주시 호저면 호저로 612,강원도 원주시 호저면 주산리 837-5,37.425773,127.921397,2020-11-25
하늘마루펜션앞,강원도 원주시 호저면 호저로 1181-11,강원도 원주시 호저면 고산리 산 76-3,37.469712,127.918002,2020-11-25
학교정류장,강원도 원주시 호저면 호저로 504,강원도 원주시 호저면 주산리 645-1,37.41775,127.923113,2020-11-25
호매곡종점,강원도 원주시 호저면 호매곡1길 144,강원도 원주시 호저면 주산리 1109,37.396797,127.922128,2020-11-25
호매곡종점,강원도 원주시 호저면 호매곡1길 140,강원도 원주시 호저면 주산리 1109,37.396586,127.922519,2020-11-25
호저낚시터,강원도 원주시 호저면 평천1길 13,강원도 원주시 호저면 주산리 산 61-1,37.420515,127.921138,2020-11-25
호저낚시터,강원도 원주시 호저면 평천1길 13,강원도 원주시 호저면 주산리 산 61-1,37.420375,127.921008,2020-11-25
호저농협,강원도 원주시 호저면 호저로 431,강원도 원주시 호저면 주산리 511,37.411295,127.925847,2020-11-25
호저농협,강원도 원주시 호저면 호저로 431,강원도 원주시 호저면 주산리 522,37.411268,127.925673,2020-11-25
대덕1리,강원도 원주시 호저면 쇠절이길 72-2,강원도 원주시 호저면 대덕리 986,37.429875,127.942193,2020-11-25
대덕마을,강원도 원주시 호저면 대덕길 161,강원도 원주시 호저면 대덕리 626,37.424799,127.940525,2020-11-25
지촌,강원도 원주시 지정면 지촌안길 20,강원도 원주시 지정면 가곡리 235,37.362637,127.874332,2020-11-25
고여대,강원도 원주시 지정면 지촌안길 20,강원도 원주시 지정면 가곡리 224-1,37.362699,127.874127,2020-11-25
가곡1리,강원도 원주시 지정면 조엄로 289,강원도 원주시 지정면 가곡리 1083-4,37.36632,127.864101,2020-11-25
가곡2리,강원도 원주시 지정면 지래울로 41,강원도 원주시 지정면 가곡리 813-3,37.357183,127.872666,2020-11-25
가곡리,강원도 원주시 지정면 조엄로 205-1,강원도 원주시 지정면 가곡리 1143,37.359958,127.860157,2020-11-25
곤충마을,강원도 원주시 지정면 간현로 13,강원도 원주시 지정면 간현리 610-1,37.355437,127.843994,2020-11-25
광터사거리,강원도 원주시 흥업면 광터길 127,강원도 원주시 흥업면 사제리 1465-2,37.341595,127.880386,2020-11-25
광터사거리,강원도 원주시 지정면 보통로 497-3,강원도 원주시 지정면 보통리 188-2,37.347062,127.880236,2020-11-25
구미,강원도 원주시 지정면 생골길 4,강원도 원주시 지정면 월송리 134-3,37.401492,127.87204,2020-11-25
노루고개,강원도 원주시 지정면 간현로 45,강원도 원주시 지정면 간현리 산 74,37.357043,127.844411,2020-11-25
노루고개,강원도 원주시 지정면 간현로 45,강원도 원주시 지정면 간현리 605-1,37.356726,127.844355,2020-11-25
노루골,강원도 원주시 지정면 지정로 183,강원도 원주시 지정면 간현리 589-5,37.353501,127.843987,2020-11-25
늑동골,강원도 원주시 지정면 구재로 231-1,강원도 원주시 지정면 판대리 643,37.404051,127.798916,2020-11-25
늑동골,강원도 원주시 지정면 구재로 216,강원도 원주시 지정면 판대리 532-6,37.403583,127.798696,2020-11-25
능촌,강원도 원주시 지정면 지정로 614,강원도 원주시 지정면 안창리 377-10,37.343829,127.821872,2020-11-25
달랑고개,강원도 원주시 지정면 구재로 84,강원도 원주시 지정면 판대리 351-4,37.395033,127.789039,2020-11-25
달랑고개,강원도 원주시 지정면 구재로 84,강원도 원주시 지정면 판대리 351-3,37.395143,127.788941,2020-11-25
도경계,강원도 원주시 지정면 원양2로 335,강원도 원주시 지정면 안창리 831-11,37.369368,127.774307,2020-11-25
도경계,강원도 원주시 지정면 원양2로 335,강원도 원주시 지정면 안창리 831-6,37.368893,127.774412,2020-11-25
문화마을,강원도 원주시 지정면 지정문화길 3-2,강원도 원주시 지정면 신평리 995-4,37.366215,127.897019,2020-11-25
문화마을,강원도 원주시 지정면 지정문화길 3-2,강원도 원주시 지정면 신평리 255-5,37.366197,127.896792,2020-11-25
보통동,강원도 원주시 지정면 보통로 278,강원도 원주시 지정면 보통리 산 82-7,37.33989,127.865187,2020-11-25
복금동,강원도 원주시 지정면 보통로 325,강원도 원주시 지정면 보통리 409-4,37.337645,127.869321,2020-11-25
복금동,강원도 원주시 지정면 보통안길 27-20,강원도 원주시 지정면 보통리 408-6,37.337565,127.869691,2020-11-25
본동마을,강원도 원주시 지정면 간현로 88,강원도 원주시 지정면 간현리 639-6,37.359625,127.842816,2020-11-25
본동마을,강원도 원주시 지정면 간현로 88,강원도 원주시 지정면 간현리 640-5,37.359561,127.842666,2020-11-25
새말,강원도 원주시 부론면 흥호새말길 12-8,강원도 원주시 부론면 흥호리 215-4,37.244365,127.764362,2020-11-25
송롱,강원도 원주시 지정면 구재로 40,강원도 원주시 지정면 판대리 370-22,37.39168,127.788962,2020-11-25
송롱,강원도 원주시 지정면 구재로 46,강원도 원주시 지정면 판대리 산 47-27,37.391919,127.788787,2020-11-25
수청동마을앞,강원도 원주시 지정면 원양2로 256,강원도 원주시 지정면 안창리 796-1,37.362594,127.778212,2020-11-25
수청마을,강원도 원주시 지정면 원양2로 310,강원도 원주시 지정면 안창리 825-4,37.366293,127.776286,2020-11-25
슬안동,강원도 원주시 지정면 지정로 860,강원도 원주시 지정면 안창리 651,37.352871,127.800181,2020-11-25
신촌,강원도 원주시 지정면 신무로 290-1,강원도 원주시 지정면 신평리 463-1,37.379811,127.892873,2020-11-25
신평2리,강원도 원주시 지정면 저금어지길 4,강원도 원주시 지정면 신평리 687-5,37.385271,127.890839,2020-11-25
오얏골,강원도 원주시 지정면 오얏길 12-7,강원도 원주시 지정면 간현리 253-7,37.341496,127.850115,2020-11-25
오크밸리,강원도 원주시 지정면 구재로 270,강원도 원주시 지정면 판대리 563-5,37.406926,127.801942,2020-11-25
오크밸리,강원도 원주시 지정면 구재로 269,강원도 원주시 지정면 판대리 563-5,37.406941,127.801781,2020-11-25
요동,강원도 원주시 지정면 보통로 559,강원도 원주시 지정면 보통리 27,37.347113,127.887602,2020-11-25
월송리,강원도 원주시 지정면 신평석화로 274,강원도 원주시 지정면 월송리 160-4,37.401696,127.874551,2020-11-25
월운,강원도 원주시 지정면 지정로 370,강원도 원주시 지정면 안창리 15-5,37.36099,127.83091,2020-11-25
월운,강원도 원주시 지정면 월운길 10-1,강원도 원주시 지정면 안창리 188-1,37.351593,127.829562,2020-11-25
위병봉기기념탑,강원도 원주시 지정면 지정로 644,강원도 원주시 지정면 안창리 568-23,37.34448,127.818599,2020-11-25
자갑동,강원도 원주시 지정면 조엄로 94,강원도 원주시 지정면 간현리 산 102-1,37.351254,127.855814,2020-11-25
자갑동,강원도 원주시 지정면 작압길 183,강원도 원주시 지정면 가곡리 1143,37.353027,127.858151,2020-11-25
정감,강원도 원주시 지정면 지정로 560-9,강원도 원주시 지정면 안창리 108-19,37.345051,127.827792,2020-11-25
정감마을,강원도 원주시 지정면 지정로 572,강원도 원주시 지정면 안창리 74-5,37.343492,127.82562,2020-11-25
지정면사무소,강원도 원주시 지정면 간현로 127,강원도 원주시 지정면 간현리 918-8,37.361895,127.840042,2020-11-25
지정면사무소,강원도 원주시 지정면 간현로 131,강원도 원주시 지정면 간현리 859-1,37.361981,127.839584,2020-11-25
지정초등학교,강원도 원주시 지정면 지정로 97,강원도 원주시 지정면 간현리 401-5,37.347022,127.846746,2020-11-25
질마재,강원도 원주시 지정면 질마재로 96,강원도 원주시 지정면 가곡리 산 103-2,37.351145,127.873204,2020-11-25
차면리,강원도 원주시 지정면 신무로 105-1,강원도 원주시 지정면 신평리 234-3,37.364567,127.897262,2020-11-25
차면리,강원도 원주시 지정면 신무로 157,강원도 원주시 지정면 신평리 362-2,37.369235,127.895218,2020-11-25
초가삼간,강원도 원주시 지정면 질마재로 131-4,강원도 원주시 지정면 가곡리 864-2,37.352828,127.869946,2020-11-25
판대,강원도 원주시 지정면 부처동길 13-3,강원도 원주시 지정면 판대리 271-10,37.377757,127.793719,2020-11-25
판대,강원도 원주시 지정면 부처동길 13-3,강원도 원주시 지정면 판대리 271-10,37.377731,127.793541,2020-11-25
평심원,강원도 원주시 지정면 지정로 717,강원도 원주시 지정면 안창리 574-1,37.347019,127.812461,2020-11-25
평장동,강원도 원주시 지정면 조엄로 265,강원도 원주시 지정면 가곡리 산 83-1,37.36389,127.862677,2020-11-25
하차면,강원도 원주시 지정면 신무로 72,강원도 원주시 지정면 신평리 213-8,37.361228,127.897863,2020-11-25
홈대울,강원도 원주시 지정면 질마재로 226,강원도 원주시 지정면 가곡리 산 96-3,37.356648,127.862167,2020-11-25
홈대울,강원도 원주시 지정면 질마재로 226,강원도 원주시 지정면 가곡리 산 96-3,37.356551,127.862082,2020-11-25
세포,강원도 원주시 부론면 부귀로 1101,강원도 원주시 부론면 단강리 614-1,37.14878,127.818216,2020-11-25
안말,강원도 원주시 부론면 법천시장길 65-17,강원도 원주시 부론면 법천리 1614,37.206934,127.751632,2020-11-25
조귀농,강원도 원주시 부론면 부귀로 932,강원도 원주시 부론면 단강리 761-1,37.146849,127.799351,2020-11-25
조귀농,강원도 원주시 부론면 부귀로 955,강원도 원주시 부론면 단강리 703-1,37.147038,127.802177,2020-11-25
조귀농,강원도 원주시 부론면 부귀로 955,강원도 원주시 부론면 단강리 687-4,37.147161,127.802234,2020-11-25
노숲마을,강원도 원주시 부론면 노숲길 1,강원도 원주시 부론면 노림리 401-4,37.260183,127.781117,2020-11-25
노시랑이,강원도 원주시 부론면 법후로 111,강원도 원주시 부론면 법천리 749-6,37.212201,127.762785,2020-11-25
단강앞,강원도 원주시 부론면 부귀로 765-2,강원도 원주시 부론면 단강리 837-1,37.152284,127.787279,2020-11-25
도덕골,강원도 원주시 부론면 법후로 628-3,강원도 원주시 부론면 손곡리 1679-6,37.24432,127.795818,2020-11-25
