시도명,시군구명,시설명,마을명,소재지도로명주소
강원도,강릉시,행정1리마을회관,행정1리,강원도 연곡면 행정1길 7
강원도,강릉시,유등리마을회관,유등리,강원도 연곡면 유등길 11-5
강원도,강릉시,삼산2리,청학동,강원도 소금강길 280
강원도,강릉시,교항2리마을회관,교항2리,강원도 주문진읍 금용길 116
강원도,강릉시,교항1주공아파트,교항6리,강원도 주문진읍 신리천로 72
강원도,강릉시,교항11리마을회관,교항11리,강원도 주문진읍 장성로 55
강원도,강릉시,교항8리마을회관,교항8리,강원도 주문진읍 보리골길 19
강원도,강릉시,오리들마을회관,성덕43통,강원도 월호평길76번길 20(월호평동)
강원도,고성군,흘1리마을회관,흘1리,강원도 고성군 간성읍 흘리길 185
강원도,고성군,거진2리마을회관,거진2리,강원도 고성군 거진길 106-1
강원도,고성군,거진6리마을회관,거진6리,강원도 고성군 거진읍 행랑골길 20
강원도,고성군,아야진통합마을회관,아야진리,강원도 고성군 토성면 아야진해변1길 5
강원도,동해시,벽오마을회관,벽오마을,강원도 동해시 강원남부로 4707
강원도,동해시,봉정마을회관,봉정마을,강원도 동해시 봉정2길 7-2 
강원도,동해시,천곡동4통마을회관,천곡4통,강원도 동해시 평릉길 48 평릉경로당
강원도,동해시,대진어민회관,대진마을,강원도 동해시 대진항길 35
강원도,동해시,삼화동5통회관,삼화5통,강원도 동해시 삼화로 85-23
강원도,동해시,단실회관,단실마을,강원도 동해시 강원남부로 4753
강원도,동해시,북평동9통마을회관,북평9통,강원도 동해시 대동로 21-23
강원도,동해시,삼화동11통마을회관,삼화11통,강원도 동해시 효자로 94-3
강원도,동해시,북평동10통마을회관,북평10통,강원도 동해시 대호길 43
강원도,동해시,만우마을회관,만우마을,강원도 동해시 마상천길 308
강원도,동해시,섬안마을영농회사무실,섬안마을,강원도 동해시 이원길 61
강원도,동해시,신흥마을회관,신흥마을,강원도 동해시 서동로 825-4
강원도,동해시,망상2통마을회관,망상2통,강원도 동해시 망상길 46
강원도,동해시,노봉마을회관,노봉마을,강원도 동해시 노봉안길 1 
강원도,동해시,망상동1통마을회관,망상동1,강원도 동해시 석두골길 7-36
강원도,동해시,북삼2통마을회관,북삼2통,강원도 동해시 분토길 116-1
강원도,동해시,괴란마을회관,괴란마을,강원도 동해시 괴란길 50 
강원도,동해시,천곡경로당,천곡마을,강원도 동해시 감추6길 23-3
강원도,동해시,평릉경로당,평릉마을,강원도 동해시 평릉길 48
강원도,동해시,항골경로당,항골마을,강원도 동해시 항골길 21
강원도,동해시,새터경로당,새터마을,강원도 동해시 천곡3길 17-3
강원도,강릉시,장덕1리마을회관,장덕1리,강원도 주문진읍 장덕성황길 78
강원도,강릉시,장덕2리마을회관,장덕2리,강원도 주문진읍 신리천로 527-3
강원도,강릉시,향호1리마을회관,향호1리,강원도 주문진읍 향호길 66-2
강원도,강릉시,삼교리마을회관,삼교리,강원도 주문진읍 신리천로 796
강원도,강릉시,구산리마을회관(경로당),구산리(경로당),강원도 성산면 구산길 77
강원도,강릉시,관음1리마을회관,관음1리,강원도 성산면 관음길 157
강원도,강릉시,관음2리마을회관,관음2리,강원도 성산면 괴일길 130-1
강원도,강릉시,금산1리마을회관,금산1리,강원도 성산면 관음길 26
강원도,강릉시,금산2리마을회관,금산2리,강원도 성산면 괴일길 8
강원도,강릉시,위촌1리마을회관,위촌1리,강원도 성산면 소목길 194
강원도,강릉시,위촌2리마을회관,위촌2리,강원도 성산면 위촌길 228
강원도,강릉시,관음리마을회관(안국),관음리,강원도 성산면 안곡길 140
강원도,강릉시,송암리마을회관,송암리,강원도 성산면 송두길 281
강원도,강릉시,오봉리마을회관,오봉리,강원도 성산면 백두대간로 2710-18
강원도,강릉시,산북1리마을회관,산북1리,강원도 성산면 칠봉로 251-10
강원도,강릉시,산북2리마을회관,산북2리,강원도 성산면 칠봉로 59
강원도,강릉시,보광2리마을회관,보광2리,강원도 성산면 삼왕길 190-16
강원도,강릉시,왕산리마을회관,왕산리,강원도 왕산면 왕산로 2392
강원도,강릉시,도마2리마을회관,도마2리,강원도 왕산면 탑동길 23-1
강원도,강릉시,목계리마을회관,목계리,강원도 왕산면 백두대간로 1486
강원도,강릉시,대기4리마을회관(안반덕),대기4리(안반덕),강원도 왕산면 안반데기길 428
강원도,강릉시,여찬리마을회관,여찬리,강원도 구정면 구정중앙로 240
강원도,강릉시,학산1리마을회관,학산1리,강원도 구정면 왕고개길 20
강원도,강릉시,학산3리마을회관,학산3리,강원도 구정면 칠성로 155
강원도,강릉시,금광1리마을회관,금광1리,강원도 구정면 금광동명길 19-6
강원도,강릉시,금광2리마을회관,금광2리,강원도 구정면 수골길 14
강원도,강릉시,어단1리마을회관,어단1리,강원도 구정면 금평로 384
강원도,강릉시,어단2리마을회관,어단2리,강원도 구정면 금평로 476
강원도,강릉시,덕현리마을회관,덕현리,강원도 구정면 와천로 163
강원도,강릉시,구정리마을회관,구정리,강원도 구정면 구정중앙로 115
강원도,강릉시,제비1리마을회관,제비1리,강원도 구정면 범장길 2
강원도,강릉시,제비2리마을회관,제비2리,강원도 구정면 칠봉로 699-11
강원도,강릉시,상시동1리마을회관,상시동1리,강원도 강동면 율곡로 2201
강원도,강릉시,상시동2리마을회관,상시동2리,강원도 강동면 와천로 399
강원도,강릉시,하시동1리마을회관,하시동1리,강원도 강동면 시동길 75-6
강원도,강릉시,남양2리마을회관,남양2리,강원도 옥계면 남양2길 2
강원도,강릉시,남양3리마을회관,남양3리,강원도 옥계면 이증밭길 36
강원도,강릉시,주수1리마을회관,주수1리,강원도 옥계면 동녘길 47-29
강원도,강릉시,주수2리마을회관,주수2리,강원도 옥계면 동해대로 263
강원도,강릉시,천남리마을회관,천남리,강원도 옥계면 천남길 50
강원도,강릉시,낙풍1리마을회관,낙풍1리,강원도 옥계면 풍동로 13
강원도,강릉시,낙풍2리마을회관,낙풍2리,강원도 옥계면 풍동로 241-12
강원도,강릉시,북동리마을회관,북동리,강원도 옥계면 북동용소길 12
강원도,강릉시,금진1리마을회관,금진1리,강원도 옥계면 금진안길 40-2
강원도,강릉시,금진3리마을회관,금진3리,강원도 옥계면 금진항길 12-1
강원도,강릉시,산계1리마을회관,산계1리,강원도 옥계면 산계금단길 16-4
강원도,강릉시,산계2리마을회관,산계2리,강원도 옥계면 산계길 800
강원도,강릉시,산계3리마을회관,산계3리,강원도 옥계면 산계길 961
강원도,강릉시,사기막리마을회관,사기막리,강원도 사천면 중앙서로 557-1
강원도,강릉시,노동상리마을회관,노동상리,강원도 사천면 중앙서로 330-8
강원도,강릉시,노동중리마을회관,노동중리,강원도 사천면 한과마을길 14
강원도,강릉시,석교1리마을회관,석교1리,강원도 사천면 석교골말길 6
강원도,강릉시,석교2리마을회관,석교2리,강원도 사천면 구라미길 207-6
강원도,강릉시,판교1리마을회관,판교1리,강원도 사천면 중앙동로 71
강원도,강릉시,사천진리마을회관(나동),사천진리(나동),강원도 사천면 진리항구길 47
강원도,강릉시,현내2리마을회관,현내2리,강원도 옥계면 현내안길 38
강원도,강릉시,하평리마을회관,하평리,강원도 사천면 손맞이길 21
강원도,강릉시,미노리마을회관,미노리,강원도 사천면 본동길 10
강원도,강릉시,덕실리마을회관,덕실리,강원도 사천면 덕실안길 117
강원도,강릉시,방동상리마을회관,방동상리,강원도 사천면 방동길 9
강원도,강릉시,방동하리마을회관,방동하리,강원도 사천면 방동길 310
강원도,강릉시,산대월리마을회관,산대월리,강원도 사천면 산대월길 148
강원도,강릉시,방내리마을회관,방내리,강원도 연곡면 진고개로 2699
강원도,강릉시,영진2리마을회관,영진2리,강원도 연곡면 영진길 53
강원도,강릉시,영진3리마을회관,영진3리,강원도 연곡면 영진길 27
강원도,강릉시,송림1리마을회관,송림1리,강원도 연곡면 진고개로 2484
강원도,강릉시,송림2리마을회관,송림2리,강원도 연곡면 진고개로 2450-4
강원도,강릉시,행정2리마을회관,행정2리,강원도 연곡면 행정3길 6-3
강원도,강릉시,동덕1리마을회관,동덕1리,강원도 연곡면 동덕3길 15-1
강원도,강릉시,동덕2리마을회관,동덕2리,강원도 연곡면 해안로 1265-33
강원도,강릉시,신왕리마을회관,신왕리,강원도 연곡면 신왕길 105
강원도,강릉시,퇴곡1리마을회관,퇴곡1리,강원도 연곡면 퇴곡1길 80
강원도,강릉시,하시동2리마을회관,하시동2리,강원도 강동면 원장봉길 30-8
강원도,강릉시,하시동3리마을회관,하시동3리,강원도 강동면 풍호안길 7
강원도,강릉시,모전1리마을회관,모전1리,강원도 강동면 단경로 54
강원도,강릉시,모전2리마을회관,모전2리,강원도 강동면 임곡로 155
강원도,강릉시,안인진1리마을회관,안인진1리,강원도 강동면 율곡로 1867-5
강원도,강릉시,안인진2리마을회관,안인진2리,강원도 강동면 안인진길 17
강원도,강릉시,임곡1리마을회관,임곡1리,강원도 강동면 임곡로 698
강원도,강릉시,정동진1리마을회관,정동진1리,강원도 강동면 정동2길 9
강원도,강릉시,정동진2리마을회관,정동진2리,강원도 강동면 헌화로 1048-1
강원도,강릉시,정동진3리마을회관,정동진3리,강원도 강동면 분소골길 27-6
강원도,강릉시,산성우1리마을회관,산성우1리,강원도 강동면 오이동길 55
강원도,강릉시,산성우2리마을회관,산성우2리,강원도 강동면 율곡로 996
강원도,강릉시,언별1리마을회관,언별1리,강원도 강동면 송담서원길 17-4
강원도,강릉시,언별2리마을회관,언별2리,강원도 강동면 정감1길 43
강원도,강릉시,현내1리마을회관,현내1리,강원도 옥계면 옥계로 1032
강원도,강릉시,현내3리마을회관,현내3리,강원도 옥계면 현내안길 108
강원도,강릉시,남양1리마을회관,남양1리,강원도 옥계면 남촌길 48
강원도,강릉시,퇴곡2리마을회관,퇴곡2리,강원도 연곡면 퇴곡2길 96
강원도,강릉시,삼산1리마을회관,삼산1리,강원도 연곡면 진고개로 1502
강원도,강릉시,주문1리마을회관,주문1리,강원도 주문진읍 옛등대길 10
강원도,강릉시,주문2리마을회관,주문2리,강원도 주문진읍 약수동길 4
강원도,강릉시,주문3리마을회관,주문3리,강원도 주문진읍 시장길 53-3
강원도,강릉시,주문4리마을회관,주문4리,강원도 주문진읍 고동1길 23
강원도,강릉시,주문5리마을회관,주문5리,강원도 주문진읍 해안로 1907
강원도,강릉시,주문6리마을회관,주문6리,강원도 주문진읍 소돌길 42
강원도,강릉시,주문7리마을회관,주문7리,강원도 주문진읍 해안로 1873
강원도,강릉시,주문8리마을회관,주문8리,강원도 주문진읍 해안로 1791
강원도,강릉시,주문9리마을회관,주문9리,강원도 주문진읍 구시장길 4-1
강원도,강릉시,주문10리마을회관,주문10리,강원도 주문진읍 용소마을길 84
강원도,강릉시,주문11리마을회관,주문11리,강원도 주문진읍 연주로 448-2
강원도,강릉시,주문12리마을회관,주문12리,강원도 주문진읍 소돌안길 19
강원도,강릉시,교항1리마을회관,교항1리,강원도 주문진읍 신리천로 117
강원도,강릉시,교항3리마을회관,교항3리,강원도 주문진읍 매맥이길 8
강원도,강릉시,교항4리마을회관,교항4리,강원도 주문진읍 웃사다리1길 13
강원도,강릉시,교항5리마을회관,교항5리,강원도 주문진읍 교항안길 4-1
강원도,강릉시,교항7리마을회관,교항7리,강원도 주문진읍 아래사다리길 32-4
강원도,강릉시,교항9리마을회관,교항9리,강원도 주문진읍 주문로 21
강원도,강릉시,교항10리마을회관,교항10리,강원도 주문진읍 해안2길 12
강원도,강릉시,교항2주공아파트,교항12리,강원도 주문진읍 연주로 241-7
강원도,강릉시,동방타워아파트,교항13리,강원도 매맥이아랫길 24(동방타워맨션)
강원도,강릉시,교항14리마을회관,교항14리,강원도 주문진읍 학교길 31
강원도,강릉시,어흘리마을회관,어흘리,강원도 성산면 삼포암길 2
강원도,강릉시,보광1리마을회관,보광1리,강원도 성산면 보현길 20
강원도,강릉시,대기3리마을회관,대기3리,강원도 왕산면 배나드리길 13
강원도,강릉시,학산2리마을회관,학산2리,강원도 구정면 오독떼기길 33-5
강원도,강릉시,대동2리마을회관,대동2리,강원도 율곡로 1985
강원도,강릉시,임곡2리마을회관,임곡2리,강원도 강동면 임곡로 1044
강원도,강릉시,심곡리마을회관,심곡리,강원도 강동면 헌화로 658
강원도,강릉시,금진2리마을회관,금진2리,강원도 옥계면 헌화로 299
강원도,강릉시,도직리마을회관,도직리,강원도 옥계면 도직길 13
강원도,강릉시,노동하리마을회관,노동하리,강원도 사천면 중앙서로 146
강원도,강릉시,판교2리마을회관,판교2리,강원도 사천면 조부동길 67
강원도,동해시,지상경로당,지상마을,강원도 동해시 지가길168
강원도,동해시,이도현대A경로당,이도현대,강원도 동해시 이원길180
강원도,동해시,배골경로당,배골마을,강원도 동해시 전천로152
강원도,동해시,단실경로당,단실마을,강원도 동해시 강원남부로4753
강원도,동해시,이도주공A경로당,이도주공,강원도 동해시 이원길180-2
강원도,동해시,현진에버빌경로당,현진에버,강원도 동해시 구미4길 1
강원도,동해시,운곡경로당,운곡마을,강원도 동해시 대동로21-25
강원도,동해시,북평주공2차A경로당,북평주공,강원도 동해시 전천로270
강원도,동해시,이도2주공A경로당,이도2주,강원도 동해시 이원길180-2
강원도,동해시,사문경로당,사문마을,강원도 동해시 해안로619
강원도,동해시,초구경로당,초구마을,강원도 동해시 초구길30
강원도,동해시,만우경로당,만우마을,강원도 동해시 마상천길308
강원도,동해시,괴란경로당,괴란마을,강원도 동해시 괴란길50
강원도,동해시,심곡경로당,심곡마을,강원도 동해시 약천길19
강원도,동해시,발한삼성A경로당,발한삼성,강원도 동해시 해안로605
강원도,동해시,기곡경로당,기곡마을,강원도 동해시 석두골길7-36
강원도,동해시,노봉경로당,노봉마을,강원도 동해시 노봉안길7
강원도,동해시,망상2통마을경로당,망상2통,강원도 동해시 망상길46
강원도,동해시,샘물경로당,샘물마을,강원도 동해시 해안로635-15
강원도,동해시,큰발한경로당,큰발한경,강원도 동해시 발한천길53
강원도,동해시,삼화경로당,삼화마을,강원도 동해시 무릉1길16
강원도,동해시,이로경로당,이로마을,강원도 동해시 월평로47-1
강원도,동해시,신흥경로당,신흥마을,강원도 동해시 서동로825-1
강원도,동해시,금곡경로당,금곡마을,강원도 동해시 삼화로233
강원도,동해시,삼흥경로당,삼흥마을,강원도 동해시 월평로133
강원도,동해시,월평경로당,월평마을,강원도 동해시 효자로94-3
강원도,동해시,서학골경로당,서학골경,강원도 동해시 서학길37
강원도,동해시,해안부영경로당,해안부영,강원도 동해시 평원로 110
강원도,동해시,동막경로당,동막마을,강원도 동해시 효자로243-3
강원도,동해시,뒷들경로당,뒷들마을,강원도 동해시 전천로293
강원도,동해시,아름다운아침경로당,아름다운,강원도 동해시 효자로572-1
강원도,동해시,소학경로당,소학마을,강원도 동해시 삼화로85-23
강원도,동해시,강변아파트경로당,강변아파,강원도 동해시 전천로175-24
강원도,동해시,동화아파트경로당,동화아파,강원도 동해시 발한로31-5
강원도,동해시,평릉코아루경로당,평릉코아,강원도 동해시 평원로100
강원도,삼척시,황조리마을회관,도계읍황조리,강원도 삼척시 도계읍 황조길 89-6
강원도,삼척시,고사리마을회관,도계읍고사리,강원도 삼척시 도계읍 소달길 15-2
강원도,삼척시,구사리마을회관,도계읍구사리,강원도 삼척시 도계읍 구사2길 5
강원도,삼척시,마교리마을회관,도계읍마교리,강원도 삼척시 도계읍 육백산길 1
강원도,삼척시,발이리마을회관,도계읍발이리,강원도 삼척시 도계읍 발이1길 18-10
강원도,삼척시,신리마을회관,도계읍신리,강원도 삼척시 도계읍 문의재로 1119
강원도,삼척시,점리마을회관,도계읍점리,강원도 삼척시 도계읍 늑구점리길 370-2
강원도,삼척시,흥전1리마을회관,도계읍흥전1리,강원도 사척시 도계읍 도계로42
강원도,삼척시,흥전2리마을회관,도계읍흥전2리,강원도 삼척시 도계읍 흥전안길 85-34
강원도,삼척시,흥전4리마을회관,도계읍흥전4리,강원도 삼척시 도계읍 도계로 106-28
강원도,삼척시,늑구1리마을회관,도계읍늑구1리,강원도 삼척시 도계읍 늑구2길 31
강원도,삼척시,늑구2리마을회관,도계읍늑구2리,강원도 삼척시 도계읍 늑구1길 54
강원도,삼척시,차구리마을회관,도계읍차구리,강원도 삼척시 도계읍 수리봉길 214
강원도,삼척시,전두1리마을회관,도계읍전두1리,강원도 삼척시 도계읍 전두시장길 40
강원도,삼척시,전두2리마을회관,도계읍전두2리,강원도 삼척시 도계읍 전두안길 81-3
강원도,삼척시,전두3리마을회관,도계읍전두3리,강원도 삼척시 도계읍 전두강변길 26-45
강원도,삼척시,도계1리마을회관,도계읍도계1리,강원도 삼척시 도계읍 도계강변1길 47
강원도,삼척시,도계3리마을회관,도계읍도계3리,강원도 삼척시 도계읍 도계대한길 37-8
강원도,삼척시,도계4리마을회관,도계읍도계4리,강원도 삼척시 도계읍 도계느티로 103
강원도,삼척시,상덕리마을회관,도계읍상덕리,강원도 삼척시 도계읍 도상로 382
강원도,삼척시,갈남1리마을회관,원덕읍갈남1리,강원도 삼척시 원덕읍 갈남길 64
강원도,삼척시,갈남2리마을회관,원덕읍갈남2리,강원도 삼척시 원덕읍 신남1길 29
강원도,삼척시,기곡1리마을회관,원덕읍기곡1리,강원도 삼척시 원덕읍 가곡천로 2047
강원도,삼척시,노경1리마을회관,원덕읍노경1리,강원도 삼척시 원덕읍 노경2길 33
강원도,삼척시,노경2리마을회관,원덕읍노경2리,강원도 삼척시 원덕읍 노경1길 90-4
강원도,삼척시,노경3리마을회관,원덕읍노경3리,강원도 삼척시 원덕읍 노경산양길 59
강원도,삼척시,노곡1리마을회관,원덕읍노곡1리,강원도 삼척시 원덕읍 노실길 95
강원도,삼척시,노곡3리마을회관,원덕읍노곡3리,강원도 삼척시 원덕읍 옥원노곡길 294
강원도,삼척시,노곡4리마을회관,원덕읍노곡4리,강원도 삼척시 원덕읍 비화진길 112-1
강원도,삼척시,사곡리마을회관,원덕읍사곡리,강원도 삼척시 원덕읍 사곡길 508
강원도,삼척시,부남1리마을회관,근덕면부남1리,강원도 삼척시 근덕면 부남길 48
강원도,삼척시,동막1리마을회관,근덕면동막1리,강원도 삼척시 근덕면 대진길 48
강원도,삼척시,동막3리마을회관,근덕면동막3리,강원도 삼척시 근덕면 성지1길 50
강원도,삼척시,동막4리마을회관,근덕면동막4리,강원도 삼척시 근덕면 본동길 12
강원도,삼척시,동막5리마을회관,근덕면동막5리,강원도 삼척시 근덕면 내평길 136
강원도,삼척시,동막6리마을회관,근덕면동막6리,강원도 삼척시 근덕면 양리길 134
강원도,삼척시,동막7리마을회관,근덕면동막7리,강원도 삼척시 근덕면 문의재로 3169
강원도,삼척시,덕산리마을회관,근덕면덕산리,강원도 삼척시 근덕면 덕산길 17-3
강원도,삼척시,궁촌1리마을회관,근덕면궁촌1리,강원도 삼척시 근덕면 공양왕길 43
강원도,삼척시,궁촌2리마을회관,근덕면궁촌2리,강원도 삼척시 근덕면 궁촌길 150
강원도,삼척시,궁촌3리마을회관,근덕면궁촌3리,강원도 삼척시 근덕면 궁촌길 697
강원도,삼척시,궁촌4리마을회관,근덕면궁촌4리,강원도 삼척시 근덕면 궁촌6길 58
강원도,삼척시,매원1리마을회관,근덕면매원1리,강원도 삼척시 근덕면 궁촌길 519
강원도,삼척시,매원2리마을회관,근덕면매원2리,강원도 삼척시 근덕면 원평길 48
강원도,삼척시,초곡1리마을회관,근덕면초곡1리,강원도 삼척시 근덕면 초곡1길 10
강원도,삼척시,초곡2리마을회관,근덕면초곡2리,강원도 삼척시 근덕면 초곡2길 43
강원도,삼척시,용화1리마을회관,근덕면용화1리,강원도 삼척시 근덕면 용화안길 100
강원도,삼척시,용화2리마을회관,근덕면용화2리,강원도 삼척시 근덕면 용화해변1길 33-1
강원도,삼척시,장호2리마을회관,근덕면장호2리,강원도 삼척시 근덕면 삼척로 2092-21
강원도,삼척시,광태리마을회관,근덕면광태리,강원도 삼척시 근덕면 광태길 42-2
강원도,삼척시,대전리마을회관,하장면대전리,강원도 삼척시 하장면 오두재로 8
강원도,삼척시,역둔리마을회관,하장면역둔리,강원도 삼척시 하장면 역둔길 7-4
강원도,삼척시,중봉리마을회관,하장면중봉리,강원도 삼척시 하장면 중봉당골길 75
강원도,삼척시,숙암리마을회관,하장면숙암리,강원도 삼척시 하장면 두타로 33
강원도,삼척시,장전리마을회관,하장면장전리,강원도 삼척시 하장면 백두대간로 2813
강원도,삼척시,갈전리마을회관,하장면갈전리,강원도 삼척시 하장면 갈전길 38-27
강원도,삼척시,갈전리마을회관,하장면갈전리,강원도 삼척시 하장면 백두대간로 3321
강원도,삼척시,용연리마을회관,하장면용연리,강원도 삼척시 하장면 용연길 394
강원도,삼척시,둔전리마을회관,하장면둔전리,강원도 삼척시 하장면 둔전길 59
강원도,삼척시,토산리마을회관,하장면토산리,강원도 삼척시 하장면 백두대간로 3770-4
강원도,삼척시,광동리마을회관,하장면광동리,강원도 삼척시 하장면 광동안길 26
강원도,삼척시,판문리마을회관,하장면판문리,강원도 삼척시 하장면 판문길 552
강원도,삼척시,추동리마을회관,하장면추동리,강원도 삼척시 하장면 추동1길 104
강원도,삼척시,한소리마을회관,하장면한소리,강원도 삼척시 하장면 용소길 329
강원도,삼척시,어리마을회관,하장면어리,강원도 삼척시 하장면 역둔원동로 426
강원도,삼척시,고자리마을회관,노곡면고자리,강원도 삼척시 노곡면 미근로 733
강원도,삼척시,주지리마을회관,노곡면주지리,강원도 삼척시 노곡면 주지로 662
강원도,삼척시,여삼리마을회관,노곡면여삼리,강원도 삼척시 노곡면 박걸남로 373
강원도,삼척시,상천기리마을회관,노곡면상천기리,강원도 삼척시 노곡면 상천기길 32-7
강원도,삼척시,하반천리마을회관,노곡면하반천리,강원도 삼척시 노곡면 하반천길 66
강원도,삼척시,상반천리마을회관,노곡면상반천리,강원도 삼척시 노곡면 미근로 497
강원도,삼척시,상월산리마을회관,노곡면상월산리,강원도 삼척시 노곡면 노곡로 184
강원도,삼척시,하월산리마을회관,노곡면하월산리,강원도 삼척시 노곡면 노곡로 13-121
강원도,삼척시,하마읍리마을회관,노곡면하마읍리,강원도 삼척시 노곡면 문의재로 2608-7
강원도,삼척시,상군천리마을회관,노곡면상군천리,강원도 삼척시 노곡면 노곡로 668
강원도,삼척시,하군천리마을회관,노곡면하군천리,강원도 삼척시 노곡면 노곡로1길 1-12
강원도,삼척시,중마읍리마을회관,노곡면중마읍리,강원도 삼척시 노곡면 중마읍길 15-263
강원도,삼척시,상마읍리마을회관,노곡면상마읍리,강원도 삼척시 노곡면 상마읍리 162-5
강원도,삼척시,하월산리마을회관,노곡면하월산리,강원도 삼척시 노곡면 미근로 873-1
강원도,삼척시,사둔1리마을회관,미로면사둔1리,강원도 삼척시 미로면 동안로 26
강원도,삼척시,사둔2리마을회관,미로면사둔2리,강원도 삼척시 미로면 동안로 264-12
강원도,삼척시,하거노1리마을회관,미로면하거노1리,강원도 삼척시 미로면 적병길 94-51
강원도,삼척시,하거노2리마을회관,미로면하거노2리,강원도 삼척시 미로면 도마평길 15-8
강원도,삼척시,하거노3리마을회관,미로면하거노3리,강원도 삼척시 미로면 하거노길 22
강원도,삼척시,하거노4리마을회관,미로면하거노4리,강원도 삼척시 미로면 미로강변로1길 100
강원도,삼척시,상거노1리마을회관,미로면상거노1리,강원도 삼척시 미로면 미로강변로3길 81
강원도,삼척시,상거노2리마을회관,미로면상거노2리,강원도 삼척시 미로면 강원남부로 3662
강원도,삼척시,천기리마을회관,미로면천기리,강원도 삼척시 미로면 강원남부로 3285-52
강원도,삼척시,내미로리마을회관,미로면내미로리,강원도 삼척시 미로면 동안로 548
강원도,삼척시,하정리마을회관,미로면하정리,강원도 삼척시 미로면 하정길 64
강원도,삼척시,활기리마을회관,미로면활기리,강원도 삼척시 미로면 준경길 397
강원도,삼척시,동산리마을회관,미로면동산리,강원도 삼척시 미로면 동산1길 133-1
강원도,삼척시,상사전리마을회관,미로면상사전리,강원도 삼척시 미로면 영경로 545
강원도,삼척시,하사전리마을회관,미로면하사전리,강원도 삼척시 미로면 영경로 267
강원도,삼척시,상정리마을회관,미로면상정리,강원도 삼척시 미로면 상정길 50-82
강원도,삼척시,삼거리마을회관,미로면삼거리,강원도 삼척시 미로면 삼거리길 82
강원도,삼척시,고천리마을회관,미로면고천리,강원도 삼척시 미로면 고천길 6
강원도,삼척시,무사리마을회관,미로면무사리,강원도 삼척시 미로면 무사길 335
강원도,삼척시,오목리마을회관,가곡면오목리,강원도 삼척시 가곡면 오목길 498
강원도,삼척시,탕곡리마을회관,가곡면탕곡리,강원도 삼척시 가곡면 가곡천로 1615
강원도,삼척시,풍곡리마을회관,가곡면풍곡리,강원도 삼척시 가곡면 청옥로 4545
강원도,삼척시,동활리마을회관,가곡면동활리,강원도 삼척시 가곡면 가곡천로 681-13
강원도,삼척시,오저1리마을회관,가곡면오저1리,강원도 삼척시 가곡면 가곡천로 1335-9
강원도,삼척시,오저2리마을회관,가곡면오저2리,강원도 삼척시 가곡면 가곡천로 1093-85
강원도,삼척시,신기리마을회관,신기면신기리,강원도 삼척시 신기면 신기길 93
강원도,삼척시,서하리마을회관,신기면서하리,강원도 삼척시 신기면 서하길 22-25
강원도,삼척시,고무릉리마을회관,신기면고무릉리,강원도 삼척시 신기면 고무릉길 75-49
강원도,삼척시,대이리마을회관,신기면대이리,강원도 삼척시 신기면 환선로 772
강원도,삼척시,대평리마을회관,신기면대평리,강원도 삼척시 신기면 대평2길 22
강원도,삼척시,마차리마을회관,신기면마차리,강원도 삼척시 신기면 마차안길 20-3
강원도,삼척시,대기리마을회관,신기면대기리,강원도 삼척시 신기면 대기길 215
강원도,삼척시,안의리마을회관,신기면안의리,강원도 삼척시 신기면 안의길 94-20
강원도,삼척시,"남양3~8통10,14통마을회관","남양동3~8통,10,14통",강원도 삼척시 중앙시장길 26
강원도,삼척시,남양17통마을회관,"남양동17통(사직동2,3통)",강원도 삼척시 중앙로1길 38-16
강원도,삼척시,남양16통마을회관,남양동16통,강원도 삼척시 사직로4길 40-18
강원도,삼척시,남양19통마을회관,남양동19통,강원도 삼척시 중앙로 44
강원도,삼척시,남양20통마을회관,남양동20통(오분동),강원도 삼척시 동해대로 3802-7
강원도,삼척시,적노동마을회관,남양동21통(적노동),강원도 삼척시 적노길 107 
강원도,삼척시,남양22통마을회관,남양동22통(조비1리),강원도 삼척시 조비길 41-4
강원도,삼척시,남양23통마을회관,남양동23통,강원도 삼척시 박걸남로 741
강원도,삼척시,교1통마을회관,교동1통,강원도 삼척시 봉황로 137-18
강원도,삼척시,교2통마을회관,교동2통(후진),강원도 삼척시 뒷나루길 312
강원도,삼척시,교3통마을회관,교동3통,강원도 삼척시 뒷나루길 75-20
강원도,삼척시,산양1리마을회관,원덕읍산양1리,강원도 삼척시 원덕읍 산양서원1길 89
강원도,삼척시,옥원1리마을회관,원덕읍옥원1리,강원도 삼척시 원덕읍 옥원길 89
강원도,삼척시,옥원2리마을회관,원덕읍옥원2리,강원도 삼척시 원덕읍 옥원노곡1길 113-8
강원도,삼척시,옥원3리마을회관,원덕읍옥원3리,강원도 삼척시 원덕읍 삼척로 487-2
강원도,삼척시,월천1리마을회관,원덕읍월천1리,강원도 삼척시 원덕읍 고포월천길 394
강원도,삼척시,월천2리마을회관,원덕읍월천2리,강원도 삼척시 원덕읍 고포월천길 87
강원도,삼척시,월천3리마을회관,원덕읍월천3리,강원도 삼척시 원덕읍 고포월천길 268-11
강원도,삼척시,이천1리마을회관,원덕읍이천1리,강원도 삼척시 원덕읍 옥원이천로 1012
강원도,삼척시,이천2리마을회관,원덕읍이천2리,강원도 삼척시 원덕읍 이천1길 21-35
강원도,삼척시,이천3리마을회관,원덕읍이천3리,강원도 삼척시 원덕읍 옥원이천로 1345
강원도,삼척시,임원1리마을회관,원덕읍임원1리,강원도 삼척시 원덕읍 임원중앙로 11-34
