순번,관리번호,행정구역(구),행정구역(동),지번,교차로,고가,구분,재질,종류,신호등종류,경도,위도
17398,15-041-04,사상구,덕포동,740-1,북부노동청,지상,보행등,LED,1면2색,보행등+시간표시등(숫자),128.9886505,35.17886234
17399,15-041-03,사상구,덕포동,740-1,북부노동청,지상,차량등,LED,1면3색,횡형3색,128.9886082,35.17886219
17400,15-041-02,사상구,덕포동,740-1,북부노동청,지상,차량등,LED,1면3색,횡형3색,128.9885696,35.17886205
17401,15-041-01,사상구,덕포동,740-1,북부노동청,지상,차량등,LED,1면4색,횡형4색,128.9885696,35.17886205
17402,15-040-18,사상구,덕포동,740-1,삼덕교회,지상,차량등,LED,1면3색,횡형3색,128.9884416,35.17635452
17403,15-040-17,사상구,덕포동,740-1,삼덕교회,지상,차량등,LED,1면3색,횡형3색,128.9884416,35.17635452
17404,15-040-16,사상구,덕포동,740-1,삼덕교회,지상,차량등,LED,1면3색,횡형3색,128.9884040,35.17635452
17405,15-040-15,사상구,덕포동,740-1,삼덕교회,지상,보행등,LED,1면2색,보행등+시간표시등(숫자),128.9883617,35.17655093
17406,15-040-14,사상구,덕포동,740-1,삼덕교회,지상,차량등,LED,1면3색 좌회전,횡형3색,128.9883618,35.17640503
17407,15-040-13,사상구,덕포동,740-1,삼덕교회,지상,차량등,LED,1면3색 좌회전,횡형3색,128.9883618,35.17638010
17408,15-040-12,사상구,덕포동,356-10,삼덕교회,지상,보행등,LED,1면2색,보행등+시간표시등(숫자),128.9883130,35.17511836
17409,15-040-11,사상구,덕포동,356-10,삼덕교회,지상,차량등,LED,1면3색,종형3색,128.9883130,35.17511836
17410,15-040-10,사상구,덕포동,356-10,삼덕교회,지상,차량등,LED,1면3색,횡형3색,128.9883607,35.17511765
17411,15-040-09,사상구,덕포동,356-10,삼덕교회,지상,차량등,LED,1면3색,횡형3색,128.9884069,35.17511696
17412,15-040-08,사상구,덕포동,740-1,삼덕교회,지상,차량등,LED,1면3색,횡형3색,128.9884666,35.17521245
17413,15-040-07,사상구,덕포동,740-1,삼덕교회,지상,차량등,LED,1면3색,횡형3색,128.9885052,35.17521259
17414,15-040-06,사상구,덕포동,740-1,삼덕교회,지상,보행등,LED,1면2색,보행등+시간표시등(숫자),128.9885474,35.17521273
17415,15-040-05,사상구,덕포동,740-1,삼덕교회,지상,차량등,LED,1면3색,종형3색,128.9885474,35.17521273
17416,15-040-04,사상구,덕포동,740-1,삼덕교회,지상,보행등,LED,1면2색,보행등+시간표시등(숫자),128.9886064,35.17663608
17417,15-040-03,사상구,덕포동,740-1,삼덕교회,지상,차량등,LED,1면3색,횡형3색,128.9885641,35.17663593
17418,15-040-02,사상구,덕포동,740-1,삼덕교회,지상,차량등,LED,1면3색,횡형3색,128.9885255,35.17663580
17419,15-040-01,사상구,덕포동,740-1,삼덕교회,지상,차량등,LED,1면3색,횡형3색,128.9885255,35.17663580
17420,15-038-24,사상구,덕포동,740-1,신라대입구,지상,차량등,LED,1면3색,종형3색,128.9883226,35.17164514
17421,15-038-23,사상구,덕포동,740-1,신라대입구,지상,보행등,LED,1면2색,보행등+시간표시등(숫자),128.9883226,35.17164514
17422,15-038-22,사상구,덕포동,740-1,신라대입구,지상,차량등,LED,1면3색,횡형3색,128.9882728,35.17163315
17423,15-038-21,사상구,덕포동,740-1,신라대입구,지상,차량등,LED,1면3색,횡형3색,128.9882332,35.17162362
17424,15-038-20,사상구,덕포동,740-1,신라대입구,지상,차량등,LED,1면4색,횡형4색,128.9882167,35.17141261
17425,15-038-19,사상구,덕포동,740-1,신라대입구,지상,차량등,LED,1면4색,횡형4색,128.9881790,35.17140528
17426,15-038-18,사상구,덕포동,740-1,신라대입구,지상,차량등,LED,1면3색,종형3색,128.9880563,35.17172277
17427,15-038-17,사상구,덕포동,740-1,신라대입구,지상,보행등,LED,1면2색,보행등+시간표시등(숫자),128.9880563,35.17172277
17428,15-038-16,사상구,덕포동,740-1,신라대입구,지상,차량등,LED,1면3색 좌회전,횡형3색,128.9881229,35.17142532
17429,15-038-15,사상구,덕포동,740-1,신라대입구,지상,차량등,LED,1면3색 좌회전,횡형3색,128.9881151,35.17145254
17430,15-038-14,사상구,덕포동,787-4,신라대입구,지상,보행등,LED,1면2색,보행등+시간표시등(숫자),128.9883432,35.16987917
17431,15-038-13,사상구,덕포동,787-7,신라대입구,지상,차량등,LED,1면3색 좌회전,횡형3색,128.9883708,35.16958870
17432,15-038-12,사상구,덕포동,787-4,신라대입구,지상,차량등,LED,1면4색,횡형4색,128.9883985,35.16987917
17433,15-038-11,사상구,덕포동,787-7,신라대입구,지상,차량등,LED,1면4색,횡형4색,128.9884562,35.16953727
17434,15-038-10,사상구,덕포동,787-4,신라대입구,지상,차량등,LED,1면4색,횡형4색,128.9884361,35.16987918
17435,15-038-09,사상구,덕포동,787-8,신라대입구,지상,차량등,LED,1면3색,횡형3색,128.9885628,35.16942161
17436,15-038-08,사상구,덕포동,787-5,신라대입구,지상,차량등,LED,1면3색,횡형3색,128.9885181,35.16976215
17437,15-038-07,사상구,덕포동,787-8,신라대입구,지상,차량등,LED,1면3색,횡형3색,128.9886014,35.16942174
17438,15-038-06,사상구,덕포동,787-8,신라대입구,지상,보행등,LED,1면2색,보행등+시간표시등(숫자),128.9886437,35.16942189
17439,15-038-05,사상구,덕포동,787-6,신라대입구,지상,차량등,LED,1면3색 좌회전,횡형3색,128.9886415,35.16962603
17440,15-038-04,사상구,덕포동,787-5,신라대입구,지상,보행등,LED,1면2색,보행등+시간표시등(숫자),128.9885956,35.16979931
17441,15-038-03,사상구,덕포동,787-5,신라대입구,지상,차량등,LED,1면3색,종형3색,128.9886205,35.16974968
17442,15-038-02,사상구,덕포동,787-6,신라대입구,지상,차량등,LED,1면3색 좌회전,횡형3색,128.9886612,35.16966042
17443,15-038-01,사상구,덕포동,787-6,신라대입구,지상,보행등,LED,1면2색,보행등+시간표시등(숫자),128.9886855,35.16970289
17444,15-037-14,사상구,덕포동,223-4,능인사,지상,차량등,LED,1면4색,횡형4색,128.9888952,35.16669678
17445,15-037-13,사상구,덕포동,223-4,능인사,지상,차량등,LED,1면4색,횡형4색,128.9888580,35.16668821
17446,15-037-12,사상구,덕포동,110,능인사,지상,차량등,LED,1면3색,횡형3색,128.9887416,35.16683832
17447,15-037-11,사상구,덕포동,110,능인사,지상,차량등,LED,1면3색,횡형3색,128.9887054,35.16683671
17448,15-037-10,사상구,괘법동,223-4,능인사,지상,보행등,LED,1면2색,보행등,128.9888008,35.16643857
17449,15-037-09,사상구,괘법동,223-4,능인사,지상,차량등,LED,1면3색,횡형3색,128.9888356,35.16645035
17450,15-037-08,사상구,괘법동,223-4,능인사,지상,차량등,LED,1면3색,횡형3색,128.9888602,35.16645868
17451,15-037-07,사상구,괘법동,223-4,능인사,지상,차량등,LED,1면4색,횡형4색,128.9888870,35.16646778
17452,15-037-06,사상구,괘법동,454-7,능인사,지상,차량등,LED,1면4색,횡형4색,128.9892917,35.16613808
