순번,관리번호,행정구역(구),행정구역(동),지번,교차로,고가,구분,재질,종류,신호등종류,경도,위도
3989,8-123-04,북구,금곡동,1636,금곡이안APT,지상,보행등,LED,1면2색,보행등+시간표시등(도형),129.0118585,35.25680433
3990,8-123-03,북구,금곡동,1636,금곡이안APT,지상,차량등,LED,1면3색,횡형3색,129.0117962,35.25682365
3991,8-123-02,북구,금곡동,1636,금곡이안APT,지상,차량등,LED,1면4색,횡형4색,129.0117582,35.25683543
3992,8-123-01,북구,금곡동,1636,금곡이안APT,지상,차량등,LED,1면3색,횡형3색,129.0117582,35.25683543
3993,8-122-10,북구,화명동,산84,성훈아파트,지상,보행등,LED,1면2색,보행등,129.0054227,35.21815313
3994,8-122-09,북구,화명동,산84,성훈아파트,지상,보행등,LED,1면2색,보행등,129.0052474,35.21788058
3995,8-122-08,북구,화명동,산84,성훈아파트,지상,차량등,LED,1면3색,횡형3색,129.0052956,35.21786390
3996,8-122-07,북구,화명동,산84,성훈아파트,지상,차량등,LED,1면3색,횡형3색,129.0053344,35.21785049
3997,8-122-06,북구,화명동,산84,성훈아파트,지상,차량등,LED,1면3색,횡형3색,129.0053344,35.21785049
3998,8-122-05,북구,화명동,산84,성훈아파트,지상,차량등,LED,1면3색 좌회전,횡형3색,129.0055852,35.21793158
3999,8-122-04,북구,화명동,산84,성훈아파트,지상,차량등,LED,1면3색 좌회전,횡형3색,129.0055952,35.21795915
4000,8-122-03,북구,화명동,산84,성훈아파트,지상,차량등,LED,1면3색,횡형3색,129.0055623,35.21799751
4001,8-122-02,북구,화명동,산84,성훈아파트,지상,차량등,LED,1면3색,횡형3색,129.0055232,35.21801230
4002,8-122-01,북구,화명동,산84,성훈아파트,지상,차량등,LED,1면3색,횡형3색,129.0055232,35.21801230
4003,8-121-08,북구,만덕동,944-6,상록아파트앞,지상,차량등,LED,1면3색,횡형3색,129.0331853,35.20399737
4004,8-121-07,북구,만덕동,944-6,상록아파트앞,지상,차량등,LED,1면3색,횡형3색,129.0331853,35.20399737
4005,8-121-06,북구,만덕동,944-6,상록아파트앞,지상,보행등,LED,1면2색,보행등,129.0331485,35.20399023
4006,8-121-05,북구,만덕동,944-6,상록아파트앞,지상,차량등,LED,1면3색,횡형3색,129.0332280,35.20397082
4007,8-121-04,북구,만덕동,944-6,상록아파트앞,지상,차량등,LED,1면3색,횡형3색,129.0332280,35.20397082
4008,8-121-03,북구,만덕동,944-6,상록아파트앞,지상,차량등,LED,1면3색 좌회전,횡형3색,129.0332907,35.20392682
4009,8-121-02,북구,만덕동,944-6,상록아파트앞,지상,차량등,LED,1면3색 좌회전,횡형3색,129.0332788,35.20395494
4010,8-121-01,북구,만덕동,944-6,상록아파트앞,지상,보행등,LED,1면2색,보행등,129.0332532,35.20401481
4011,8-119-06,북구,덕천동,462,덕천동부국맨션앞,지상,보행등,LED,1면2색,보행등,129.0075627,35.21194871
4012,8-119-05,북구,덕천동,462,덕천동부국맨션앞,지상,차량등,LED,1면3색,횡형3색,129.0075735,35.21190058
4013,8-119-04,북구,덕천동,462,덕천동부국맨션앞,지상,차량등,LED,1면3색,횡형3색,129.0075735,35.21190058
4014,8-119-03,북구,덕천동,462,덕천동부국맨션앞,지상,보행등,LED,1면2색,보행등,129.0076153,35.21182761
4015,8-119-02,북구,덕천동,462,덕천동부국맨션앞,지상,차량등,LED,1면3색,횡형3색,129.0078417,35.21192765
4016,8-119-01,북구,덕천동,462,덕천동부국맨션앞,지상,차량등,LED,1면3색,횡형3색,129.0078417,35.21192765
4017,8-118-06,북구,덕천동,462,덕천동영남학원앞,지상,보행등,LED,1면2색,보행등,129.0088501,35.21227844
4018,8-118-05,북구,덕천동,462,덕천동영남학원앞,지상,보행등,LED,1면2색,보행등,129.0088642,35.21223284
4019,8-118-04,북구,덕천동,462,덕천동영남학원앞,지상,보행등,LED,1면2색,보행등,129.0088642,35.21223284
4020,8-118-03,북구,덕천동,462,덕천동영남학원앞,지상,보행등,LED,1면2색,보행등,129.0089674,35.21217904
4021,8-118-02,북구,덕천동,462,덕천동영남학원앞,지상,보행등,LED,1면2색,보행등,129.0089602,35.21219753
4022,8-118-01,북구,덕천동,462,덕천동영남학원앞,지상,보행등,LED,1면2색,보행등,129.0089602,35.21219753
4023,8-115-08,북구,덕천동,327,덕천동북부맨션앞,지상,보행등,LED,1면2색,보행등,129.0063420,35.21165171
4024,8-115-07,북구,덕천동,327,덕천동북부맨션앞,지상,차량등,LED,1면3색,횡형3색,129.0063563,35.21160479
4025,8-115-06,북구,덕천동,327,덕천동북부맨션앞,지상,차량등,LED,1면3색,횡형3색,129.0063563,35.21160479
4026,8-115-05,북구,덕천동,327,덕천동북부맨션앞,지상,보행등,LED,1면2색,보행등,129.0063947,35.21153639
4027,8-115-04,북구,덕천동,327,덕천동북부맨션앞,지상,보행등,LED,1면2색,보행등,129.0067105,35.21160987
4028,8-115-03,북구,덕천동,327,덕천동북부맨션앞,지상,차량등,LED,1면3색,횡형3색,129.0066980,35.21163953
4029,8-115-02,북구,덕천동,327,덕천동북부맨션앞,지상,차량등,LED,1면3색,횡형3색,129.0066980,35.21163953
4030,8-115-01,북구,덕천동,327,덕천동북부맨션앞,지상,보행등,LED,1면2색,보행등,129.0065840,35.21171623
4031,8-113-24,북구,구포동,623,구포 교보생명,지상,보행등,LED,1면2색,보행등+시간표시등(도형),129.0042947,35.20564433
4032,8-113-23,북구,구포동,625-39,구포 교보생명,지상,차량등,LED,1면4색,횡형4색,129.0042627,35.20558487
4033,8-113-22,북구,구포동,625-39,구포 교보생명,지상,차량등,LED,1면4색,횡형4색,129.0042365,35.20556625
4034,8-113-21,북구,구포동,649-2,구포 교보생명,지상,차량등,LED,1면4색,횡형4색,129.0041741,35.20522760
4035,8-113-20,북구,구포동,649-2,구포 교보생명,지상,차량등,LED,1면4색,횡형4색,129.0041334,35.20525181
4036,8-113-19,북구,구포동,700-137,구포 교보생명,지상,보행등,LED,1면2색,보행등,129.0040398,35.20337752
4037,8-113-18,북구,구포동,700-137,구포 교보생명,지상,차량등,LED,1면3색,횡형3색,129.0040791,35.20338615
4038,8-113-17,북구,구포동,700-137,구포 교보생명,지상,차량등,LED,1면3색,횡형3색,129.0041112,35.20339322
4039,8-113-16,북구,구포동,700-137,구포 교보생명,지상,차량등,LED,1면3색,횡형3색,129.0041157,35.20346314
4040,8-113-15,북구,구포동,700-137,구포 교보생명,지상,차량등,LED,1면3색,횡형3색,129.0041477,35.20347023
4041,8-113-14,북구,구포동,700-137,구포 교보생명,지상,보행등,LED,1면2색,보행등,129.0041851,35.20347856
4042,8-113-13,북구,구포동,700-137,구포 교보생명,지상,차량등,LED,1면3색,종형3색,129.0041851,35.20347856
4043,8-113-12,북구,구포동,656,구포 교보생명,지상,보행등,LED,1면2색,보행등,129.0045150,35.20509269
4044,8-113-11,북구,구포동,649-2,구포 교보생명,지상,차량등,LED,1면3색,횡형3색,129.0044814,35.20509555
4045,8-113-10,북구,구포동,649-2,구포 교보생명,지상,차량등,LED,1면3색,횡형3색,129.0044463,35.20509854
4046,8-113-09,북구,구포동,622-2,구포 교보생명,지상,차량등,LED,1면3색,종형3색,129.0045665,35.20542623
4047,8-113-08,북구,구포동,622-2,구포 교보생명,지상,보행등,LED,1면2색,보행등+시간표시등(도형),129.0045665,35.20542623
4048,8-113-07,북구,구포동,622-2,구포 교보생명,지상,차량등,LED,1면4색,횡형4색,129.0044341,35.20537701
4049,8-113-06,북구,구포동,622-2,구포 교보생명,지상,차량등,LED,1면3색,횡형3색,129.0044275,35.20540659
4050,8-113-05,북구,구포동,622-2,구포 교보생명,지상,차량등,LED,1면4색,횡형4색,129.0043995,35.20537225
4051,8-113-04,북구,구포동,622-2,구포 교보생명,지상,차량등,LED,1면4색,횡형4색,129.0043961,35.20542572
4052,8-113-03,북구,구포동,622-2,구포 교보생명,지상,차량등,LED,1면3색,횡형3색,129.0043961,35.20542572
4053,8-113-02,북구,구포동,656,구포 교보생명,지상,보행등,LED,1면2색,보행등,129.0043344,35.20506094
4054,8-113-01,북구,구포동,623,구포 교보생명,지상,차량등,LED,1면3색,종형3색,129.0043058,35.20565773
4055,8-110-16,북구,금곡동,107,금곡중학교앞(금곡초교정문앞),지상,차량등,LED,1면3색,횡형3색,129.0163137,35.26105158
4056,8-110-15,북구,금곡동,107,금곡중학교앞(금곡초교정문앞),지상,보행등,LED,1면2색,보행등,129.0162865,35.26105158
4057,8-110-14,북구,금곡동,104,금곡중학교앞(금곡초교정문앞),지상,보행등,LED,1면2색,보행등,129.0162360,35.26024450
4058,8-110-13,북구,금곡동,104,금곡중학교앞(금곡초교정문앞),지상,보행등,LED,1면2색,보행등,129.0161738,35.26005354
4059,8-110-12,북구,금곡동,104,금곡중학교앞(금곡초교정문앞),지상,차량등,LED,1면3색 좌회전,횡형3색,129.0162121,35.26009108
4060,8-110-11,북구,금곡동,104,금곡중학교앞(금곡초교정문앞),지상,차량등,LED,1면3색,횡형3색,129.0162169,35.26012479
4061,8-110-10,북구,금곡동,104,금곡중학교앞(금곡초교정문앞),지상,보행등,LED,1면2색,보행등,129.0162540,35.25992723
4062,8-110-09,북구,금곡동,104,금곡중학교앞(금곡초교정문앞),지상,차량등,LED,1면3색,종형3색,129.0162540,35.25992723
4063,8-110-08,북구,금곡동,104,금곡중학교앞(금곡초교정문앞),지상,보행등,LED,1면2색,보행등,129.0163562,35.26003329
4064,8-110-07,북구,금곡동,104,금곡중학교앞(금곡초교정문앞),지상,차량등,LED,1면3색,종형3색,129.0164072,35.26017870
4065,8-110-06,북구,금곡동,104,금곡중학교앞(금곡초교정문앞),지상,보행등,LED,1면2색,보행등,129.0164072,35.26017870
4066,8-110-05,북구,금곡동,104,금곡중학교앞(금곡초교정문앞),지상,보행등,LED,1면2색,보행등,129.0164182,35.26014162
4067,8-110-04,북구,금곡동,107,금곡중학교앞(금곡초교정문앞),지상,보행등,LED,1면2색,보행등,129.0164526,35.26104588
4068,8-110-03,북구,금곡동,107,금곡중학교앞(금곡초교정문앞),지상,차량등,LED,1면3색,횡형3색,129.0164228,35.26123499
4069,8-110-02,북구,금곡동,107,금곡중학교앞(금곡초교정문앞),지상,차량등,LED,1면3색,횡형3색,129.0163919,35.26123536
4070,8-110-01,북구,금곡동,107,금곡중학교앞(금곡초교정문앞),지상,차량등,LED,1면3색,횡형3색,129.0163468,35.26105158
4071,8-109-08,북구,금곡동,Jun-53,금곡주공1단지101동앞,지상,보행등,LED,1면2색,보행등,129.0193396,35.26707788
4072,8-109-07,북구,금곡동,Jun-53,금곡주공1단지101동앞,지상,차량등,LED,1면3색,횡형3색,129.0193271,35.26705565
4073,8-109-06,북구,금곡동,Jun-53,금곡주공1단지101동앞,지상,차량등,LED,1면3색,횡형3색,129.0193128,35.26703024
4074,8-109-05,북구,금곡동,Jun-53,금곡주공1단지101동앞,지상,차량등,LED,1면3색,횡형3색,129.0193128,35.26703024
4075,8-109-04,북구,금곡동,Jun-53,금곡주공1단지101동앞,지상,보행등,LED,1면2색,보행등,129.0193583,35.26692636
4076,8-109-03,북구,금곡동,Jun-53,금곡주공1단지101동앞,지상,차량등,LED,1면3색,횡형3색,129.0193705,35.26694579
4077,8-109-02,북구,금곡동,Jun-53,금곡주공1단지101동앞,지상,차량등,LED,1면3색,횡형3색,129.0193843,35.26696772
4078,8-109-01,북구,금곡동,Jun-53,금곡주공1단지101동앞,지상,차량등,LED,1면3색,횡형3색,129.0193843,35.26696772
4079,8-108-10,북구,만덕동,933,만덕현대아파트앞,지상,차량등,LED,1면3색 좌회전,횡형3색,129.0289548,35.21178116
4080,8-108-09,북구,만덕동,933,만덕현대아파트앞,지상,차량등,LED,1면3색,횡형3색,129.0289757,35.21175115
4081,8-108-08,북구,만덕동,933,만덕현대아파트앞,지상,차량등,LED,1면3색 좌회전,횡형3색,129.0289176,35.21178435
4082,8-108-07,북구,만덕동,933,만덕현대아파트앞,지상,차량등,LED,1면4색,횡형4색,129.0289637,35.21172187
4083,8-108-06,북구,만덕동,933,만덕현대아파트앞,지상,차량등,LED,1면3색,횡형3색,129.0289637,35.21172187
4084,8-108-05,북구,만덕동,933,만덕현대아파트앞,지상,보행등,LED,1면2색,보행등,129.0290902,35.21161591
4085,8-108-04,북구,만덕동,933,만덕현대아파트앞,지상,차량등,LED,1면4색,횡형4색,129.0291010,35.21163375
4086,8-108-03,북구,만덕동,933,만덕현대아파트앞,지상,차량등,LED,1면3색,횡형3색,129.0291132,35.21165406
4087,8-108-02,북구,만덕동,933,만덕현대아파트앞,지상,차량등,LED,1면4색,횡형4색,129.0291132,35.21165406
4088,8-108-01,북구,만덕동,933,만덕현대아파트앞,지상,보행등,LED,1면2색,보행등,129.0292219,35.21170405
4089,8-107-22,북구,구포동,610-10,제일탕,지상,보행등,LED,1면2색,보행등+시간표시등(숫자),129.0048185,35.20742456
4090,8-107-21,북구,구포동,610-10,제일탕,지상,차량등,LED,1면3색,종형3색,129.0048185,35.20742456
4091,8-107-20,북구,구포동,610-10,제일탕,지상,차량등,LED,1면4색,횡형4색,129.0048737,35.20741533
4092,8-107-19,북구,구포동,610-10,제일탕,지상,차량등,LED,1면4색,횡형4색,129.0049102,35.20740925
4093,8-107-18,북구,구포동,623-2,제일탕,지상,차량등,LED,1면3색 좌회전,횡형3색,129.0047025,35.20694174
4094,8-107-17,북구,구포동,623-2,제일탕,지상,차량등,LED,1면4색,횡형4색,129.0047861,35.20700489
4095,8-107-16,북구,구포동,610-10,제일탕,지상,차량등,LED,1면3색,횡형3색,129.0048295,35.20687606
4096,8-107-15,북구,구포동,610-10,제일탕,지상,차량등,LED,1면3색,횡형3색,129.0049773,35.20727736
4097,8-107-14,북구,구포동,610-10,제일탕,지상,차량등,LED,1면3색,횡형3색,129.0048684,35.20686931
4098,8-107-13,북구,구포동,610-10,제일탕,지상,보행등,LED,1면2색,보행등+시간표시등(숫자),129.0050445,35.20726746
4099,8-107-12,북구,구포동,623-2,제일탕,지상,보행등,LED,1면2색,보행등,129.0052090,35.20699568
4100,8-107-11,북구,구포동,623-2,제일탕,지상,차량등,LED,1면3색,종형3색,129.0052090,35.20699568
4101,8-107-10,북구,구포동,610-10,제일탕,지상,차량등,LED,1면3색,종형3색,129.0052333,35.20715476
4102,8-107-09,북구,구포동,610-10,제일탕,지상,보행등,LED,1면2색,보행등,129.0052333,35.20715476
4103,8-107-08,북구,구포동,610-10,제일탕,지상,차량등,LED,1면3색 좌회전,횡형3색,129.0052591,35.20708136
4104,8-107-07,북구,구포동,610-10,제일탕,지상,차량등,LED,1면3색 좌회전,횡형3색,129.0052479,35.20711315
4105,8-107-06,북구,덕천동,327,제일탕,지상,보행등,LED,1면2색,보행등+시간표시등(숫자),129.0054487,35.20901688
4106,8-107-05,북구,덕천동,327,제일탕,지상,차량등,LED,1면3색,횡형3색,129.0054099,35.20902392
4107,8-107-04,북구,덕천동,327,제일탕,지상,차량등,LED,1면3색,횡형3색,129.0053642,35.20903221
4108,8-107-03,북구,덕천동,596-20,제일탕,지상,차량등,LED,1면3색,횡형3색,129.0052311,35.20869278
4109,8-107-02,북구,덕천동,327,제일탕,지상,차량등,LED,1면3색,횡형3색,129.0051880,35.20869936
4110,8-107-01,북구,덕천동,596-20,제일탕,지상,보행등,LED,1면2색,보행등+시간표시등(숫자),129.0051803,35.20889377
4111,8-106-30,북구,구포동,723-5,구포초등학교,지상,보행등,LED,1면2색,보행등+시간표시등(숫자),129.0014509,35.20458935
4112,8-106-29,북구,구포동,723-5,구포초등학교,지상,보행등,LED,1면2색,보행등,129.0011686,35.20457008
4113,8-106-28,북구,구포동,723-5,구포초등학교,지상,보행등,LED,1면2색,보행등,129.0012987,35.20456762
4114,8-106-27,북구,구포동,723-5,구포초등학교,지상,차량등,LED,1면4색,횡형4색,129.0012427,35.20456434
4115,8-106-26,북구,구포동,723-5,구포초등학교,지상,차량등,LED,1면4색,횡형4색,129.0012427,35.20456434
4116,8-106-25,북구,구포동,1141-176,구포초등학교,지상,보행등,LED,1면2색,보행등+시간표시등(숫자),129.0009600,35.20444499
4117,8-106-24,북구,구포동,1141-176,구포초등학교,지상,차량등,LED,1면4색,횡형4색,129.0009880,35.20440479
4118,8-106-23,북구,구포동,1141-177,구포초등학교,지상,차량등,LED,1면4색,횡형4색,129.0010068,35.20437783
4119,8-106-22,북구,구포동,1141-177,구포초등학교,지상,차량등,LED,1면4색,횡형4색,129.0010068,35.20437783
4120,8-106-21,북구,구포동,1141-176,구포초등학교,지상,차량등,LED,1면4색,횡형4색,129.0013970,35.20443451
4121,8-106-20,북구,구포동,1141-176,구포초등학교,지상,차량등,LED,1면4색,횡형4색,129.0013970,35.20443451
4122,8-106-19,북구,구포동,1141-177,구포초등학교,지상,차량등,LED,1면4색,횡형4색,129.0009456,35.20427856
4123,8-106-18,북구,구포동,1141-176,구포초등학교,지상,차량등,LED,1면4색,횡형4색,129.0014045,35.20440570
4124,8-106-17,북구,구포동,1141-177,구포초등학교,지상,차량등,LED,1면4색,횡형4색,129.0009686,35.20425519
4125,8-106-16,북구,구포동,1141-177,구포초등학교,지상,보행등,LED,1면2색,보행등+시간표시등(숫자),129.0011334,35.20428389
4126,8-106-15,북구,구포동,1141-177,구포초등학교,지상,보행등,LED,1면2색,보행등+시간표시등(숫자),129.0014151,35.20436515
4127,8-106-14,북구,구포동,1141-177,구포초등학교,지상,보행등,LED,1면2색,보행등,129.0013495,35.20432741
4128,8-106-13,북구,구포동,1141-177,구포초등학교,지상,보행등,LED,1면2색,보행등,129.0012442,35.20422143
4129,8-106-12,북구,구포동,1141-177,구포초등학교,지상,차량등,LED,1면4색,횡형4색,129.0012865,35.20422719
4130,8-106-11,북구,구포동,1141-177,구포초등학교,지상,차량등,LED,1면4색,횡형4색,129.0012865,35.20422719
4131,8-106-10,북구,구포동,700-19,구포초등학교,지상,보행등,LED,1면2색,보행등+시간표시등(숫자),129.0035343,35.20482699
4132,8-106-09,북구,구포동,700-19,구포초등학교,지상,차량등,LED,1면3색 좌회전,횡형3색,129.0035569,35.20484118
4133,8-106-08,북구,구포동,700-19,구포초등학교,지상,차량등,LED,1면3색 좌회전,횡형3색,129.0035788,35.20485490
4134,8-106-07,북구,구포동,700-19,구포초등학교,지상,차량등,LED,1면4색,횡형4색,129.0035112,35.20486778
4135,8-106-06,북구,구포동,422-6,구포초등학교,지상,차량등,LED,1면4색,횡형4색,129.0034946,35.20489627
4136,8-106-05,북구,구포동,422-6,구포초등학교,지상,차량등,LED,1면3색,횡형3색,129.0034946,35.20489627
4137,8-106-04,북구,구포동,652-4,구포초등학교,지상,차량등,LED,1면4색,횡형4색,129.0033807,35.20494441
4138,8-106-03,북구,구포동,652-4,구포초등학교,지상,차량등,LED,1면3색,횡형3색,129.0033807,35.20494441
4139,8-106-02,북구,구포동,652-7,구포초등학교,지상,차량등,LED,1면3색,횡형3색,129.0033662,35.20497271
4140,8-106-01,북구,구포동,652-7,구포초등학교,지상,보행등,LED,1면2색,보행등+시간표시등(숫자),129.0033511,35.20500220
4141,8-105-12,북구,덕천동,357-1,덕천동둥지유치원앞,지상,차량등,LED,1면4색,횡형4색,129.0116164,35.21304496
4142,8-105-11,북구,덕천동,357-1,덕천동둥지유치원앞,지상,차량등,LED,1면4색,횡형4색,129.0116164,35.21304496
4143,8-105-10,북구,덕천동,357-1,덕천동둥지유치원앞,지상,보행등,LED,1면2색,보행등,129.0114914,35.21292462
4144,8-105-09,북구,덕천동,357-1,덕천동둥지유치원앞,지상,차량등,LED,1면3색,횡형3색,129.0115023,35.21289059
4145,8-105-08,북구,덕천동,357-1,덕천동둥지유치원앞,지상,차량등,LED,1면3색,횡형3색,129.0115023,35.21289059
4146,8-105-07,북구,덕천동,357-1,덕천동둥지유치원앞,지상,보행등,LED,1면2색,보행등,129.0115879,35.21283797
4147,8-105-06,북구,덕천동,357-1,덕천동둥지유치원앞,지상,차량등,LED,1면4색,횡형4색,129.0116384,35.21284979
4148,8-105-05,북구,덕천동,357-1,덕천동둥지유치원앞,지상,차량등,LED,1면4색,횡형4색,129.0116384,35.21284979
4149,8-105-04,북구,덕천동,357-12,덕천동둥지유치원앞,지상,보행등,LED,1면2색,보행등,129.0118312,35.21289609
4150,8-105-03,북구,덕천동,357-12,덕천동둥지유치원앞,지상,차량등,LED,1면3색,횡형3색,129.0118206,35.21292682
4151,8-105-02,북구,덕천동,357-12,덕천동둥지유치원앞,지상,차량등,LED,1면3색,횡형3색,129.0118206,35.21292682
4152,8-105-01,북구,덕천동,357-1,덕천동둥지유치원앞,지상,보행등,LED,1면2색,보행등,129.0117236,35.21300181
4153,8-104-17,북구,금곡동,Jan-57,금곡금창초교옆,지상,차량등,LED,1면3색,횡형3색,129.0202372,35.26465947
4154,8-104-16,북구,금곡동,Jan-57,금곡금창초교옆,지상,차량등,LED,1면3색,횡형3색,129.0202671,35.26464033
4155,8-104-15,북구,금곡동,Jan-57,금곡금창초교옆,지상,차량등,LED,1면3색,횡형3색,129.0202671,35.26464033
4156,8-104-14,북구,금곡동,Jan-57,금곡금창초교옆,지상,보행등,LED,1면2색,보행등+시간표시등(도형),129.0203971,35.26491529
4157,8-104-13,북구,금곡동,Jan-57,금곡금창초교옆,지상,보행등,LED,1면2색,보행등+시간표시등(도형),129.0203018,35.26453305
4158,8-104-12,북구,금곡동,Jan-57,금곡금창초교옆,지상,차량등,LED,1면3색,횡형3색,129.0204302,35.26481852
4159,8-104-11,북구,금곡동,Jan-57,금곡금창초교옆,지상,차량등,LED,1면3색,횡형3색,129.0204302,35.26481852
4160,8-104-10,북구,금곡동,Jan-57,금곡금창초교옆,지상,차량등,LED,1면3색,횡형3색,129.0204655,35.26480512
4161,8-104-09,북구,금곡동,Jan-57,금곡금창초교옆,지상,보행등,LED,1면2색,보행등+시간표시등(도형),129.0204925,35.26479486
4162,8-104-08,북구,금곡동,Jan-57,금곡금창초교옆,지상,보행등,LED,1면2색,보행등+시간표시등(숫자),129.0206877,35.26534178
4163,8-104-07,북구,금곡동,Jan-57,금곡금창초교옆,지상,차량등,LED,1면3색,횡형3색,129.0206150,35.26541780
4164,8-104-06,북구,금곡동,Jan-57,금곡금창초교옆,지상,보행등,LED,1면2색,보행등+시간표시등(숫자),129.0206909,35.26562307
4165,8-104-05,북구,금곡동,Jan-57,금곡금창초교옆,지상,차량등,LED,1면3색,횡형3색,129.0206562,35.26561924
4166,8-104-04,북구,금곡동,Jan-57,금곡금창초교옆,지상,차량등,LED,1면3색,횡형3색,129.0205808,35.26541780
4167,8-104-03,북구,금곡동,Jan-57,금곡금창초교옆,지상,차량등,LED,1면3색,횡형3색,129.0206221,35.26561547
4168,8-104-02,북구,금곡동,Jan-57,금곡금창초교옆,지상,보행등,LED,1면2색,보행등+시간표시등(숫자),129.0205504,35.26541781
4169,8-104-01,북구,금곡동,Jan-57,금곡금창초교옆,지상,보행등,LED,1면2색,보행등+시간표시등(숫자),129.0205312,35.26570121
4170,8-103-21,북구,금곡동,1108,금곡주공411동앞,지상,보행등,LED,1면2색,보행등,129.0139958,35.25309379
4171,8-103-20,북구,금곡동,1010-9,금곡주공411동앞,지상,차량등,LED,1면3색,횡형3색,129.0139655,35.25309235
4172,8-103-19,북구,금곡동,1010-9,금곡주공411동앞,지상,차량등,LED,1면3색,횡형3색,129.0139315,35.25309072
4173,8-103-18,북구,금곡동,1010-9,금곡주공411동앞,지상,차량등,LED,1면3색,횡형3색,129.0139315,35.25309072
4174,8-103-17,북구,금곡동,1010-9,금곡주공411동앞,지상,차량등,LED,1면3색,횡형3색,129.0139427,35.25294384
4175,8-103-16,북구,금곡동,1010-9,금곡주공411동앞,지상,차량등,LED,1면3색,횡형3색,129.0139427,35.25294384
4176,8-103-15,북구,금곡동,1010-9,금곡주공411동앞,지상,차량등,LED,1면3색,횡형3색,129.0139039,35.25294021
4177,8-103-14,북구,금곡동,1010-9,금곡주공411동앞,지상,보행등,LED,1면2색,보행등,129.0138324,35.25308512
4178,8-103-13,북구,금곡동,1423,금곡주공411동앞,지상,보행등,LED,1면2색,보행등,129.0139675,35.25153955
4179,8-103-12,북구,금곡동,1423,금곡주공411동앞,지상,보행등,LED,1면2색,보행등,129.0140189,35.25170947
4180,8-103-11,북구,금곡동,1108,금곡주공411동앞,지상,보행등,LED,1면2색,보행등,129.0140372,35.25183337
4181,8-103-10,북구,금곡동,1423-2,금곡주공411동앞,지상,보행등,LED,1면2색,보행등,129.0141056,35.25140698
4182,8-103-09,북구,금곡동,1423-2,금곡주공411동앞,지상,차량등,LED,1면3색,횡형3색,129.0141373,35.25141028
4183,8-103-08,북구,금곡동,1423-2,금곡주공411동앞,지상,차량등,LED,1면3색,횡형3색,129.0141742,35.25141412
4184,8-103-07,북구,금곡동,1108,금곡주공411동앞,지상,차량등,LED,1면3색,횡형3색,129.0141348,35.25179771
4185,8-103-06,북구,금곡동,1108,금곡주공411동앞,지상,차량등,LED,1면3색,횡형3색,129.0141348,35.25179771
4186,8-103-05,북구,금곡동,1423,금곡주공411동앞,지상,보행등,LED,1면2색,보행등,129.0142570,35.25151201
4187,8-103-04,북구,금곡동,1108,금곡주공411동앞,지상,차량등,LED,1면3색,횡형3색,129.0141719,35.25180201
4188,8-103-03,북구,금곡동,1423,금곡주공411동앞,지상,차량등,LED,1면3색 좌회전,횡형3색,129.0142416,35.25161187
4189,8-103-02,북구,금곡동,1423,금곡주공411동앞,지상,차량등,LED,1면3색 좌회전,횡형3색,129.0142388,35.25164006
4190,8-103-01,북구,금곡동,1108,금곡주공411동앞,지상,보행등,LED,1면2색,보행등,129.0142091,35.25180634
4191,8-102-12,북구,금곡동,810,금곡주공905동앞,지상,보행등,LED,1면2색,보행등,129.0135840,35.25656494
4192,8-102-11,북구,금곡동,810,금곡주공905동앞,지상,보행등,LED,1면2색,보행등,129.0134820,35.25643876
4193,8-102-10,북구,금곡동,810,금곡주공905동앞,지상,차량등,LED,1면3색,횡형3색,129.0137018,35.25637364
4194,8-102-09,북구,금곡동,810,금곡주공905동앞,지상,보행등,LED,1면2색,보행등,129.0136956,35.25628959
4195,8-102-08,북구,금곡동,810,금곡주공905동앞,지상,차량등,LED,1면3색,횡형3색,129.0137379,35.25636999
4196,8-102-07,북구,금곡동,810,금곡주공905동앞,지상,보행등,LED,1면2색,보행등,129.0138544,35.25621590
4197,8-102-06,북구,금곡동,810,금곡주공905동앞,지상,차량등,LED,1면3색,횡형3색,129.0138813,35.25640107
4198,8-102-05,북구,금곡동,810,금곡주공905동앞,지상,차량등,LED,1면4색,횡형4색,129.0138104,35.25643781
4199,8-102-04,북구,금곡동,810,금곡주공905동앞,지상,차량등,LED,1면4색,횡형4색,129.0138497,35.25644092
4200,8-102-03,북구,금곡동,810,금곡주공905동앞,지상,차량등,LED,1면3색 좌회전,횡형3색,129.0138884,35.25647124
4201,8-102-02,북구,금곡동,810,금곡주공905동앞,지상,보행등,LED,1면2색,보행등,129.0139571,35.25661458
4202,8-102-01,북구,금곡동,810,금곡주공905동앞,지상,보행등,LED,1면2색,보행등,129.0138477,35.25674026
4203,8-101-15,북구,금곡동,1109,금곡신금초교입구,지상,차량등,LED,1면3색,횡형3색,129.0146224,35.24962172
4204,8-101-14,북구,금곡동,1109,금곡신금초교입구,지상,차량등,LED,1면3색,횡형3색,129.0146224,35.24962172
4205,8-101-13,북구,금곡동,1109,금곡신금초교입구,지상,차량등,LED,1면3색,횡형3색,129.0145197,35.24974975
4206,8-101-12,북구,금곡동,1109,금곡신금초교입구,지상,차량등,LED,1면3색 좌회전,횡형3색,129.0144665,35.24976737
4207,8-101-11,북구,금곡동,1109,금곡신금초교입구,지상,보행등,LED,1면2색,보행등+시간표시등(숫자),129.0145338,35.24958466
