GPSLATI,GPSLONG,ROUTENO,public_transport,bus,ref,name
36.62956,127.25671,94,platform,yes,38030,송곡2리(능골)
36.63007,127.26045,94,platform,yes,38029,송곡2리
36.6306,127.26601,94,platform,yes,38025,송곡1리
36.63065,127.26908,94,platform,yes,38024,송곡보건진료소
36.63252,127.2733,94,platform,yes,38014,보덕1리
36.63375,127.28309,94,platform,yes,11087,한마음효요양병원
36.63441,127.28884,94,platform,yes,11074,조형아파트
36.62874,127.28909,94,platform,yes,11047,신안2리입구
36.62652,127.28975,94,platform,yes,11082,신안2리(안터)
36.62188,127.29056,94,platform,yes,11089,홍익대학교
36.61865,127.29091,94,platform,yes,11044,신안1리
36.61749,127.28889,94,platform,yes,11006,구렁말
36.61655,127.28695,94,platform,yes,11049,신안리마을회관
36.614,127.2894,94,platform,yes,11080,중앙요양병원
36.61353,127.29121,94,platform,yes,11045,신안1리입구
36.61236,127.29459,94,platform,yes,11029,새주막거리
36.61024,127.29666,94,platform,yes,11035,세종고등학교
36.60591,127.29721,94,platform,yes,11069,조치원여중
36.6013323,127.2970784,94,platform,yes,11093,조치원역
36.6014294,127.3000769,94,platform,yes,64008,조치원전통시장북측
36.6018765,127.3027591,94,platform,yes,11107,조치원버스터미널
36.6018992,127.3028932,95,platform,yes,11106,조치원버스터미널
36.6015602,127.2996293,95,platform,yes,11099,조치원전통시장북측
36.60099,127.29713,95,platform,yes,11071,조치원역
36.60296,127.29789,95,platform,yes,11039,세종우체국
36.60578,127.29741,95,platform,yes,11070,조치원여중
36.61017,127.2968,95,platform,yes,11034,세종고등학교
36.61256,127.29455,95,platform,yes,11030,새주막거리
36.61372,127.29104,95,platform,yes,11046,신안1리입구
36.61411,127.28953,95,platform,yes,11079,중앙요양병원
36.61637,127.28719,95,platform,yes,11033,신안리마을회관
36.61737,127.28887,95,platform,yes,11005,구렁말
36.62178,127.29072,95,platform,yes,11088,홍익대학교
36.62633,127.28994,95,platform,yes,11081,신안2리(안터)
36.62926,127.28909,95,platform,yes,11048,신안2리입구
36.63471,127.28878,95,platform,yes,11073,조형아파트
36.63758,127.28628,95,platform,yes,13006,상봉초등학교
36.63862,127.28379,95,platform,yes,13004,상봉2리(가마소)
36.64456,127.27603,95,platform,yes,38053,심중1리
36.64999,127.27104,95,platform,yes,38060,심중2리입구
36.65356,127.26695,95,platform,yes,38066,전동삼거리
36.65419,127.26593,95,platform,yes,38068,전동역
36.65549,127.26387,95,platform,yes,38063,전동면사무소
36.65926,127.25977,95,platform,yes,38022,석곡리입구
36.66181,127.25736,95,platform,yes,38079,청송리
36.66366,127.25556,95,platform,yes,38077,청송산업단지입구
36.6656,127.24464,95,platform,yes,38083,아람달동림권역체험관
36.66142,127.23228,95,platform,yes,38075,청람리입구
36.65799,127.22055,95,platform,yes,38002,개미고개
36.66261,127.21437,95,platform,yes,38038,송성2리입구
36.67203,127.21089,95,platform,yes,38013,베어트리파크
36.67207,127.21071,95,platform,yes,38012,베어트리파크
36.66242,127.21428,95,platform,yes,38037,송성2리입구
36.65265,127.21388,95,platform,yes,38085,흥진레미콘
36.6495494,127.2134708,95,platform,yes,38033,송성1리입구
36.63605,127.2174,95,platform,yes,38039,송성3리(솔티)
36.63605,127.2174,95,platform,yes,38039,송성3리(솔티)
36.64506,127.21685,95,platform,yes,38034,송성1리
36.6496282,127.2136204,95,platform,yes,38036,송성1리입구
36.65236,127.21365,95,platform,yes,38035,흥진레미콘
36.65797,127.22078,95,platform,yes,38001,개미고개
36.6615,127.23251,95,platform,yes,38073,청람리입구
36.66548,127.2448,95,platform,yes,38082,아람달동림권역체험관
36.6638,127.25523,95,platform,yes,38078,청송산업단지입구
36.66176,127.25721,95,platform,yes,38080,청송리
36.65908,127.25977,95,platform,yes,38081,석곡리입구
36.65526,127.26404,95,platform,yes,38062,전동면사무소
36.65346,127.26687,95,platform,yes,38067,전동삼거리
36.64988,127.27101,95,platform,yes,38057,심중2리입구
36.64451,127.27593,95,platform,yes,38054,심중1리
36.63857,127.28365,95,platform,yes,13005,상봉2리(가마소)
36.63747,127.28622,95,platform,yes,13003,상봉초등학교
36.63441,127.28884,95,platform,yes,11074,조형아파트
36.62874,127.28909,95,platform,yes,11047,신안2리입구
36.62652,127.28975,95,platform,yes,11082,신안2리(안터)
36.62188,127.29056,95,platform,yes,11089,홍익대학교
36.61865,127.29091,95,platform,yes,11044,신안1리
36.61749,127.28889,95,platform,yes,11006,구렁말
36.61655,127.28695,95,platform,yes,11049,신안리마을회관
36.614,127.2894,95,platform,yes,11080,중앙요양병원
36.61353,127.29121,95,platform,yes,11045,신안1리입구
36.61236,127.29459,95,platform,yes,11029,새주막거리
36.61024,127.29666,95,platform,yes,11035,세종고등학교
36.60591,127.29721,95,platform,yes,11069,조치원여중
36.6013323,127.2970784,95,platform,yes,11093,조치원역
36.6014294,127.3000769,95,platform,yes,64008,조치원전통시장북측
36.6018765,127.3027591,95,platform,yes,11107,조치원버스터미널
