지형지물부호,관리번호,행정읍면동,도엽번호,관리기관,도로구간번호,공사번호,보수종류,보수공종,연장,면적,폭원,차도포장재질,보도포장재질,이전차도포장재질,이전보도포장재질,대장초기화여부,구분ID,경도,위도
보도포장,181223,광도면,348021434D,통영시,181005,RD20190003,전면개수,미분류,14.28,78.2,4,미분류,소형고압블럭,미분류,미분류,1,504,128.4188126,34.88229139
보도포장,181224,광도면,348021434D,통영시,181005,RD20190003,전면개수,미분류,138.95,556.78,4,미분류,소형고압블럭,미분류,미분류,1,505,128.4186341,34.88162689
보도포장,181225,광도면,348021434D,통영시,181006,RD20190003,전면개수,미분류,82.2,323.12,4,미분류,소형고압블럭,미분류,미분류,1,506,128.4184209,34.88059693
보도포장,181226,광도면,348021434D,통영시,181006,RD20190003,전면개수,미분류,16.93,58.64,3.6,미분류,콘크리트,미분류,미분류,1,507,128.4180998,34.88036013
보도포장,181212,광도면,348021424C,통영시,181007,RD20190003,전면개수,미분류,65.73,268.94,4,미분류,소형고압블럭,미분류,미분류,1,508,128.4170758,34.88516014
차도포장,190122,,348021944B,통영시,190122,RD20190005,신설,미분류,136.35,937.8,6,아스팔트콘크리트,미분류,미분류,미분류,1,509,128.4184044,34.82755192
차도포장,190105,광도면,348021443C,통영시,190105,RD20190006,신설,미분류,42,385.1,9,아스팔트콘크리트,미분류,미분류,미분류,1,510,128.4112812,34.87602835
차도포장,190108,광도면,348021453A,통영시,190108,RD20190006,신설,미분류,12.15,125.72,8,아스팔트콘크리트,미분류,미분류,미분류,1,511,128.4107865,34.87455206
차도포장,190101,광도면,348021443C,통영시,190101,RD20190006,신설,미분류,6.73,51.48,8,아스팔트콘크리트,미분류,미분류,미분류,1,512,128.411915,34.87583749
차도포장,190103,광도면,348021443C,통영시,190103,RD20190006,신설,미분류,20.66,198.55,10,아스팔트콘크리트,미분류,미분류,미분류,1,513,128.4115937,34.87592709
차도포장,190110,광도면,348021453A,통영시,190110,RD20190006,신설,미분류,24.64,196.2,8,아스팔트콘크리트,미분류,미분류,미분류,1,514,128.4105873,34.87463527
차도포장,190107,광도면,348021443C,통영시,190107,RD20190006,신설,미분류,160.73,1340.28,8,아스팔트콘크리트,미분류,미분류,미분류,1,515,128.4111934,34.87524696
차도포장,190102,광도면,348021443C,통영시,190102,RD20190006,신설,미분류,17.83,180.19,10,아스팔트콘크리트,미분류,미분류,미분류,1,516,128.4117915,34.87586605
차도포장,190121,용남면,348021504C,통영시,190121,RD20190004,신설,미분류,266.72,2269.42,8,아스팔트콘크리트,미분류,미분류,미분류,1,517,128.465306,34.89662621
차도포장,181113,용남면,348021447B,통영시,181124,RD20190007,미분류,미분류,99.79,774.83,8,아스팔트콘크리트,미분류,미분류,미분류,1,518,128.4339789,34.87981606
보도포장,181130,용남면,348021447C,통영시,181109,RD20190007,신설,미분류,2.85,3.81,1.5,미분류,콘크리트,미분류,미분류,1,519,128.431872,34.8759139
차도포장,181032,용남면,348021561A,통영시,181032,RD20190009,신설,미분류,271.83,2501.98,8,아스팔트콘크리트,미분류,미분류,미분류,1,520,128.4529613,34.86900325
보도포장,196001,도산면,348021315D,통영시,196002,RD20190010,신설,미분류,58.1,120.31,2.03,미분류,소형고압블럭,미분류,미분류,1,521,128.3743287,34.89339189
보도포장,196002,도산면,348021315D,통영시,196002,RD20190010,신설,미분류,62.11,126,2.02,미분류,소형고압블럭,미분류,미분류,1,522,128.3744096,34.89332341
보도포장,196003,도산면,348021315D,통영시,196003,RD20190010,신설,미분류,118.6,243.22,2.04,미분류,소형고압블럭,미분류,미분류,1,523,128.3739745,34.89437463
보도포장,196004,도산면,348021315D,통영시,196005,RD20190010,신설,미분류,172.68,352.71,2.03,미분류,소형고압블럭,미분류,미분류,1,524,128.3736603,34.8952725
보도포장,196005,도산면,348021315D,통영시,196005,RD20190010,신설,미분류,169.4,345.03,2.03,미분류,소형고압블럭,미분류,미분류,1,525,128.3735868,34.89534235
차도포장,196006,도산면,348021315D,통영시,196002,RD20190010,신설,미분류,65.49,528.62,7.97,아스팔트콘크리트,미분류,미분류,미분류,1,526,128.3744084,34.89337951
차도포장,196007,도산면,348021315D,통영시,196001,RD20190010,신설,미분류,99.36,798.2,8.02,아스팔트콘크리트,미분류,미분류,미분류,1,527,128.3745594,34.89400781
차도포장,196008,도산면,348021315D,통영시,196005,RD20190010,신설,미분류,170.68,1360.04,7.96,아스팔트콘크리트,미분류,미분류,미분류,1,528,128.3736383,34.89531477
보도포장,196009,도산면,348021315D,통영시,196004,RD20190010,신설,미분류,110.26,223.11,2.02,미분류,소형고압블럭,미분류,미분류,1,529,128.3742751,34.89617796
보도포장,196010,도산면,348021315D,통영시,196003,RD20190010,신설,미분류,104.47,218.95,2.02,미분류,소형고압블럭,미분류,미분류,1,530,128.3739756,34.89426574
차도포장,196011,도산면,348021315D,통영시,196003,RD20190010,신설,미분류,119.4,1018.9,7.96,아스팔트콘크리트,미분류,미분류,미분류,1,531,128.374055,34.89435338
차도포장,196012,도산면,348021315D,통영시,196004,RD20190010,신설,미분류,112.8,919.92,8.02,아스팔트콘크리트,미분류,미분류,미분류,1,532,128.3743351,34.89617084
보도포장,196013,도산면,348021315D,통영시,196004,RD20190010,신설,미분류,1.12,2.07,2.03,미분류,소형고압블럭,미분류,미분류,1,533,128.3744918,34.89569584
차도포장,198001,정량동,348021497D,통영시,198001,RD20190011,신설,미분류,187.46,1390.61,7.64,아스팔트콘크리트,미분류,미분류,미분류,1,534,128.4326195,34.85129123
차도포장,198002,정량동,348021497D,통영시,198002,RD20190011,신설,미분류,4.06,29.87,7.43,아스팔트콘크리트,미분류,미분류,미분류,1,535,128.4334279,34.85179579
차도포장,198003,정량동,348021497D,통영시,198004,RD20190011,신설,미분류,18.19,136.09,7.49,아스팔트콘크리트,미분류,미분류,미분류,1,536,128.4335149,34.85186561
차도포장,198004,정량동,348021497D,통영시,198005,RD20190011,신설,미분류,6.87,49.36,7.45,아스팔트콘크리트,미분류,미분류,미분류,1,537,128.4336133,34.85194338
차도포장,198005,정량동,348021497D,통영시,198007,RD20190011,신설,미분류,36.27,573.69,7.28,아스팔트콘크리트,미분류,미분류,미분류,1,538,128.4337245,34.85210075
차도포장,198006,정량동,348021497D,통영시,198008,RD20190011,신설,미분류,4.7,35.13,7.49,아스팔트콘크리트,미분류,미분류,미분류,1,539,128.433953,34.85219971
차도포장,198007,정량동,348021497D,통영시,198010,RD20190011,신설,미분류,70.61,706.63,8.01,아스팔트콘크리트,미분류,미분류,미분류,1,540,128.4342856,34.8524448
차도포장,191001,중앙동,348021905D,통영시,191001,RD20190012,신설,미분류,118.35,799.23,5.83,아스팔트콘크리트,미분류,미분류,미분류,1,541,128.4227012,34.84592778
보도포장,191002,중앙동,348021905D,통영시,191001,RD20190012,신설,미분류,7.25,8.72,1.54,미분류,소형고압블럭,미분류,미분류,1,542,128.4226718,34.84647859
차도포장,191201,용남면,348021469B,통영시,191201,RD20200001,신설,미분류,288.56,2329.84,7.8,아스팔트콘크리트,미분류,미분류,미분류,1,543,128.4426563,34.86906256
보도포장,191202,용남면,348021497D,통영시,191201,RD20200001,신설,미분류,1.3,1.92,2,미분류,소형고압블럭,미분류,미분류,1,544,128.4433486,34.86788978
보도포장,191203,용남면,348021469B,통영시,191201,RD20200001,신설,미분류,117.04,232.28,2,미분류,소형고압블럭,미분류,미분류,1,545,128.4431764,34.86837982
보도포장,191204,용남면,348021469B,통영시,191201,RD20200001,신설,미분류,37.77,75.03,2,미분류,소형고압블럭,미분류,미분류,1,546,128.4426973,34.86899547
보도포장,191205,용남면,348021469B,통영시,191201,RD20200001,신설,미분류,28.79,57.51,2,미분류,소형고압블럭,미분류,미분류,1,547,128.4424605,34.86934337
보도포장,191206,용남면,348021469B,통영시,191201,RD20200001,신설,미분류,36.79,72.36,2,미분류,소형고압블럭,미분류,미분류,1,548,128.4423041,34.86971458
보도포장,191207,용남면,348021469A,통영시,191201,RD20200001,신설,미분류,37.01,74.43,2,미분류,소형고압블럭,미분류,미분류,1,549,128.442145,34.8700827
차도포장,201001,광도면,348020484A,통영시,201001,RD20200002,신설,미분류,1030.83,8663.39,7.7,아스팔트콘크리트,미분류,미분류,미분류,1,550,128.4159955,34.95949358
보도포장,201002,광도면,348020484A,통영시,201001,RD20200002,신설,미분류,1017.62,2401.65,2.3,미분류,소형고압블럭,미분류,미분류,1,551,128.4159214,34.95951675
보도포장,201003,광도면,348020484B,통영시,201001,RD20200002,신설,미분류,25.29,60.1,2.3,미분류,소형고압블럭,미분류,미분류,1,552,128.4191401,34.95778117
차도포장,201004,미수동,348021860B,통영시,201002,RD20200003,신설,미분류,45.82,366.74,8.1,아스팔트콘크리트,미분류,미분류,미분류,1,553,128.3983453,34.82373946
차도포장,201005,미수동,348021860B,통영시,201003,RD20200003,신설,미분류,11.61,93.39,8,아스팔트콘크리트,미분류,미분류,미분류,1,554,128.3986322,34.82384544
차도포장,201006,미수동,348021860B,통영시,201005,RD20200003,신설,미분류,57.18,469.58,7.8,아스팔트콘크리트,미분류,미분류,미분류,1,555,128.3989897,34.82398147
차도포장,201007,미수동,348021860B,통영시,201007,RD20200003,신설,미분류,27.97,201.29,7.2,아스팔트콘크리트,미분류,미분류,미분류,1,556,128.3984882,34.82391165
차도포장,201008,미수동,348021860B,통영시,201008,RD20200003,신설,미분류,5.48,38.11,6.8,아스팔트콘크리트,미분류,미분류,미분류,1,557,128.3983149,34.82386983
차도포장,201009,미수동,348021860B,통영시,201010,RD20200003,신설,미분류,34.28,145.64,3,아스팔트콘크리트,미분류,미분류,미분류,1,558,128.398285,34.82369457
차도포장,201010,미수동,348021860B,통영시,201012,RD20200003,신설,미분류,29.31,134.33,4.5,아스팔트콘크리트,미분류,미분류,미분류,1,559,128.3981849,34.8239881
보도포장,300001,미수동,348021932B,통영시,300001,RD20200004,신설,미분류,229.33,648.48,2.91,미분류,기타,미분류,기타,1,560,128.4087073,34.83402239
보도포장,300002,미수동,348021932B,통영시,300001,RD20200004,신설,미분류,23.51,57.45,2.46,미분류,칼라AS,미분류,미분류,1,561,128.4080384,34.83359517
보도포장,300003,미수동,348021932B,통영시,300001,RD20200004,신설,미분류,15.63,31.24,2.09,미분류,칼라AS,미분류,미분류,1,562,128.4082209,34.83384845
보도포장,300004,미수동,348021932B,통영시,300001,RD20200004,신설,미분류,132.32,303.88,2.46,미분류,칼라AS,미분류,미분류,1,563,128.4090931,34.83405094
차도포장,300005,미수동,348021932B,통영시,300001,RD20200004,신설,미분류,215.97,2186.5,9.03,아스팔트콘크리트,미분류,아스팔트콘크리트,미분류,1,564,128.4086988,34.83396586
