지형지물부호,관리번호,행정읍면동,도엽번호,관리기관,도로구간번호,공사번호,보수종류,보수공종,연장,면적,폭원,차도포장재질,보도포장재질,이전차도포장재질,이전보도포장재질,대장초기화여부,구분ID,경도,위도
보도면,406,광도면,348021435A,통영시,14102,RD20170003,신설,미분류,120.53,247.67,2,미분류,소형고압블럭,,,1,168,128.4198827,34.88387631
보도면,407,광도면,348021434B,통영시,14101,RD20170003,신설,미분류,3.08,7.73,2.8,미분류,소형고압블럭,,,1,169,128.4195707,34.88434617
보도면,408,광도면,348021434B,통영시,14101,RD20170003,신설,미분류,20.4,61.73,3.05,미분류,소형고압블럭,,,1,170,128.419389,34.88443744
보도면,409,광도면,348021435A,통영시,14104,RD20170003,신설,미분류,111.84,197.41,1.66,미분류,소형고압블럭,,,1,171,128.4201197,34.88283504
보도면,410,광도면,348021435A,통영시,14104,RD20170003,신설,미분류,48.27,94.46,2,미분류,소형고압블럭,,,1,172,128.420259,34.88318186
차도면,411,광도면,348021435C,통영시,14100,RD20170003,신설,미분류,22.7,455.55,17,아스팔트콘크리트,미분류,,,1,173,128.4201425,34.88225071
차도면,412,광도면,348021435A,통영시,14104,RD20170003,신설,미분류,114.25,1244.19,10.51,아스팔트콘크리트,미분류,,,1,174,128.4201927,34.88285362
차도면,413,광도면,348021434B,통영시,14101,RD20170003,신설,미분류,20.4,331.43,14,아스팔트콘크리트,미분류,,,1,175,128.4194457,34.88436391
차도면,414,광도면,348021435A,통영시,14102,RD20170003,신설,미분류,118.58,953.98,7.97,아스팔트콘크리트,미분류,,,1,176,128.4198393,34.88384735
차도면,420,명정동,348021903D,통영시,14108,RD20170002,신설,미분류,216.09,1580.06,5.6,아스팔트콘크리트,미분류,,,,177,128.4146645,34.84598677
차도포장,1,도산면,348021316C,통영시,10094,RD20170001,신설,기타,2.91,24.02,8.25,아스팔트콘크리트,미분류,미분류,미분류,1,178,128.3751496,34.8905572
보도포장,2,도산면,348021316C,통영시,10092,RD20170001,신설,기타,1.77,3.54,2,미분류,소형고압블럭,미분류,미분류,1,179,128.375131,34.89060924
보도포장,3,도산면,348021316C,통영시,10120,RD20170001,신설,기타,3.31,5.05,1.53,미분류,소형고압블럭,미분류,미분류,1,180,128.375128,34.89062922
차도포장,4,도산면,348021316C,통영시,10092,RD20170001,신설,기타,15.28,146.25,9.57,아스팔트콘크리트,미분류,미분류,미분류,1,181,128.3752173,34.89061834
보도포장,5,도산면,348021316C,통영시,10092,RD20170001,신설,기타,1.81,3.6,1.99,미분류,소형고압블럭,미분류,미분류,1,182,128.3752381,34.89068782
보도포장,6,도산면,348021316C,통영시,10120,RD20170001,신설,기타,3.77,6.84,1.81,미분류,소형고압블럭,미분류,미분류,1,183,128.3752125,34.89069484
차도포장,7,도산면,348021316C,통영시,10091,RD20170001,신설,기타,39.75,318.15,8,아스팔트콘크리트,미분류,미분류,미분류,1,184,128.3754476,34.89077822
보도포장,8,도산면,348021316C,통영시,10091,RD20170001,신설,기타,39.75,80.67,2.03,미분류,소형고압블럭,미분류,미분류,1,185,128.3754113,34.8908121
보도포장,9,도산면,348021316C,통영시,10089,RD20170001,신설,기타,2.69,6.68,2.48,미분류,소형고압블럭,미분류,미분류,1,186,128.3755869,34.89094345
차도포장,10,도산면,348021316C,통영시,10089,RD20170001,신설,기타,26.2,242.27,9.25,아스팔트콘크리트,미분류,미분류,미분류,1,187,128.37571,34.89097933
차도포장,11,도산면,348021315D,통영시,10120,RD20170001,신설,기타,85.65,699,8.16,아스팔트콘크리트,미분류,미분류,미분류,1,188,128.3749268,34.89098613
차도포장,12,도산면,348021315D,통영시,10112,RD20170001,신설,기타,15.15,121.73,8.03,아스팔트콘크리트,미분류,미분류,미분류,1,189,128.3746626,34.89133993
보도포장,13,도산면,348021316C,통영시,10033,RD20170001,신설,기타,73.8,174.62,2.37,미분류,소형고압블럭,미분류,미분류,1,190,128.3753969,34.89123726
차도포장,14,도산면,348021315D,통영시,10114,RD20170001,신설,기타,91.44,748.06,8.18,아스팔트콘크리트,미분류,미분류,미분류,1,191,128.374201,34.89127586
보도포장,15,도산면,348021316C,통영시,10111,RD20170001,신설,기타,3.19,6.27,1.97,미분류,소형고압블럭,미분류,미분류,1,192,128.3751483,34.89153059
보도포장,16,도산면,348021316C,통영시,10031,RD20170001,신설,기타,1.92,4.11,2.14,미분류,소형고압블럭,미분류,미분류,1,193,128.3751744,34.8915308
차도포장,17,도산면,348021316C,통영시,10033,RD20170001,신설,기타,71.71,755.97,10.54,아스팔트콘크리트,미분류,미분류,미분류,1,194,128.3754505,34.8912769
보도포장,18,도산면,348021316C,통영시,10033,RD20170001,신설,기타,72.48,167.78,2.31,미분류,소형고압블럭,미분류,미분류,1,195,128.3755203,34.89129824
차도포장,19,도산면,348021315D,통영시,10111,RD20170001,신설,기타,42.57,342.34,8.04,아스팔트콘크리트,미분류,미분류,미분류,1,196,128.3749317,34.89147579
보도포장,20,도산면,348021316C,통영시,10111,RD20170001,신설,기타,3.35,6.51,1.94,미분류,소형고압블럭,미분류,미분류,1,197,128.375089,34.89160947
보도포장,21,도산면,348021316C,통영시,10031,RD20170001,신설,기타,1.93,4.12,2.13,미분류,소형고압블럭,미분류,미분류,1,198,128.3751012,34.89162912
차도포장,22,도산면,348021315D,통영시,10115,RD20170001,신설,기타,18.75,147.94,7.89,아스팔트콘크리트,미분류,미분류,미분류,1,199,128.3737926,34.8915734
차도포장,23,도산면,348021316C,통영시,10031,RD20170001,신설,기타,15.08,184.52,12.24,아스팔트콘크리트,미분류,미분류,미분류,1,200,128.3751923,34.89160742
보도포장,24,도산면,348021316C,통영시,10031,RD20170001,신설,기타,15.06,33.56,2.23,미분류,소형고압블럭,미분류,미분류,1,201,128.3752597,34.89164191
보도포장,25,도산면,348021315D,통영시,10076,RD20170001,신설,기타,55.1,110.18,2,미분류,소형고압블럭,미분류,미분류,1,202,128.3741075,34.89168977
차도포장,26,도산면,348021315D,통영시,10076,RD20170001,신설,기타,55.18,446.83,8.1,아스팔트콘크리트,미분류,미분류,미분류,1,203,128.3740752,34.89172773
보도포장,27,도산면,348021315D,통영시,10074,RD20170001,신설,기타,15.08,30.17,2,미분류,소형고압블럭,미분류,미분류,1,204,128.3744346,34.8918572
보도포장,28,도산면,348021315D,통영시,10076,RD20170001,신설,기타,53.22,115.12,2.16,미분류,소형고압블럭,미분류,미분류,1,205,128.3740387,34.8917631
보도포장,29,도산면,348021315D,통영시,10074,RD20170001,신설,기타,1.94,4.24,2.19,미분류,소형고압블럭,미분류,미분류,1,206,128.3743177,34.8919058
보도포장,30,도산면,348021315D,통영시,10107,RD20170001,신설,기타,3.19,6.53,2.05,미분류,소형고압블럭,미분류,미분류,1,207,128.374317,34.89192704
차도포장,31,도산면,348021315D,통영시,10074,RD20170001,신설,기타,15.08,142.24,9.43,아스팔트콘크리트,미분류,미분류,미분류,1,208,128.3744021,34.89190154
보도포장,32,도산면,348021315D,통영시,10074,RD20170001,신설,기타,1.9,4.09,2.15,미분류,소형고압블럭,미분류,미분류,1,209,128.3744355,34.89196585
보도포장,33,도산면,348021315D,통영시,10107,RD20170001,신설,기타,3.21,6.31,1.97,미분류,소형고압블럭,미분류,미분류,1,210,128.3744129,34.89197576
보도포장,34,도산면,348021316C,통영시,10030,RD20170001,신설,기타,46.99,108.76,2.31,미분류,소형고압블럭,미분류,미분류,1,211,128.3749629,34.89182069
보도포장,35,도산면,348021315D,통영시,10028,RD20170001,신설,기타,2.82,7.82,2.77,미분류,소형고압블럭,미분류,미분류,1,212,128.374816,34.89201361
보도포장,36,도산면,348021315D,통영시,10073,RD20170001,신설,기타,31.3,67.17,2.15,미분류,소형고압블럭,미분류,미분류,1,213,128.3746621,34.89196828
차도포장,37,도산면,348021316C,통영시,10030,RD20170001,신설,기타,46.97,491.28,10.46,아스팔트콘크리트,미분류,미분류,미분류,1,214,128.375023,34.89185
보도포장,38,도산면,348021316C,통영시,10030,RD20170001,신설,기타,46.97,106,2.26,미분류,소형고압블럭,미분류,미분류,1,215,128.3750826,34.89187966
차도포장,39,도산면,348021315D,통영시,10117,RD20170001,신설,기타,67.9,543.66,8.01,아스팔트콘크리트,미분류,미분류,미분류,1,216,128.37345,34.89184282
차도포장,40,도산면,348021315D,통영시,10073,RD20170001,신설,기타,30.28,246.1,8.13,아스팔트콘크리트,미분류,미분류,미분류,1,217,128.3746198,34.89200333
보도포장,41,도산면,348021315D,통영시,10073,RD20170001,신설,기타,31.28,67.68,2.16,미분류,소형고압블럭,미분류,미분류,1,218,128.3746006,34.89205005
보도포장,42,도산면,348021315D,통영시,10028,RD20170001,신설,기타,2.85,8.15,2.86,미분류,소형고압블럭,미분류,미분류,1,219,128.3747203,34.89214233
차도포장,43,도산면,348021315D,통영시,10028,RD20170001,신설,기타,20.55,247.13,12.03,아스팔트콘크리트,미분류,미분류,미분류,1,220,128.3748222,34.89210542
보도포장,44,도산면,348021315D,통영시,10028,RD20170001,신설,기타,20.58,46.15,2.24,미분류,소형고압블럭,미분류,미분류,1,221,128.3748892,34.89213902
차도포장,45,도산면,348021315D,통영시,10118,RD20170001,신설,기타,73.62,639.8,8.69,아스팔트콘크리트,미분류,미분류,미분류,1,222,128.3728212,34.89224993
보도포장,46,도산면,348021315D,통영시,10118,RD20170001,신설,기타,4.49,11.3,2.52,미분류,소형고압블럭,미분류,미분류,1,223,128.3726325,34.89240009
차도포장,47,도산면,348021315D,통영시,10107,RD20170001,신설,기타,64.01,513.25,8.02,아스팔트콘크리트,미분류,미분류,미분류,1,224,128.3741888,34.89218737
보도포장,48,도산면,348021315D,통영시,10027,RD20170001,신설,기타,59.81,139.29,2.33,미분류,소형고압블럭,미분류,미분류,1,225,128.3745404,34.89238705
차도포장,49,도산면,348021315D,통영시,10027,RD20170001,신설,기타,59.8,626.05,10.47,아스팔트콘크리트,미분류,미분류,미분류,1,226,128.3745995,34.89241794
보도포장,50,도산면,348021315D,통영시,10027,RD20170001,신설,기타,59.78,133.61,2.24,미분류,소형고압블럭,미분류,미분류,1,227,128.3746583,34.89244854
보도포장,51,도산면,348021315B,통영시,10069,RD20170001,신설,기타,100.57,201.01,2,미분류,소형고압블럭,미분류,미분류,1,228,128.3730927,34.89265925
보도포장,52,도산면,348021315B,통영시,10108,RD20170001,신설,기타,3.04,6.75,2.22,미분류,소형고압블럭,미분류,미분류,1,229,128.3735979,34.89289126
보도포장,53,도산면,348021315B,통영시,10067,RD20170001,신설,기타,2.08,4.73,2.27,미분류,소형고압블럭,미분류,미분류,1,230,128.3735761,34.89290164
차도포장,54,도산면,348021315B,통영시,10108,RD20170001,신설,기타,64.01,511.93,8,아스팔트콘크리트,미분류,미분류,미분류,1,231,128.3738223,34.89267885
보도포장,55,도산면,348021315B,통영시,10108,RD20170001,신설,기타,2.65,6.78,2.56,미분류,소형고압블럭,미분류,미분류,1,232,128.3736928,34.89293945
차도포장,56,도산면,348021315B,통영시,10069,RD20170001,신설,기타,112.05,921.7,8.23,아스팔트콘크리트,미분류,미분류,미분류,1,233,128.3729937,34.89266311
보도포장,57,도산면,348021315B,통영시,10067,RD20170001,신설,기타,2.26,5.28,2.34,미분류,소형고압블럭,미분류,미분류,1,234,128.3736905,34.8929598
보도포장,58,도산면,348021315B,통영시,10069,RD20170001,신설,기타,126.57,251.67,1.99,미분류,소형고압블럭,미분류,미분류,1,235,128.3729134,34.89267405
차도포장,59,도산면,348021315B,통영시,10067,RD20170001,신설,기타,15.08,139.95,9.28,아스팔트콘크리트,미분류,미분류,미분류,1,236,128.373608,34.89296508
보도포장,60,도산면,348021315B,통영시,10067,RD20170001,신설,기타,15.08,30.46,2.02,미분류,소형고압블럭,미분류,미분류,1,237,128.3735759,34.89300894
보도포장,61,도산면,348021315B,통영시,10026,RD20170001,신설,기타,59.78,137.99,2.31,미분류,소형고압블럭,미분류,미분류,1,238,128.3741974,34.89284657
보도포장,62,도산면,348021315B,통영시,10024,RD20170001,신설,기타,2.79,7.6,2.72,미분류,소형고압블럭,미분류,미분류,1,239,128.3740126,34.89308971
보도포장,63,도산면,348021315B,통영시,10066,RD20170001,신설,기타,31.31,67.88,2.17,미분류,소형고압블럭,미분류,미분류,1,240,128.3738604,34.89304379
차도포장,64,도산면,348021315B,통영시,10026,RD20170001,신설,기타,59.8,625.96,10.47,아스팔트콘크리트,미분류,미분류,미분류,1,241,128.3742569,34.89287682
보도포장,65,도산면,348021315B,통영시,10026,RD20170001,신설,기타,59.81,135.18,2.26,미분류,소형고압블럭,미분류,미분류,1,242,128.3743157,34.89290748
보도포장,66,도산면,348021315B,통영시,10024,RD20170001,신설,기타,2.78,7.87,2.83,미분류,소형고압블럭,미분류,미분류,1,243,128.3741358,34.89315201
차도포장,67,도산면,348021315B,통영시,10066,RD20170001,신설,기타,30.31,245.18,8.09,아스팔트콘크리트,미분류,미분류,미분류,1,244,128.3738177,34.89307854
보도포장,69,도산면,348021315B,통영시,10066,RD20170001,신설,기타,31.92,67.69,2.12,미분류,소형고압블럭,미분류,미분류,1,245,128.3737982,34.89312492
보도포장,70,도산면,348021315B,통영시,10024,RD20170001,신설,기타,1.59,7.43,4.67,미분류,소형고압블럭,미분류,미분류,1,246,128.3739179,34.89321744
차도포장,72,도산면,348021315B,통영시,10024,RD20170001,신설,기타,20.38,275.71,13.53,아스팔트콘크리트,미분류,미분류,미분류,1,247,128.3740269,34.89318464
보도포장,73,도산면,348021315B,통영시,10024,RD20170001,신설,기타,2.79,7.4,2.65,미분류,소형고압블럭,미분류,미분류,1,248,128.3740405,34.89327988
보도포장,75,도산면,348021315A,통영시,10062,RD20170001,신설,기타,74.15,146.46,1.98,미분류,소형고압블럭,미분류,미분류,1,249,128.3717763,34.89315697
차도포장,76,도산면,348021315A,통영시,10062,RD20170001,신설,기타,68.65,548.67,7.99,아스팔트콘크리트,미분류,미분류,미분류,1,250,128.3717712,34.89320597
보도포장,77,도산면,348021315A,통영시,10062,RD20170001,신설,기타,61.69,123.78,2.01,미분류,소형고압블럭,미분류,미분류,1,251,128.3717748,34.89326163
차도포장,78,도산면,348021315A,통영시,10085,RD20170001,신설,기타,46.37,391.23,8.44,아스팔트콘크리트,미분류,미분류,미분류,1,252,128.3713103,34.89320842
보도포장,79,도산면,348021315A,통영시,10085,RD20170001,신설,기타,42.59,89.29,2.1,미분류,소형고압블럭,미분류,미분류,1,253,128.371346,34.89325047
보도포장,80,도산면,348021315A,통영시,10086,RD20170001,신설,기타,1.94,4.06,2.09,미분류,소형고압블럭,미분류,미분류,1,254,128.3712125,34.89342772
보도포장,81,도산면,348021315A,통영시,10097,RD20170001,신설,기타,3.02,6.27,2.08,미분류,소형고압블럭,미분류,미분류,1,255,128.3712243,34.89344616
차도포장,82,도산면,348021315A,통영시,10086,RD20170001,신설,기타,15,142.27,9.48,아스팔트콘크리트,미분류,미분류,미분류,1,256,128.3711344,34.8934547
보도포장,83,도산면,348021315A,통영시,10086,RD20170001,신설,기타,1.92,4.18,2.18,미분류,소형고압블럭,미분류,미분류,1,257,128.3711397,34.89352428
보도포장,84,도산면,348021315A,통영시,10097,RD20170001,신설,기타,3.27,6.44,1.97,미분류,소형고압블럭,미분류,미분류,1,258,128.3711656,34.89352488
보도포장,85,도산면,348021315A,통영시,10061,RD20170001,신설,기타,60.62,121.16,2,미분류,소형고압블럭,미분류,미분류,1,259,128.372403,34.89347375
차도포장,86,도산면,348021315A,통영시,10061,RD20170001,신설,기타,60.62,483.2,7.97,아스팔트콘크리트,미분류,미분류,미분류,1,260,128.3723747,34.89351216
보도포장,87,도산면,348021315B,통영시,10059,RD20170001,신설,기타,15.14,30.14,1.99,미분류,소형고압블럭,미분류,미분류,1,261,128.3727565,34.89365222
보도포장,88,도산면,348021315A,통영시,10061,RD20170001,신설,기타,60.62,120.67,1.99,미분류,소형고압블럭,미분류,미분류,1,262,128.3723461,34.89355037
보도포장,89,도산면,348021315B,통영시,10059,RD20170001,신설,기타,1.98,4.36,2.2,미분류,소형고압블럭,미분류,미분류,1,263,128.3726392,34.89370069
보도포장,90,도산면,348021315B,통영시,10101,RD20170001,신설,기타,3.28,6.46,1.97,미분류,소형고압블럭,미분류,미분류,1,264,128.3726386,34.89372195
차도포장,91,도산면,348021315B,통영시,10059,RD20170001,신설,기타,15.14,143.13,9.45,아스팔트콘크리트,미분류,미분류,미분류,1,265,128.3727237,34.89369651
보도포장,92,도산면,348021315B,통영시,10059,RD20170001,신설,기타,1.93,4.1,2.12,미분류,소형고압블럭,미분류,미분류,1,266,128.3727574,34.89376115
보도포장,93,도산면,348021315B,통영시,10101,RD20170001,신설,기타,3.19,6.28,1.97,미분류,소형고압블럭,미분류,미분류,1,267,128.3727347,34.89377118
차도포장,94,도산면,348021315A,통영시,10097,RD20170001,신설,기타,64.29,513.49,7.99,아스팔트콘크리트,미분류,미분류,미분류,1,268,128.3714833,34.89363176
보도포장,95,도산면,348021315A,통영시,10088,RD20170001,신설,기타,44.83,92.53,2.06,미분류,소형고압블럭,미분류,미분류,1,269,128.3710008,34.89370919
차도포장,96,도산면,348021315A,통영시,10088,RD20170001,신설,기타,48.73,411.04,8.44,아스팔트콘크리트,미분류,미분류,미분류,1,270,128.3709382,34.89370329
보도포장,97,도산면,348021315B,통영시,10023,RD20170001,신설,기타,89.6,203.99,2.28,미분류,소형고압블럭,미분류,미분류,1,271,128.3736516,34.89357792
보도포장,98,도산면,348021315B,통영시,10021,RD20170001,신설,기타,1.69,7.56,4.47,미분류,소형고압블럭,미분류,미분류,1,272,128.3733829,34.89393372
보도포장,99,도산면,348021315B,통영시,10058,RD20170001,신설,기타,58.25,120.54,2.07,미분류,소형고압블럭,미분류,미분류,1,273,128.3731074,34.89382766
차도포장,100,도산면,348021315B,통영시,10023,RD20170001,신설,기타,89.58,939.28,10.49,아스팔트콘크리트,미분류,미분류,미분류,1,274,128.3737119,34.89360695
보도포장,101,도산면,348021315B,통영시,10023,RD20170001,신설,기타,89.57,201.59,2.25,미분류,소형고압블럭,미분류,미분류,1,275,128.3737721,34.89363589
보도포장,102,도산면,348021315B,통영시,10021,RD20170001,신설,기타,2.79,7.67,2.75,미분류,소형고압블럭,미분류,미분류,1,276,128.3735056,34.89399604
차도포장,103,도산면,348021315B,통영시,10058,RD20170001,신설,기타,56.62,454.56,8.03,아스팔트콘크리트,미분류,미분류,미분류,1,277,128.3730645,34.89386062
차도포장,105,도산면,348021315B,통영시,10101,RD20170001,신설,기타,40.51,326.1,8.05,아스팔트콘크리트,미분류,미분류,미분류,1,278,128.3725781,34.89389279
보도포장,106,도산면,348021315B,통영시,10058,RD20170001,신설,기타,57.6,121.73,2.11,미분류,소형고압블럭,미분류,미분류,1,279,128.3730482,34.89390726
보도포장,107,도산면,348021315B,통영시,10021,RD20170001,신설,기타,2.92,8.45,2.89,미분류,소형고압블럭,미분류,미분류,1,280,128.3732873,34.89406159
차도포장,109,도산면,348021315B,통영시,10021,RD20170001,신설,기타,20.52,275.43,13.42,아스팔트콘크리트,미분류,미분류,미분류,1,281,128.3733961,34.89402869
보도포장,110,도산면,348021315B,통영시,10021,RD20170001,신설,기타,3.05,9.09,2.98,미분류,소형고압블럭,미분류,미분류,1,282,128.3734106,34.89412211
차도포장,112,도산면,348021315A,통영시,10098,RD20170001,신설,기타,64.29,529.28,8.23,아스팔트콘크리트,미분류,미분류,미분류,1,283,128.3720891,34.89393839
차도포장,113,도산면,348021315A,통영시,10102,RD20170001,신설,기타,15.1,121.74,8.06,아스팔트콘크리트,미분류,미분류,미분류,1,284,128.3724188,34.8941063
보도포장,114,도산면,348021315A,통영시,10054,RD20170001,신설,기타,61.92,123.2,1.99,미분류,소형고압블럭,미분류,미분류,1,285,128.3711995,34.89402944
차도포장,115,도산면,348021315A,통영시,10054,RD20170001,신설,기타,69.05,552.63,8,아스팔트콘크리트,미분류,미분류,미분류,1,286,128.3711368,34.89405156
보도포장,116,도산면,348021315A,통영시,10054,RD20170001,신설,기타,74.49,146.94,1.97,미분류,소형고압블럭,미분류,미분류,1,287,128.3710842,34.89407662
보도포장,117,도산면,348021315A,통영시,10053,RD20170001,신설,기타,60.9,122.93,2.02,미분류,소형고압블럭,미분류,미분류,1,288,128.3717726,34.89431893
보도포장,118,도산면,348021315A,통영시,10104,RD20170001,신설,기타,3.09,6.65,2.15,미분류,소형고압블럭,미분류,미분류,1,289,128.3720919,34.89445672
보도포장,119,도산면,348021315A,통영시,10051,RD20170001,신설,기타,2.09,4.84,2.32,미분류,소형고압블럭,미분류,미분류,1,290,128.3720701,34.89446722
차도포장,120,도산면,348021315A,통영시,10104,RD20170001,신설,기타,42.45,340.49,8.02,아스팔트콘크리트,미분류,미분류,미분류,1,291,128.3722544,34.89432686
보도포장,121,도산면,348021315A,통영시,10104,RD20170001,신설,기타,3.27,6.35,1.94,미분류,소형고압블럭,미분류,미분류,1,292,128.3721872,34.89450497
차도포장,122,도산면,348021315A,통영시,10053,RD20170001,신설,기타,60.9,486.44,7.99,아스팔트콘크리트,미분류,미분류,미분류,1,293,128.3717439,34.89435734
보도포장,123,도산면,348021315A,통영시,10051,RD20170001,신설,기타,1.9,4.03,2.12,미분류,소형고압블럭,미분류,미분류,1,294,128.3721869,34.89452592
보도포장,124,도산면,348021315A,통영시,10053,RD20170001,신설,기타,60.89,121.78,2,미분류,소형고압블럭,미분류,미분류,1,295,128.3717159,34.89439596
차도포장,125,도산면,348021315A,통영시,10051,RD20170001,신설,기타,15.03,141.18,9.39,아스팔트콘크리트,미분류,미분류,미분류,1,296,128.3721026,34.89453066
보도포장,126,도산면,348021315A,통영시,10051,RD20170001,신설,기타,15.02,30.02,2,미분류,소형고압블럭,미분류,미분류,1,297,128.3720693,34.89457441
보도포장,127,도산면,348021315B,통영시,10020,RD20170001,신설,기타,89.57,205.61,2.3,미분류,소형고압블럭,미분류,미분류,1,298,128.3730216,34.89442084
보도포장,128,도산면,348021315B,통영시,10018,RD20170001,신설,기타,2.82,7.68,2.72,미분류,소형고압블럭,미분류,미분류,1,299,128.3727513,34.89477905
보도포장,129,도산면,348021315A,통영시,10050,RD20170001,신설,기타,57.53,120.42,2.09,미분류,소형고압블럭,미분류,미분류,1,300,128.372477,34.8946729
차도포장,130,도산면,348021315B,통영시,10020,RD20170001,신설,기타,89.56,936.44,10.46,아스팔트콘크리트,미분류,미분류,미분류,1,301,128.3730805,34.89445167
보도포장,131,도산면,348021315B,통영시,10020,RD20170001,신설,기타,89.55,200.83,2.24,미분류,소형고압블럭,미분류,미분류,1,302,128.3731396,34.89448174
보도포장,132,도산면,348021315B,통영시,10018,RD20170001,신설,기타,2.85,7.92,2.78,미분류,소형고압블럭,미분류,미분류,1,303,128.3728736,34.89484121
차도포장,133,도산면,348021315A,통영시,10050,RD20170001,신설,기타,56.51,454.58,8.04,아스팔트콘크리트,미분류,미분류,미분류,1,304,128.3724332,34.89470552
보도포장,135,도산면,348021315A,통영시,10050,RD20170001,신설,기타,57.99,120.67,2.08,미분류,소형고압블럭,미분류,미분류,1,305,128.3724191,34.89475325
보도포장,136,도산면,348021315B,통영시,10018,RD20170001,신설,기타,1.77,7.72,4.36,미분류,소형고압블럭,미분류,미분류,1,306,128.3726553,34.8949061
차도포장,138,도산면,348021315B,통영시,10018,RD20170001,신설,기타,20.42,274.84,13.46,아스팔트콘크리트,미분류,미분류,미분류,1,307,128.3727645,34.89487357
보도포장,139,도산면,348021315B,통영시,10018,RD20170001,신설,기타,2.9,8.28,2.86,미분류,소형고압블럭,미분류,미분류,1,308,128.3727782,34.89496777
보도포장,141,도산면,348021315A,통영시,10095,RD20170001,신설,기타,4.39,9.83,2.24,미분류,소형고압블럭,미분류,미분류,1,309,128.3705538,34.89500005
보도포장,142,도산면,348021305C,통영시,10044,RD20170001,신설,기타,95.94,191.5,2,미분류,소형고압블럭,미분류,미분류,1,310,128.3709203,34.89505628
차도포장,143,도산면,348021305C,통영시,10044,RD20170001,신설,기타,88.25,704.5,7.98,아스팔트콘크리트,미분류,미분류,미분류,1,311,128.3709263,34.89511099
보도포장,144,도산면,348021305C,통영시,10044,RD20170001,신설,기타,78.68,156.35,1.99,미분류,소형고압블럭,미분류,미분류,1,312,128.3709434,34.89517327
보도포장,145,도산면,348021305C,통영시,10017,RD20170001,신설,기타,89.79,200.41,2.23,미분류,소형고압블럭,미분류,미분류,1,313,128.3723892,34.8952665
보도포장,146,도산면,348021305C,통영시,10015,RD20170001,신설,기타,1.77,8.52,4.81,미분류,소형고압블럭,미분류,미분류,1,314,128.3721188,34.89562632
보도포장,147,도산면,348021305C,통영시,10043,RD20170001,신설,기타,79.13,161.91,2.05,미분류,소형고압블럭,미분류,미분류,1,315,128.371748,34.89547191
차도포장,148,도산면,348021305C,통영시,10017,RD20170001,신설,기타,89.78,941.77,10.49,아스팔트콘크리트,미분류,미분류,미분류,1,316,128.3724485,34.89529647
보도포장,149,도산면,348021305C,통영시,10017,RD20170001,신설,기타,89.77,203.22,2.26,미분류,소형고압블럭,미분류,미분류,1,317,128.372508,34.89532647
보도포장,150,도산면,348021305C,통영시,10015,RD20170001,신설,기타,2.71,7.35,2.71,미분류,소형고압블럭,미분류,미분류,1,318,128.3722427,34.89568674
차도포장,151,도산면,348021305C,통영시,10043,RD20170001,신설,기타,77.58,622.2,8.02,아스팔트콘크리트,미분류,미분류,미분류,1,319,128.3717024,34.89550315
보도포장,152,도산면,348021305C,통영시,10043,RD20170001,신설,기타,78.58,162.41,2.07,미분류,소형고압블럭,미분류,미분류,1,320,128.3716872,34.8955497
보도포장,153,도산면,348021305C,통영시,10015,RD20170001,신설,기타,2.89,8.13,2.81,미분류,소형고압블럭,미분류,미분류,1,321,128.372024,34.89575308
차도포장,154,도산면,348021305C,통영시,10015,RD20170001,신설,기타,20.52,275.35,13.42,아스팔트콘크리트,미분류,미분류,미분류,1,322,128.3721331,34.8957201
보도포장,155,도산면,348021305C,통영시,10015,RD20170001,신설,기타,2.92,8.28,2.84,미분류,소형고압블럭,미분류,미분류,1,323,128.3721465,34.89581427
보도포장,156,도산면,348021305C,통영시,10095,RD20170001,신설,기타,4.17,8.5,2.04,미분류,소형고압블럭,미분류,미분류,1,324,128.3702159,34.89584167
차도포장,157,도산면,348021305C,통영시,10095,RD20170001,신설,기타,113.37,932.27,8.22,아스팔트콘크리트,미분류,미분류,미분류,1,325,128.3703576,34.8953929
보도포장,158,도산면,348021305D,통영시,10046,RD20170001,신설,기타,94.77,195.33,2.06,미분류,소형고압블럭,미분류,미분류,1,326,128.372653,34.8959285
보도포장,159,도산면,348021305C,통영시,10037,RD20170001,신설,기타,67.06,133.35,1.99,미분류,소형고압블럭,미분류,미분류,1,327,128.3705326,34.89601998
차도포장,160,도산면,348021305D,통영시,10046,RD20170001,신설,기타,93.7,746.75,7.97,아스팔트콘크리트,미분류,미분류,미분류,1,328,128.3726375,34.89597443
보도포장,161,도산면,348021305D,통영시,10046,RD20170001,신설,기타,94.7,195.8,2.07,미분류,소형고압블럭,미분류,미분류,1,329,128.3725978,34.89600823
차도포장,162,도산면,348021305C,통영시,10037,RD20170001,신설,기타,73.01,582.63,7.98,아스팔트콘크리트,미분류,미분류,미분류,1,330,128.3704738,34.89604374
보도포장,163,도산면,348021305C,통영시,10037,RD20170001,신설,기타,77.48,154.81,2,미분류,소형고압블럭,미분류,미분류,1,331,128.3704252,34.89607106
보도포장,164,도산면,348021305C,통영시,10014,RD20170001,신설,기타,89.31,204.3,2.29,미분류,소형고압블럭,미분류,미분류,1,332,128.3717575,34.89611332
보도포장,165,도산면,348021305C,통영시,10036,RD20170001,신설,기타,67.24,138.38,2.06,미분류,소형고압블럭,미분류,미분류,1,333,128.3711693,34.89633955
