위도,경도,shop,name,addr:full,source,source:date
33.2516464,126.562634,bakery,돌코롬,제주특별자치도 서귀포시 동문로 14 (서귀동),공공데이터포털,2018-02-23
33.2571748,126.5276268,bakery,플러스베이커리썬마트,제주특별자치도 서귀포시 호근서호로 125 (호근동),공공데이터포털,2018-02-23
33.2570577,126.5278162,bakery,르방,제주특별자치도 서귀포시 호근서호로 140 (호근동),공공데이터포털,2018-02-23
33.2788483,126.7185714,bakery,파리바게뜨제주남원점,제주특별자치도 서귀포시 남원읍 태위로 672-1,공공데이터포털,2018-02-23
33.2527346,126.4246704,bakery,뚜레쥬르 중문점,제주특별자치도 서귀포시 천제연로 185 (중문동),공공데이터포털,2018-02-23
33.2535823,126.5058884,bakery,채점석베이커리 신시가지점,제주특별자치도 서귀포시 신서로32번길 12 (강정동),공공데이터포털,2018-02-23
33.2500049,126.5090601,bakery,파리바게뜨서귀포월드컵점,제주특별자치도 서귀포시 신서귀로 3 (법환동),공공데이터포털,2018-02-23
33.4268965,126.8647243,bakery,제일성심담2호점,제주특별자치도 서귀포시 성산읍 서성일로 1231,공공데이터포털,2018-02-23
33.4500727,126.9116643,bakery,제일성심담3호점,제주특별자치도 서귀포시 성산읍 고성중앙로 89,공공데이터포털,2018-02-23
33.2752458,126.6617079,bakery,빵돌이와 빵순이,제주특별자치도 서귀포시 남원읍 태위로 133,공공데이터포털,2018-02-23
33.3234478,126.8447796,bakery,마고,제주특별자치도 서귀포시 표선면 민속해안로 537,공공데이터포털,2018-02-23
33.4625433,126.9331617,bakery,제주일출쑥빵보리빵,제주특별자치도 서귀포시 성산읍 성산중앙로 30-3,공공데이터포털,2018-02-23
33.2570546,126.5760605,bakery,꼬망,제주특별자치도 서귀포시 동홍남로 71 (동홍동),공공데이터포털,2018-02-23
33.2572879,126.5572703,bakery,듀브레드,제주특별자치도 서귀포시 홍중로 52 1층 (서홍동),공공데이터포털,2018-02-23
33.25544,126.5761554,bakery,뷔쏭,제주특별자치도 서귀포시 동홍중앙로66번길 36-11 (동홍동),공공데이터포털,2018-02-23
33.2385593,126.5144987,bakery,해담베이커리,제주특별자치도 서귀포시 이어도로 938 (법환동),공공데이터포털,2018-02-23
33.4619088,126.9345529,bakery,파리바게뜨성산일출봉점,제주특별자치도 서귀포시 성산읍 일출로 270-1 2층,공공데이터포털,2018-02-23
33.2505248,126.6209111,bakery,또또시,제주특별자치도 서귀포시 쇠소깍로 151-8 1층 (하효동),공공데이터포털,2018-02-23
33.2544217,126.4199736,bakery,해성베이커리,제주특별자치도 서귀포시 천제연로 131-8 (중문동),공공데이터포털,2018-02-23
33.291513,126.284129,bakery,파리바게트제주영어도시점,제주특별자치도 서귀포시 대정읍 에듀시티로 44 1층,공공데이터포털,2018-02-23
33.2798179,126.2737676,bakery,빵가게,제주특별자치도 서귀포시 대정읍 영어도시로 27-10,공공데이터포털,2018-02-23
33.2541205,126.560076,bakery,더심플,제주특별자치도 서귀포시 서호남로32번길 10-6 1층 101호 (서호동),공공데이터포털,2018-02-23
33.2505278,126.5633605,bakery,플란다슈,제주특별자치도 서귀포시 중정로91번길 35 (서귀동),공공데이터포털,2018-02-23
33.2551275,126.5758772,bakery,블랑제리,제주특별자치도 서귀포시 동홍중앙로52번길 2 1층 (동홍동),공공데이터포털,2018-02-23
33.3806039,126.8753735,bakery,스터닝베이커리,제주특별자치도 서귀포시 성산읍 독자봉로51번길 56 1층,공공데이터포털,2018-02-23
33.2485349,126.4103936,bakery,델리카한스,제주특별자치도 서귀포시 중문관광로72번길 35 1층 (색달동),공공데이터포털,2018-02-23
33.4380663,126.9212263,bakery,동공똘베이킹,제주특별자치도 서귀포시 성산읍 섭지코지로 48 1층,공공데이터포털,2018-02-23
33.2488443,126.5208077,bakery,다솜베이커리,제주특별자치도 서귀포시 서호남로 92-16 상가동 102호 (서호동 LH2단지),공공데이터포털,2018-02-23
33.2402708,126.2507128,bakery,뚜레쥬르제주모슬포점,제주특별자치도 서귀포시 대정읍 일주서로 2641,공공데이터포털,2018-02-23
33.2489574,126.5073438,bakery,시스터필드,제주특별자치도 서귀포시 월드컵로 8 1층 (강정동),공공데이터포털,2018-02-23
33.2541205,126.560076,bakery,봉주르마담,제주특별자치도 서귀포시 대청로 33 1층 (강정동),공공데이터포털,2018-02-23
33.2784254,126.7000067,bakery,로뎀베이커리,제주특별자치도 서귀포시 남원읍 남원체육관로 342 상가101호 (남원LH아파트),공공데이터포털,2018-02-23
33.24753,126.5624288,bakery,금미대만대왕카스테라,제주특별자치도 서귀포시 중정로 56 1층 (서귀동),공공데이터포털,2018-02-23
33.2496646,126.3357732,bakery,파리바게뜨제주화순점,제주특별자치도 서귀포시 안덕면 화순중앙로 29 1층,공공데이터포털,2018-02-23
33.2565479,126.6215097,bakery,디저트팩토리제주쇠소깍점,제주특별자치도 서귀포시 효돈순환로 217-3 1층 (하효동),공공데이터포털,2018-02-23
33.2318981,126.2977226,bakery,채점석베이커리 혁신도시점,제주특별자치도 서귀포시 서호남로32번길 29 1층 (서호동),공공데이터포털,2018-02-23
33.4721117,126.9331983,bakery,제일성심당 성산항점,제주특별자치도 서귀포시 성산읍 성산등용로 130-21 1층,공공데이터포털,2018-02-23
33.4721117,126.9331983,bakery,브릭공장,제주특별자치도 서귀포시 성산읍 성산등용로 130-21 1층,공공데이터포털,2018-02-23
33.2307269,126.2920597,bakery,안덕농협사계지점베이커리,제주특별자치도 서귀포시 안덕면 사계북로 5,공공데이터포털,2018-02-23
33.2421595,126.6100897,bakery,게우지코지인갤러리,제주특별자치도 서귀포시 보목포로 179 1층 (하효동),공공데이터포털,2018-02-23
33.3036005,126.39036,bakery,핀크스베이커리,제주특별자치도 서귀포시 안덕면 산록남로762번길 79 지하1 지상1층,공공데이터포털,2018-02-23
33.2541205,126.560076,bakery,파리바게뜨서귀포시강정지구,제주특별자치도 서귀포시 대청로 39 1층 101 102호 (강정동),공공데이터포털,2018-02-23
33.2516189,126.5628308,bakery,로타리과자점,제주특별자치도 서귀포시 동문로 16 1층 (서귀동),공공데이터포털,2018-02-23
33.448917,126.9175588,bakery,미스터브레들리(Mr.Breadley),제주특별자치도 서귀포시 성산읍 동류암로 20 C동 1층,공공데이터포털,2018-02-23
33.3251759,126.8325861,bakery,옵써빵집,제주특별자치도 서귀포시 표선면 표선동서로 240 1층,공공데이터포털,2018-02-23
33.301546,126.317122,bakery,파리바게뜨신화월드점,제주특별자치도 서귀포시 안덕면 신화역사로304번길 139 1층 (제주신화빌라스 일본테라스),공공데이터포털,2018-02-23
33.245396,126.5668909,bakery,라이즈앤다인제과,제주특별자치도 서귀포시 태평로 436 1층 (서귀동),공공데이터포털,2018-02-23
33.2381265,126.5135941,bakery,가파도청보리빵,제주특별자치도 서귀포시 법환로38번길 13 1층 (법환동),공공데이터포털,2018-02-23
33.2862186,126.4442655,bakery,위호텔델리,제주특별자치도 서귀포시 1100로 453-95 (회수동),공공데이터포털,2018-02-23
33.2622164,126.6206179,bakery,달달콤콤,제주특별자치도 서귀포시 일주동로 8106 1층 (하효동),공공데이터포털,2018-02-23
33.253352,126.5671399,bakery,(주)쿱스토어제주동홍점,제주특별자치도 서귀포시 동홍로 49-7 1층 (동홍동),공공데이터포털,2018-02-23
33.2557864,126.5727888,bakery,세피베이글,제주특별자치도 서귀포시 동홍중앙로 58-16 1층 (동홍동),공공데이터포털,2018-02-23
33.2528509,126.5762661,bakery,다올베이커리,제주특별자치도 서귀포시 태평로 554 (동홍동),공공데이터포털,2018-02-23
33.286509,126.281098,bakery,뚜레쥬르제주영어도시점,제주특별자치도 서귀포시 대정읍 에듀시티로 102 1층 106~108호 (한신더휴상가),공공데이터포털,2018-02-23
33.3052583,126.3149549,bakery,랜딩델리(Landing Deli),제주특별자치도 서귀포시 안덕면 신화역사로304번길 38 지하1층,공공데이터포털,2018-02-23
33.3052583,126.3149549,bakery,본본델리(Bon Bon Deli),제주특별자치도 서귀포시 안덕면 신화역사로304번길 38 1층,공공데이터포털,2018-02-23
33.3052583,126.3149549,bakery,아델린,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38 호텔동 지하1층,공공데이터포털,2018-02-23
33.2238304,126.2555824,bakery,달콤해,제주특별자치도 서귀포시 대정읍 상모로290번길 30 1층,공공데이터포털,2018-02-23
