위도,경도,amenity,name,addr:full,source,source:date,shop
33.2586063,126.5620424,휴게음식점,서귀포학생문화원구내식당,제주특별자치도 서귀포시 중앙로150번길 4-1 (동홍동),공공데이터포털,2018-02-23,
33.2479639,126.5644025,휴게음식점,서귀먹보김밥천국,제주특별자치도 서귀포시 이중섭로 1 (서귀동),공공데이터포털,2018-02-23,
33.2476176,126.5628319,휴게음식점,베스킨라빈스,제주특별자치도 서귀포시 중정로 60 (서귀동),공공데이터포털,2018-02-23,
33.2429044,126.4204352,휴게음식점,씨에스호텔시젠,제주특별자치도 서귀포시 중문관광로 198 (중문동),공공데이터포털,2018-02-23,
33.2490074,126.5675574,휴게음식점,아름이네분식,제주특별자치도 서귀포시 동문로 69 (서귀동),공공데이터포털,2018-02-23,
33.2480405,126.5620524,cafe,백록다방,제주특별자치도 서귀포시 중앙로 38 (서귀동),공공데이터포털,2018-02-23,
33.4472813,126.914758,cafe,공주다방,제주특별자치도 서귀포시 성산읍 일출로 18,공공데이터포털,2018-02-23,
33.2501459,126.5672963,휴게음식점,짱구분식,제주특별자치도 서귀포시 중동로48번길 3 (서귀동),공공데이터포털,2018-02-23,
33.3223451,126.8414874,,민속촌편의점,제주특별자치도 서귀포시 표선면 민속해안로 631-34,공공데이터포털,2018-02-23,convenience
33.2795235,126.7199645,cafe,제원다방,제주특별자치도 서귀포시 남원읍 태위로 687,공공데이터포털,2018-02-23,
33.3265182,126.8331331,휴게음식점,향찻집,제주특별자치도 서귀포시 표선면 표선동서로 255,공공데이터포털,2018-02-23,
33.2533972,126.5593495,휴게음식점,러브파이,제주특별자치도 서귀포시 중앙로101번길 13-2 (서홍동),공공데이터포털,2018-02-23,
33.2537273,126.5614624,휴게음식점,난타5000서귀포시청점,제주특별자치도 서귀포시 중앙로 102 (동홍동),공공데이터포털,2018-02-23,
33.2508239,126.5640907,cafe,금잔듸다방,제주특별자치도 서귀포시 동문로 30 (서귀동),공공데이터포털,2018-02-23,
33.2480965,126.560575,cafe,여정다방,제주특별자치도 서귀포시 중앙로 41 (서귀동),공공데이터포털,2018-02-23,
33.2507131,126.5630881,cafe,피서지다방,제주특별자치도 서귀포시 중정로91번길 39 (서귀동),공공데이터포털,2018-02-23,
33.248144,126.5677388,cafe,귀빈다방,제주특별자치도 서귀포시 정방로 6 (서귀동),공공데이터포털,2018-02-23,
33.2207101,126.253394,cafe,이반다방,제주특별자치도 서귀포시 대정읍 신영로 98,공공데이터포털,2018-02-23,
33.2486381,126.563135,cafe,화용다방,제주특별자치도 서귀포시 중정로61번길 8-1 (서귀동),공공데이터포털,2018-02-23,
33.2477168,126.5640771,휴게음식점,용우동서귀포점,제주특별자치도 서귀포시 이중섭로 4 (서귀동),공공데이터포털,2018-02-23,
33.2476527,126.5632133,휴게음식점,베트로,제주특별자치도 서귀포시 중정로62번길 1 (서귀동),공공데이터포털,2018-02-23,
33.4661342,126.9335405,휴게음식점,일출봉호텔커피숍,제주특별자치도 서귀포시 성산읍 한도로 244,공공데이터포털,2018-02-23,
33.2211157,126.2522972,cafe,제일다방,제주특별자치도 서귀포시 대정읍 하모중앙로 79,공공데이터포털,2018-02-23,
33.3258978,126.8317849,cafe,가름다방,제주특별자치도 서귀포시 표선면 표선중앙로80번길 9,공공데이터포털,2018-02-23,
33.2484188,126.5666291,cafe,대성다방,제주특별자치도 서귀포시 중정로 96 (서귀동),공공데이터포털,2018-02-23,
33.2446568,126.5517975,휴게음식점,삼매봉도서관구내식당 아띠,제주특별자치도 서귀포시 남성중로153번길 15 (서홍동),공공데이터포털,2018-02-23,
33.2519142,126.5609974,휴게음식점,토르토니서귀포점,제주특별자치도 서귀포시 중앙로 81 (서귀동),공공데이터포털,2018-02-23,
33.3225332,126.8228665,cafe,사계절다방, ,공공데이터포털,2018-02-23,
33.2799028,126.7191442,휴게음식점,청실,제주특별자치도 서귀포시 남원읍 태위로679번길 8,공공데이터포털,2018-02-23,
33.2214038,126.2531635,cafe,양지다방,제주특별자치도 서귀포시 대정읍 하모상가로 40,공공데이터포털,2018-02-23,
33.305894,126.28942,휴게음식점,주식회사아모레퍼시픽오설록,제주특별자치도 서귀포시 안덕면 신화역사로 15,공공데이터포털,2018-02-23,
33.2256763,126.2530378,cafe,초원다방,제주특별자치도 서귀포시 대정읍 동일하모로 206,공공데이터포털,2018-02-23,
33.2540178,126.5642069,휴게음식점,서귀포 피자클래스,제주특별자치도 서귀포시 일주동로 8650 (동홍동),공공데이터포털,2018-02-23,
33.2506825,126.5622388,휴게음식점,중앙분식삼춘냉면,제주특별자치도 서귀포시 중앙로72번길 8-9 (서귀동),공공데이터포털,2018-02-23,
33.2483035,126.5628089,휴게음식점,김가네,제주특별자치도 서귀포시 중앙로42번길 8 (서귀동),공공데이터포털,2018-02-23,
33.2400439,126.5645288,cafe,산호다방,제주특별자치도 서귀포시 부두로 55 (서귀동),공공데이터포털,2018-02-23,
33.2253598,126.2484874,휴게음식점,제주킹마트모슬포점,제주특별자치도 서귀포시 대정읍 동일하모로 158-3,공공데이터포털,2018-02-23,
33.2352359,126.3129553,휴게음식점,Kim여사의 밥상,제주특별자치도 서귀포시 안덕면 사계남로216번길 24-68,공공데이터포털,2018-02-23,
33.2793359,126.7204836,cafe,동그라미다방,제주특별자치도 서귀포시 남원읍 태위로 692,공공데이터포털,2018-02-23,
33.3190481,126.7087521,휴게음식점,원식품,제주특별자치도 서귀포시 남원읍 남조로 52,공공데이터포털,2018-02-23,
33.3056347,126.7921182,휴게음식점,옵데강,제주특별자치도 서귀포시 표선면 일주동로 6347-17,공공데이터포털,2018-02-23,
33.4721117,126.9331983,휴게음식점,쉼터만나스넥,제주특별자치도 서귀포시 성산읍 성산등용로 112-7,공공데이터포털,2018-02-23,
33.2480796,126.566302,휴게음식점,고망식당,제주특별자치도 서귀포시 태평로431번길 26 (서귀동),공공데이터포털,2018-02-23,
33.2570821,126.5758691,휴게음식점,김밥천국,제주특별자치도 서귀포시 동홍남로 69 (동홍동),공공데이터포털,2018-02-23,
33.2644535,126.3933033,휴게음식점,세븐일레븐서귀포스카이힐점,제주특별자치도 서귀포시 일주서로 1124 (상예동),공공데이터포털,2018-02-23,
33.2474277,126.5659049,cafe,황제다방,제주특별자치도 서귀포시 명동로 38 2층 (서귀동),공공데이터포털,2018-02-23,
33.2493324,126.4083941,휴게음식점,스위트호텔 코코모,제주특별자치도 서귀포시 중문관광로72번길 67 (색달동),공공데이터포털,2018-02-23,
33.2392231,126.5586562,휴게음식점,서귀동어촌계해녀의집,제주특별자치도 서귀포시 남성중로 40 (서홍동),공공데이터포털,2018-02-23,
33.2687657,126.5857876,휴게음식점,516김밥,제주특별자치도 서귀포시 516로 176 (토평동),공공데이터포털,2018-02-23,
33.2791363,126.7184405,휴게음식점,탐우동,제주특별자치도 서귀포시 남원읍 태위로 673,공공데이터포털,2018-02-23,
33.2653527,126.3717798,휴게음식점,창천휴게음식점,제주특별자치도 서귀포시 안덕면 일주서로 1326,공공데이터포털,2018-02-23,
33.2239822,126.2553477,휴게음식점,러브하우스,제주특별자치도 서귀포시 대정읍 상모대서로 3,공공데이터포털,2018-02-23,
33.2242506,126.2523089,cafe,아라다방,제주특별자치도 서귀포시 대정읍 하모중앙로 44,공공데이터포털,2018-02-23,
33.2523615,126.4212458,휴게음식점,킹마트분식,제주특별자치도 서귀포시 천제연로 154-1 (중문동),공공데이터포털,2018-02-23,
33.2505549,126.5727622,휴게음식점,맛짱김밥,제주특별자치도 서귀포시 태평로512번길 1-4 101호 (동홍동),공공데이터포털,2018-02-23,
33.2515942,126.4252213,휴게음식점,김밥형님볶이아우,제주특별자치도 서귀포시 천제연로 192-1 (중문동),공공데이터포털,2018-02-23,
33.2519394,126.5614595,휴게음식점,옹기종기,제주특별자치도 서귀포시 중앙로 82 (서귀동),공공데이터포털,2018-02-23,
33.2606345,126.5129522,휴게음식점,친구들,제주특별자치도 서귀포시 중산간동로 8462-2 (서호동),공공데이터포털,2018-02-23,
33.2485788,126.5642465,휴게음식점,초록분식,제주특별자치도 서귀포시 중앙로42번길 24 (서귀동),공공데이터포털,2018-02-23,
33.3258978,126.8317849,cafe,솔잎다방,제주특별자치도 서귀포시 표선면 표선중앙로80번길 9,공공데이터포털,2018-02-23,
33.2787198,126.7170458,휴게음식점,시카고피자남원점,제주특별자치도 서귀포시 남원읍 태위로 659,공공데이터포털,2018-02-23,
33.4508497,126.914834,휴게음식점,피자클럽성산동남점,제주특별자치도 서귀포시 성산읍 고성동서로 71,공공데이터포털,2018-02-23,
33.3190481,126.7087521,휴게음식점,남원농협중앙간이지점,제주특별자치도 서귀포시 남원읍 남조로 52,공공데이터포털,2018-02-23,
33.2256651,126.2523708,휴게음식점,홈메이드김밥,제주특별자치도 서귀포시 대정읍 하모중앙로 30,공공데이터포털,2018-02-23,
33.3269897,126.8317896,휴게음식점,아마니타,제주특별자치도 서귀포시 표선면 표선중앙로 68,공공데이터포털,2018-02-23,
33.2530741,126.5621299,휴게음식점,테라스,제주특별자치도 서귀포시 일주동로 8671 (서귀동),공공데이터포털,2018-02-23,
33.2526876,126.570047,휴게음식점,코마분식,제주특별자치도 서귀포시 태평로537번길 49 (동홍동),공공데이터포털,2018-02-23,
33.2516397,126.4246163,휴게음식점,나성청보리빵수두리보말칼국수,제주특별자치도 서귀포시 천제연로 186-1 (중문동),공공데이터포털,2018-02-23,
33.2472388,126.5092079,휴게음식점,미가,제주특별자치도 서귀포시 월드컵로 33 (법환동),공공데이터포털,2018-02-23,
33.2559647,126.5122426,휴게음식점,영애분식,제주특별자치도 서귀포시 신서귀로76번길 5 (서호동),공공데이터포털,2018-02-23,
33.259096,126.5709653,휴게음식점,똘이분식,제주특별자치도 서귀포시 동홍북로 24 (동홍동),공공데이터포털,2018-02-23,
33.2498365,126.5601146,휴게음식점,죽이야기서귀포점,제주특별자치도 서귀포시 중앙로 59 (서귀동),공공데이터포털,2018-02-23,
33.2533972,126.5593495,휴게음식점,우리집,제주특별자치도 서귀포시 중앙로101번길 13-2 (서홍동),공공데이터포털,2018-02-23,
33.4257554,126.931741,휴게음식점,올인카페테리아,제주특별자치도 서귀포시 성산읍 섭지코지로 261,공공데이터포털,2018-02-23,
33.2337921,126.3109307,휴게음식점,용머리휴게음식점,제주특별자치도 서귀포시 안덕면 사계남로216번길 28,공공데이터포털,2018-02-23,
33.2843492,126.353606,,정석편의점,제주특별자치도 서귀포시 안덕면 한창로 273,공공데이터포털,2018-02-23,convenience
33.2583344,126.560288,휴게음식점,한아름분식,제주특별자치도 서귀포시 중앙로 154 (서홍동),공공데이터포털,2018-02-23,
33.2536583,126.545814,휴게음식점,하논바람, ,공공데이터포털,2018-02-23,
33.2472388,126.5092079,휴게음식점,바리스타월드컵경기장점,제주특별자치도 서귀포시 월드컵로 33 (법환동),공공데이터포털,2018-02-23,
33.2528512,126.561642,휴게음식점,이삭토스트2호점,제주특별자치도 서귀포시 중앙로 92 (서귀동),공공데이터포털,2018-02-23,
33.2484335,126.5092187,휴게음식점,이디야커피전문점,제주특별자치도 서귀포시 일주동로 9209 (법환동),공공데이터포털,2018-02-23,
33.2484335,126.5092187,휴게음식점,(주)이마트서귀포점조리식품,제주특별자치도 서귀포시 일주동로 9209 (법환동),공공데이터포털,2018-02-23,
33.2484335,126.5092187,휴게음식점,(주)이마트서귀포점회코너,제주특별자치도 서귀포시 일주동로 9209 (법환동),공공데이터포털,2018-02-23,
33.3258978,126.8317849,cafe,두리다방,제주특별자치도 서귀포시 표선면 표선중앙로80번길 9,공공데이터포털,2018-02-23,
33.2232103,126.257842,cafe,진다방,제주특별자치도 서귀포시 대정읍 상모로 294,공공데이터포털,2018-02-23,
33.2546582,126.3467011,휴게음식점,더클라이막스,제주특별자치도 서귀포시 안덕면 일주서로 1611,공공데이터포털,2018-02-23,
33.4497079,126.9117086,cafe,보배다방,제주특별자치도 서귀포시 성산읍 고성중앙로 84,공공데이터포털,2018-02-23,
33.2532723,126.5717372,휴게음식점,내입속의김밥,제주특별자치도 서귀포시 동홍중앙로 29 (동홍동),공공데이터포털,2018-02-23,
33.2339513,126.3136258,휴게음식점,용머리농수산,제주특별자치도 서귀포시 안덕면 사계남로216번길 24-27,공공데이터포털,2018-02-23,
33.2468871,126.3361886,휴게음식점,화순에덴분식,제주특별자치도 서귀포시 안덕면 화순로 96,공공데이터포털,2018-02-23,
33.2486729,126.5627846,cafe,만호다방,제주특별자치도 서귀포시 중정로61번길 9 (서귀동),공공데이터포털,2018-02-23,
33.416346,126.889907,휴게음식점,호떡분식,제주특별자치도 서귀포시 성산읍 일주동로 4227,공공데이터포털,2018-02-23,
33.250057,126.5612414,cafe,블랙다방,제주특별자치도 서귀포시 중앙로59번길 4 (서귀동),공공데이터포털,2018-02-23,
33.2487995,126.5083874,휴게음식점,커피볶는집오즈비,제주특별자치도 서귀포시 일주동로 9217 (법환동),공공데이터포털,2018-02-23,
33.2385976,126.6026817,휴게음식점,앞바당,제주특별자치도 서귀포시 보목로70번길 8 (보목동),공공데이터포털,2018-02-23,
33.3252096,126.8323332,휴게음식점,큰손왕만두,제주특별자치도 서귀포시 표선면 표선동서로 239,공공데이터포털,2018-02-23,
33.2232785,126.2583373,cafe,수지다방,제주특별자치도 서귀포시 대정읍 상모로290번길 2,공공데이터포털,2018-02-23,
33.3056347,126.7921182,휴게음식점,올래,제주특별자치도 서귀포시 표선면 일주동로 6347-17,공공데이터포털,2018-02-23,
33.449765,126.9147281,휴게음식점,먹보왕만두동남점,제주특별자치도 서귀포시 성산읍 고성동서로56번길 18,공공데이터포털,2018-02-23,
33.2504381,126.5676971,휴게음식점,제주인화찐빵,제주특별자치도 서귀포시 동홍로 19 (서귀동),공공데이터포털,2018-02-23,
33.2493773,126.5634319,휴게음식점,덕이죽집,제주특별자치도 서귀포시 중앙로48번길 17 (서귀동),공공데이터포털,2018-02-23,
33.2485522,126.5639723,휴게음식점,소문난순대족발,제주특별자치도 서귀포시 중앙로42번길 22 (서귀동),공공데이터포털,2018-02-23,
33.2520222,126.5605933,휴게음식점,김밥명가,제주특별자치도 서귀포시 서문로 5 (서귀동),공공데이터포털,2018-02-23,
33.3085402,126.6344826,휴게음식점,휴애리,제주특별자치도 서귀포시 남원읍 신례동로 256,공공데이터포털,2018-02-23,
33.2831948,126.349772,휴게음식점,자동차박물관티하우스,제주특별자치도 서귀포시 안덕면 중산간서로 1610,공공데이터포털,2018-02-23,
33.2786915,126.7179704,휴게음식점,버거나라남원점,제주특별자치도 서귀포시 남원읍 태위로 668,공공데이터포털,2018-02-23,
33.2484335,126.5092187,휴게음식점,(주)보승식품,제주특별자치도 서귀포시 일주동로 9209 (법환동),공공데이터포털,2018-02-23,
33.2570575,126.5756055,휴게음식점,피자다오,제주특별자치도 서귀포시 동홍남로 67 (동홍동),공공데이터포털,2018-02-23,
33.2496757,126.5675722,휴게음식점,오는정김밥,제주특별자치도 서귀포시 동문동로 2 (서귀동),공공데이터포털,2018-02-23,
33.2392661,126.6068963,휴게음식점,보목어촌계식당,제주특별자치도 서귀포시 보목포로 48 (보목동),공공데이터포털,2018-02-23,
33.2604879,126.5600101,휴게음식점,조리제안델리,제주특별자치도 서귀포시 중앙로 180 (동홍동),공공데이터포털,2018-02-23,
33.4305782,126.9277688,휴게음식점,던킨도너츠휘닉스점,제주특별자치도 서귀포시 성산읍 섭지코지로 107,공공데이터포털,2018-02-23,
33.4489824,126.9152358,휴게음식점,써니,제주특별자치도 서귀포시 성산읍 고성오조로 60,공공데이터포털,2018-02-23,
33.2497883,126.5651399,휴게음식점,강추분식,제주특별자치도 서귀포시 중정로91번길 18 (서귀동),공공데이터포털,2018-02-23,
33.199919,126.276136,휴게음식점,설렁탕빠진전복,제주특별자치도 서귀포시 대정읍 최남단해안로 412,공공데이터포털,2018-02-23,
33.2465809,126.333321,휴게음식점,안덕농협휴게음식점,제주특별자치도 서귀포시 안덕면 화순로 122,공공데이터포털,2018-02-23,
33.4818042,126.9017207,휴게음식점,목화식당휴게소,제주특별자치도 서귀포시 성산읍 해맞이해안로 2526,공공데이터포털,2018-02-23,
33.3706144,126.6799654,휴게음식점,주식회사더클래식씨씨그늘집1,제주특별자치도 서귀포시 남원읍 남조로 1105,공공데이터포털,2018-02-23,
33.2493161,126.5680524,휴게음식점,윤희분식,제주특별자치도 서귀포시 동홍로 10 (서귀동),공공데이터포털,2018-02-23,
33.4645385,126.9336741,cafe,영다방, ,공공데이터포털,2018-02-23,
33.2477094,126.5617231,휴게음식점,미스터피자서귀포점,제주특별자치도 서귀포시 중앙로 35 (서귀동),공공데이터포털,2018-02-23,
33.2904213,126.322602,휴게음식점,소인국카페,제주특별자치도 서귀포시 안덕면 중산간서로 1878,공공데이터포털,2018-02-23,
33.3242993,126.8321767,cafe,원다방,제주특별자치도 서귀포시 표선면 표선동서로 228,공공데이터포털,2018-02-23,
33.2582273,126.5749298,휴게음식점,이디야커피서귀포점,제주특별자치도 서귀포시 중앙로 90 (서귀동),공공데이터포털,2018-02-23,
33.2659083,126.5697725,휴게음식점,또또김밥,제주특별자치도 서귀포시 중산간동로 7926 (동홍동),공공데이터포털,2018-02-23,
33.2510796,126.4127629,휴게음식점,스타벅스커피 제주중문점,제주특별자치도 서귀포시 중문관광로110번길 32 (색달동),공공데이터포털,2018-02-23,
33.279325,126.719333,휴게음식점,남원분식,제주특별자치도 서귀포시 남원읍 태위로679번길 2,공공데이터포털,2018-02-23,
33.3264274,126.8366249,휴게음식점,네잎크로바,제주특별자치도 서귀포시 표선면 표선백사로 123,공공데이터포털,2018-02-23,
33.4505144,126.9144273,cafe,미소다방,제주특별자치도 서귀포시 성산읍 고성동서로 66,공공데이터포털,2018-02-23,
33.2604879,126.5600101,휴게음식점,고가비,제주특별자치도 서귀포시 중앙로 180 (동홍동),공공데이터포털,2018-02-23,
33.2904213,126.322602,휴게음식점,걸리버스넥,제주특별자치도 서귀포시 안덕면 중산간서로 1878,공공데이터포털,2018-02-23,
33.2567149,126.5714318,휴게음식점,라르고커피숍,제주특별자치도 서귀포시 동홍남로 30 (동홍동),공공데이터포털,2018-02-23,
33.2413649,126.4245153,휴게음식점,던킨도너츠제주컨벤션점,제주특별자치도 서귀포시 중문관광로 224 (중문동),공공데이터포털,2018-02-23,
33.2522055,126.6231188,휴게음식점,쇠소깍휴게소,제주특별자치도 서귀포시 쇠소깍로 128 (하효동),공공데이터포털,2018-02-23,
33.2213619,126.2523642,휴게음식점,GS25제주대정점,제주특별자치도 서귀포시 대정읍 하모중앙로 75,공공데이터포털,2018-02-23,
33.2487995,126.5083874,휴게음식점,GS25서귀터미널점,제주특별자치도 서귀포시 일주동로 9213 (법환동),공공데이터포털,2018-02-23,
33.2341791,126.5136523,휴게음식점,좀녀숨비소리,제주특별자치도 서귀포시 최영로 10 (법환동),공공데이터포털,2018-02-23,
33.2434045,126.5598021,휴게음식점,쥬씨천지연점,제주특별자치도 서귀포시 남성중로 2-3 (서홍동),공공데이터포털,2018-02-23,
33.2604879,126.5600101,휴게음식점,조리제안핫델리,제주특별자치도 서귀포시 중앙로 180 (동홍동),공공데이터포털,2018-02-23,
33.2801687,126.7201902,cafe,선다방,제주특별자치도 서귀포시 남원읍 태위로689번길 8,공공데이터포털,2018-02-23,
33.2604879,126.5600101,휴게음식점,KFC 서귀포HP,제주특별자치도 서귀포시 중앙로 180 (동홍동),공공데이터포털,2018-02-23,
33.2492052,126.5663352,cafe,고려다방,제주특별자치도 서귀포시 중앙로42번길 44 (서귀동),공공데이터포털,2018-02-23,
33.2526756,126.5594043,휴게음식점,제주한라찐빵,제주특별자치도 서귀포시 일주동로 8697 (서귀동),공공데이터포털,2018-02-23,
33.2413649,126.4245153,휴게음식점,전복나라,제주특별자치도 서귀포시 중문관광로 224 (중문동),공공데이터포털,2018-02-23,
33.273358,126.6542951,휴게음식점,이쁜이김밥,제주특별자치도 서귀포시 남원읍 태위로 60,공공데이터포털,2018-02-23,
33.2442247,126.5821443,휴게음식점,검은여닭도가니,제주특별자치도 서귀포시 검은여로 4 (토평동),공공데이터포털,2018-02-23,
33.2526399,126.5616863,휴게음식점,던킨도너츠제주서귀포점,제주특별자치도 서귀포시 중앙로 88 (서귀동),공공데이터포털,2018-02-23,
33.2536625,126.5592132,휴게음식점,운송,제주특별자치도 서귀포시 홍중로 8 (서홍동),공공데이터포털,2018-02-23,
33.2599437,126.5563939,휴게음식점,해신분식,제주특별자치도 서귀포시 흙담솔로 27-1 (서홍동),공공데이터포털,2018-02-23,
33.2790966,126.7193965,휴게음식점,항아리반찬가게,제주특별자치도 서귀포시 남원읍 태위로682번길 2,공공데이터포털,2018-02-23,
33.2518512,126.422666,,CU 제주중문길점,제주특별자치도 서귀포시 천제연로 168 1층 (중문동),공공데이터포털,2018-02-23,convenience
33.3601625,126.72564,휴게음식점,모꼬지,제주특별자치도 서귀포시 남원읍 원님로399번길 319,공공데이터포털,2018-02-23,
33.2523991,126.4255663,휴게음식점,빈스와플,제주특별자치도 서귀포시 중문상로 43 (중문동),공공데이터포털,2018-02-23,
33.2504823,126.5612967,휴게음식점,마녀닭강정&치킨,제주특별자치도 서귀포시 중앙로 65 (서귀동),공공데이터포털,2018-02-23,
33.2464563,126.335392,,CU 제주화순점,제주특별자치도 서귀포시 안덕면 화순로 103,공공데이터포털,2018-02-23,convenience
33.2467141,126.3354622,휴게음식점,나누리김밥천국,제주특별자치도 서귀포시 안덕면 화순로 104-1,공공데이터포털,2018-02-23,
33.2135659,126.2929992,휴게음식점,오젠,제주특별자치도 서귀포시 대정읍 송악관광로177번길 253,공공데이터포털,2018-02-23,
33.2544185,126.5600314,휴게음식점,콩,제주특별자치도 서귀포시 솜반천로 8 (서홍동),공공데이터포털,2018-02-23,
33.2363359,126.364322,휴게음식점,브런치피자,제주특별자치도 서귀포시 안덕면 대평로 27,공공데이터포털,2018-02-23,
33.2496078,126.5666859,,CU 서귀포동문점,제주특별자치도 서귀포시 중동로48번길 11 (서귀동),공공데이터포털,2018-02-23,convenience
33.2236432,126.2525194,cafe,신장미다방,제주특별자치도 서귀포시 대정읍 하모중앙로 51,공공데이터포털,2018-02-23,
33.4627163,126.9359748,휴게음식점,던킨도너츠성산일출봉점,제주특별자치도 서귀포시 성산읍 일출로 284-11,공공데이터포털,2018-02-23,
33.4482777,126.9148725,휴게음식점,승혜분식,제주특별자치도 서귀포시 성산읍 고성오조로 51,공공데이터포털,2018-02-23,
33.2510796,126.4127629,휴게음식점,GS25중문단지점,제주특별자치도 서귀포시 중문관광로110번길 32 (색달동),공공데이터포털,2018-02-23,
33.3535346,126.7718183,휴게음식점,레이크, ,공공데이터포털,2018-02-23,
33.2545552,126.5757341,휴게음식점,커피볶는집브엘세바,제주특별자치도 서귀포시 일주동로 8541 (동홍동),공공데이터포털,2018-02-23,
33.2202515,126.2518778,,CU 제주대정하모리점,제주특별자치도 서귀포시 대정읍 최남단해안로 2,공공데이터포털,2018-02-23,convenience
33.2496778,126.4113633,휴게음식점,던킨제주중문점,제주특별자치도 서귀포시 중문관광로72번길 29-9 (색달동),공공데이터포털,2018-02-23,
33.2474572,126.551644,휴게음식점,세계조가비박물관커피숍,제주특별자치도 서귀포시 태평로 284 (서홍동),공공데이터포털,2018-02-23,
33.258634,126.5596102,,CU 서홍대로점,제주특별자치도 서귀포시 중앙로 159-1 (서홍동),공공데이터포털,2018-02-23,convenience
33.2516541,126.4277461,휴게음식점,세븐일레븐서귀포중문점,제주특별자치도 서귀포시 천제연로 215 (중문동),공공데이터포털,2018-02-23,
33.2409117,126.3327752,휴게음식점,조이풀,제주특별자치도 서귀포시 안덕면 화순해안로 66-14,공공데이터포털,2018-02-23,
33.2891738,126.322306,,GS25 안덕서광점,제주특별자치도 서귀포시 안덕면 중산간서로 1882,공공데이터포털,2018-02-23,convenience
33.2215013,126.2534941,휴게음식점,바리스타손설웅,제주특별자치도 서귀포시 대정읍 하모상가로 42-1,공공데이터포털,2018-02-23,
33.2352678,126.3134471,휴게음식점,치치퐁,제주특별자치도 서귀포시 안덕면 사계남로216번길 24-62,공공데이터포털,2018-02-23,
33.245277,126.5594023,휴게음식점,자연과함께하는행복한쉼터, ,공공데이터포털,2018-02-23,
33.2503412,126.5725264,휴게음식점,난타5000동홍점,제주특별자치도 서귀포시 태평로512번길 4 (동홍동),공공데이터포털,2018-02-23,
