위도,경도,name,name:ko,highway,public_transport
34.8293986,126.4749997,용계2리(용계),용계2리(용계),bus_stop,platform
34.8294827,126.47502,용계2리(용계),용계2리(용계),bus_stop,platform
34.8293003,126.4761493,용계2리(용계),용계2리(용계),bus_stop,platform
34.8281706,126.4790034,용계2리(용계),용계2리(용계),bus_stop,platform
34.8307867,126.4612573,용포3리(용포),용포3리(용포),bus_stop,platform
34.8301674,126.4705397,용포3리(용포),용포3리(용포),bus_stop,platform
34.8288201,126.4722174,용포3리(용포),용포3리(용포),bus_stop,platform
34.825916,126.4825187,용포4리(덕치),용포4리(덕치),bus_stop,platform
34.8349501,126.4641063,용포4리(덕치),용포4리(덕치),bus_stop,platform
34.8346778,126.47111,용포5리(이동),용포5리(이동),bus_stop,platform
34.8356982,126.4728359,용포5리(이동),용포5리(이동),bus_stop,platform
34.8357649,126.4727669,용포5리(이동),용포5리(이동),bus_stop,platform
34.8346221,126.4710509,용포6리(계두),용포6리(계두),bus_stop,platform
34.833893,126.4772398,용포6리(계두),용포6리(계두),bus_stop,platform
34.8332581,126.4774286,용포6리(계두),용포6리(계두),bus_stop,platform
34.8399801,126.4755228,맥포1리(극배),맥포1리(극배),bus_stop,platform
34.8395817,126.4753836,맥포1리(극배),맥포1리(극배),bus_stop,platform
34.8406907,126.4769156,맥포2리(월계),맥포2리(월계),bus_stop,platform
34.8412427,126.4768716,맥포2리(월계),맥포2리(월계),bus_stop,platform
34.8426277,126.4529148,맥포2리(월계),맥포2리(월계),bus_stop,platform
34.8464367,126.4790555,맥포3리(맥포),맥포3리(맥포),bus_stop,platform
34.8470493,126.4790289,맥포3리(맥포),맥포3리(맥포),bus_stop,platform
34.8434106,126.4776724,맥포4리(송산),맥포4리(송산),bus_stop,platform
34.8435963,126.4773858,맥포4리(송산),맥포4리(송산),bus_stop,platform
34.8455826,126.4788744,맥포4리(송산),맥포4리(송산),bus_stop,platform
34.8495423,126.4679409,맥포4리(송산),맥포4리(송산),bus_stop,platform
34.8475216,126.4711185,맥포5리(죽림),맥포5리(죽림),bus_stop,platform
34.879678,126.426683,지산2리(지산),지산2리(지산),bus_stop,platform
34.8755577,126.4247228,지산2리(지산),지산2리(지산),bus_stop,platform
34.8692618,126.4225112,지산2리(지산),지산2리(지산),bus_stop,platform
34.8756565,126.4252525,지산3리(곽단),지산3리(곽단),bus_stop,platform
34.8686707,126.4225969,지산5리(노재동),지산5리(노재동),bus_stop,platform
34.8452353,126.4299869,유교1리(석교),유교1리(석교),bus_stop,platform
34.8452353,126.4299869,유교3리(원동),유교3리(원동),bus_stop,platform
34.8452353,126.4299869,유교3리(원동),유교3리(원동),bus_stop,platform
34.8430329,126.4348535,유교4리(청룡),유교4리(청룡),bus_stop,platform
34.8431003,126.434346,유교4리(청룡),유교4리(청룡),bus_stop,platform
34.8471512,126.4257695,유교5리(중등포),유교5리(중등포),bus_stop,platform
34.8487699,126.4156195,유교5리(중등포),유교5리(중등포),bus_stop,platform
34.8544788,126.4440076,유교6리(군산동),유교6리(군산동),bus_stop,platform
34.8553925,126.4453922,유교6리(군산동),유교6리(군산동),bus_stop,platform
34.8563679,126.4275294,왕산1리(평산),왕산1리(평산),bus_stop,platform
34.8577126,126.4273059,왕산1리(평산),왕산1리(평산),bus_stop,platform
34.84303,126.4294504,왕산1리(평산),왕산1리(평산),bus_stop,platform
34.8525469,126.4152056,왕산2리(왕산),왕산2리(왕산),bus_stop,platform
34.8779199,126.4098901,왕산3리(금동),왕산3리(금동),bus_stop,platform
34.8713671,126.4027401,왕산3리(금동),왕산3리(금동),bus_stop,platform
34.8596829,126.4050174,왕산4리(마갈),왕산4리(마갈),bus_stop,platform
34.8584046,126.4070706,왕산4리(마갈),왕산4리(마갈),bus_stop,platform
34.8469093,126.4226854,왕산4리(마동),왕산4리(마동),bus_stop,platform
34.8471269,126.4171576,왕산4리(마동),왕산4리(마동),bus_stop,platform
34.8683107,126.3966541,왕산4리(마동),왕산4리(마동),bus_stop,platform
34.8469093,126.4226854,왕산4리(마동),왕산4리(마동),bus_stop,platform
34.8514928,126.4449139,왕산6리(동뫼),왕산6리(동뫼),bus_stop,platform
34.8692618,126.4225112,왕산7리(덕산),왕산7리(덕산),bus_stop,platform
34.8938041,126.4722557,달산1리(죽전),달산1리(죽전),bus_stop,platform
34.9034973,126.4693146,달산2리(영춘동),달산2리(영춘동),bus_stop,platform
34.9020916,126.4694206,달산2리(영춘동),달산2리(영춘동),bus_stop,platform
34.8912035,126.4766949,봉명1리(노송정),봉명1리(노송정),bus_stop,platform
34.8897801,126.4891078,양장3리(양지촌),양장3리(양지촌),bus_stop,platform
34.8886549,126.4931529,양장1리(도림산),양장1리(도림산),bus_stop,platform
34.8867933,126.4940762,양장2리(월산),양장2리(월산),bus_stop,platform
34.8933049,126.505768,청용1리(회룡정),청용1리(회룡정),bus_stop,platform
34.901052,126.5045073,청용1리(회룡정),청용1리(회룡정),bus_stop,platform
34.9035435,126.5049534,청용1리(회룡정),청용1리(회룡정),bus_stop,platform
34.8918041,126.503057,청용2리(사옥동),청용2리(사옥동),bus_stop,platform
34.8856359,126.518865,당호1리(원당호),당호1리(원당호),bus_stop,platform
34.8841939,126.5309857,당호2리(갈산),당호2리(갈산),bus_stop,platform
34.9167423,126.5062056,몽강1리(상몽탄),몽강1리(상몽탄),bus_stop,platform
34.9305013,126.5015846,약곡1리(박실),약곡1리(박실),bus_stop,platform
34.922286,126.4996418,귀학리(연동),귀학리(연동),bus_stop,platform
34.9277037,126.5012856,사천3리(봉서동),사천3리(봉서동),bus_stop,platform
34.9292168,126.5027235,사천1리(만복동),사천1리(만복동),bus_stop,platform
34.9327253,126.5036361,구산1리(유곡),구산1리(유곡),bus_stop,platform
34.9333039,126.503851,구산1리(유곡),구산1리(유곡),bus_stop,platform
34.9350794,126.5047097,구산1리(유곡),구산1리(유곡),bus_stop,platform
34.9338911,126.4957814,구산2리(원구산),구산2리(원구산),bus_stop,platform
34.9338911,126.4957814,구산2리(원구산),구산2리(원구산),bus_stop,platform
34.9454193,126.4959058,내2리(화산),내2리(화산),bus_stop,platform
34.9486558,126.4886971,내3리(양마),내3리(양마),bus_stop,platform
34.9494379,126.4868612,대치1리(한재),대치1리(한재),bus_stop,platform
34.9477358,126.4792569,대치2리(봉암),대치2리(봉암),bus_stop,platform
34.9435784,126.474491,대치3리(총지),대치3리(총지),bus_stop,platform
34.9467298,126.5063438,학산1리(원학산),학산1리(원학산),bus_stop,platform
34.9508847,126.5088039,학산1리(원학산),학산1리(원학산),bus_stop,platform
34.956653,126.5087761,다산1리(인평),다산1리(인평),bus_stop,platform
34.956653,126.5087761,다산1리(인평),다산1리(인평),bus_stop,platform
34.9591382,126.5097383,다산2리(차뫼),다산2리(차뫼),bus_stop,platform
34.9624961,126.5108666,다산3리(용뫼),다산3리(용뫼),bus_stop,platform
