경도,위도,name,name:ko,highway,public_transport
38.457961,128.423851,원당리,원당리,bus_stop,platform
38.468492,128.422953,죽정1리,죽정1리,bus_stop,platform
38.469336,128.422886,죽정1리,죽정1리,bus_stop,platform
38.476894,128.422033,산학리입구,산학리입구,bus_stop,platform
38.476741,128.421929,산학리입구,산학리입구,bus_stop,platform
38.475795,128.421804,산학리,산학리,bus_stop,platform
38.475903,128.421755,산학리,산학리,bus_stop,platform
38.474305,128.414348,산학리,산학리,bus_stop,platform
38.474399,128.414417,산학리,산학리,bus_stop,platform
38.515228,128.417704,안보교육관앞,안보교육관앞,bus_stop,platform
38.515287,128.417802,안보교육관앞,안보교육관앞,bus_stop,platform
38.510445,128.419213,마차진리,마차진리,bus_stop,platform
38.510539,128.419307,마차진리,마차진리,bus_stop,platform
38.503666,128.423419,대진1리,대진1리,bus_stop,platform
38.503312,128.423611,대진등대입구,대진등대입구,bus_stop,platform
38.502153,128.423969,대진1리,대진1리,bus_stop,platform
38.502033,128.423944,대진2리,대진2리,bus_stop,platform
38.500948,128.42448,대진2리,대진2리,bus_stop,platform
38.501023,128.42438,대진2리,대진2리,bus_stop,platform
38.457922,128.42372,원당리,원당리,bus_stop,platform
38.450467,128.433523,찻골입구,찻골입구,bus_stop,platform
38.449086,128.43947,화포리,화포리,bus_stop,platform
38.449063,128.439706,봉평리,봉평리,bus_stop,platform
38.433409,128.452047,송포2리,송포2리,bus_stop,platform
38.428882,128.457154,송포2리.돌고개길,송포2리.돌고개길,bus_stop,platform
38.428577,128.457374,송포2리.돌고개길,송포2리.돌고개길,bus_stop,platform
38.41947,128.462585,반암리,반암리,bus_stop,platform
38.325507,128.471213,구성리,구성리,bus_stop,platform
38.321187,128.477446,구성삼거리.신촌개발마을,구성삼거리.신촌개발마을,bus_stop,platform
38.387533,128.416678,해상1리,해상1리,bus_stop,platform
38.387816,128.420138,해상리,해상리,bus_stop,platform
38.387686,128.422257,해상2리마을입구,해상2리마을입구,bus_stop,platform
38.386921,128.4149,해상1리,해상1리,bus_stop,platform
38.380864,128.463064,간성차고지,간성차고지,bus_stop,platform
38.303025,128.545203,백도,백도,bus_stop,platform
38.302982,128.544849,백도,백도,bus_stop,platform
38.209084,128.49589,델피노,델피노,bus_stop,platform
38.272013,128.523818,도원3리,도원3리,bus_stop,platform
38.255194,128.509649,성대1리,성대1리,bus_stop,platform
