위도,경도,highway,public_transport,bus,name,source,source:date,addr:subdistrict
37.55921,129.11436,bus_stop,platform,yes,삼본아파트(발한.시청방면),공공데이터포털,2020-11-24,묵호진동
37.55906,129.11428,bus_stop,platform,yes,삼본아파트(묵호등대방면),공공데이터포털,2020-11-24,묵호진동
37.52349,129.1127,bus_stop,platform,yes,삼성아파트(시청.북평방면),공공데이터포털,2020-11-24,천곡동
37.52395,129.11197,bus_stop,platform,yes,천일서점(발한.옥계방면),공공데이터포털,2020-11-24,천곡동
37.53865,129.108,bus_stop,platform,yes,동해교육도서관(시청.북평방면),공공데이터포털,2020-11-24,부곡동
37.53903,129.10847,bus_stop,platform,yes,동해교육도서관(발한.망상방면),공공데이터포털,2020-11-24,부곡동
37.48841,129.06998,bus_stop,platform,yes,삼화교(대동.북평방면),공공데이터포털,2020-11-24,이로동
37.48834,129.07056,bus_stop,platform,yes,해성주유소(무릉.신흥방면),공공데이터포털,2020-11-24,이로동
37.48914,129.06903,bus_stop,platform,yes,삼화동주민센터(대동.북평방면),공공데이터포털,2020-11-24,이로동
37.48698,129.06732,bus_stop,platform,yes,삼화시장(무릉방면),공공데이터포털,2020-11-24,이로동
37.48725,129.06813,bus_stop,platform,yes,삼화시장(대동.북평방면),공공데이터포털,2020-11-24,이로동
37.49318,129.0608,bus_stop,platform,yes,삼흥(비천.신흥방면),공공데이터포털,2020-11-24,이로동
37.49307,129.0608,bus_stop,platform,yes,삼흥(대동.북평방면),공공데이터포털,2020-11-24,이로동
37.51707,129.02209,bus_stop,platform,yes,삼흥체험학습장(신흥방면),공공데이터포털,2020-11-24,신흥동
37.51701,129.022,bus_stop,platform,yes,삼흥체험학습장(대동.북평방면),공공데이터포털,2020-11-24,신흥동
37.56812,129.10054,bus_stop,platform,yes,샘터입구(발한.시청방면),공공데이터포털,2020-11-24,초구동
37.56807,129.10083,bus_stop,platform,yes,샘터입구(옥계방면),공공데이터포털,2020-11-24,초구동
37.59809,129.0798,bus_stop,platform,yes,석두골(발한.시청방면),공공데이터포털,2020-11-24,망상동
37.59818,129.07991,bus_stop,platform,yes,석두골(옥계방면),공공데이터포털,2020-11-24,망상동
37.48039,129.11448,bus_stop,platform,yes,그린타워(북평.시청방면),공공데이터포털,2020-11-24,이도동
37.48047,129.11447,bus_stop,platform,yes,그린타워(대동.무릉방면),공공데이터포털,2020-11-24,이도동
37.48066,129.11978,bus_stop,platform,yes,북평구장터(북평.시청방면),공공데이터포털,2020-11-24,북평동
37.48089,129.11868,bus_stop,platform,yes,성협아파트(대동.무릉방면),공공데이터포털,2020-11-24,북평동
37.52017,129.11154,bus_stop,platform,yes,센트로빌아파트(북평.대동방면),공공데이터포털,2020-11-24,천곡동
37.51998,129.11146,bus_stop,platform,yes,센트로빌아파트(시청.발한방면),공공데이터포털,2020-11-24,천곡동
37.47995,129.1054,bus_stop,platform,yes,소망교회(대동방면),공공데이터포털,2020-11-24,이도동
37.49612,129.05274,bus_stop,platform,yes,소비천(비천.신흥방면),공공데이터포털,2020-11-24,이로동
37.49603,129.05269,bus_stop,platform,yes,소비천(대동.북평방면),공공데이터포털,2020-11-24,이로동
37.48341,129.06204,bus_stop,platform,yes,소학동(무릉방면),공공데이터포털,2020-11-24,삼화동
37.4827,129.06257,bus_stop,platform,yes,소학동(대동.북평방면),공공데이터포털,2020-11-24,삼화동
37.56225,129.07535,bus_stop,platform,yes,송전교앞(발한.시청방면),공공데이터포털,2020-11-24,만우동
37.56224,129.07527,bus_stop,platform,yes,송전교앞(만우방면),공공데이터포털,2020-11-24,만우동
37.50015,129.12573,bus_stop,platform,yes,송정우체국(북평.대동방면),공공데이터포털,2020-11-24,송정동
37.49982,129.12597,bus_stop,platform,yes,송정우체국(시청.발한방면),공공데이터포털,2020-11-24,송정동
37.49536,129.12299,bus_stop,platform,yes,송정초등학교(북평.추암방면),공공데이터포털,2020-11-24,송정동
37.49446,129.12355,bus_stop,platform,yes,송정초등학교(효가.시청방면),공공데이터포털,2020-11-24,송정동
37.48541,129.09485,bus_stop,platform,yes,쇄운경로당(대동.북평방면),공공데이터포털,2020-11-24,쇄운동
37.48644,129.09536,bus_stop,platform,yes,쇄운동(무릉.신흥방면),공공데이터포털,2020-11-24,쇄운동
37.48243,129.09018,bus_stop,platform,yes,쇄운교(무릉.신흥방면),공공데이터포털,2020-11-24,쇄운동
37.48239,129.0904,bus_stop,platform,yes,쇄운교(대동.북평방면),공공데이터포털,2020-11-24,쇄운동
37.48236,129.08232,bus_stop,platform,yes,쇄운동(대동.북평방면),공공데이터포털,2020-11-24,쇄운동
37.48248,129.08177,bus_stop,platform,yes,쇄운주유소앞(무릉.신흥방면),공공데이터포털,2020-11-24,쇄운동
37.53909,129.07479,bus_stop,platform,yes,승지골(발한방면),공공데이터포털,2020-11-24,부곡동
37.51594,129.10669,bus_stop,platform,yes,주공5차아파트(시청.발한방면),공공데이터포털,2020-11-24,천곡동
37.51622,129.10682,bus_stop,platform,yes,주공5차아파트(북평.삼척방면),공공데이터포털,2020-11-24,천곡동
37.48003,129.05381,bus_stop,platform,yes,쌍용양회후문(대동.북평방면),공공데이터포털,2020-11-24,삼화동
37.48014,129.0538,bus_stop,platform,yes,쌍용양회후문(무릉방면),공공데이터포털,2020-11-24,삼화동
37.52359,129.11466,bus_stop,platform,yes,동해시청앞(북평.대동방면),공공데이터포털,2020-11-24,천곡동
37.52398,129.11485,bus_stop,platform,yes,시청(발한.옥계방면),공공데이터포털,2020-11-24,천곡동
37.52449,129.01465,bus_stop,platform,yes,신흥(신흥종점),공공데이터포털,2020-11-24,신흥동
37.52441,129.01461,bus_stop,platform,yes,신흥(대동.북평방면),공공데이터포털,2020-11-24,신흥동
37.52362,129.01656,bus_stop,platform,yes,신흥간촌(신흥방면),공공데이터포털,2020-11-24,신흥동
37.52353,129.01652,bus_stop,platform,yes,신흥간촌(대동.북평방면),공공데이터포털,2020-11-24,신흥동
37.57798,129.08755,bus_stop,platform,yes,심곡(발한.시청방면),공공데이터포털,2020-11-24,심곡동
37.57801,129.08748,bus_stop,platform,yes,심곡(만우방면),공공데이터포털,2020-11-24,심곡동
37.57671,129.08448,bus_stop,platform,yes,심곡동마을회관앞(발한.시청방면),공공데이터포털,2020-11-24,심곡동
37.57676,129.08446,bus_stop,platform,yes,심곡동마을회관앞(만우방면),공공데이터포털,2020-11-24,심곡동
37.48467,129.06447,bus_stop,platform,yes,쌍용아파트(무릉방면),공공데이터포털,2020-11-24,이로동
37.48469,129.06497,bus_stop,platform,yes,쌍용아파트(대동.북평방면),공공데이터포털,2020-11-24,이로동
37.47873,129.05033,bus_stop,platform,yes,쌍용자원개발본사입구(무릉방면),공공데이터포털,2020-11-24,삼화동
37.47869,129.05045,bus_stop,platform,yes,쌍용자원개발본사입구(대동.북평방면),공공데이터포털,2020-11-24,삼화동
37.4695,129.03637,bus_stop,platform,yes,쌍용자원개발입구(무릉방면),공공데이터포털,2020-11-24,삼화동
