위도,경도,name,addr:full,source:date,amenity,karaoke
33.2502900224,126.5589471384,탈랜트단란주점,제주특별자치도 서귀포시 서문로29번길 1,2020-08-20,bar,yes
33.2486078152,126.5595221646,홍시단란주점,제주특별자치도 서귀포시 서문로29번길 19,2020-08-20,bar,yes
33.4503346725,126.9148163483,윙크,제주특별자치도 서귀포시 성산읍 고성오조로 74-1,2020-08-20,bar,yes
33.4510087096,126.914282212,청록,제주특별자치도 서귀포시 성산읍 고성오조로 83,2020-08-20,bar,yes
33.4491928459,126.9169040058,코코,제주특별자치도 서귀포시 성산읍 동류암로 32,2020-08-20,bar,yes
33.4486222177,126.9157042588,황제,제주특별자치도 서귀포시 성산읍 동류암로 45,2020-08-20,bar,yes
33.4641051672,126.9344240322,성산사거리,제주특별자치도 서귀포시 성산읍 성산중앙로 52,2020-08-20,bar,yes
33.4472547077,126.914729016,금빛,제주특별자치도 서귀포시 성산읍 일출로 18,2020-08-20,bar,yes
33.2434324362,126.5625825614,솔밭단란주점,제주특별자치도 서귀포시 솔동산로22번길 11,2020-08-20,bar,yes
33.2441770404,126.5620294731,나포리단란주점,제주특별자치도 서귀포시 솔동산로22번길 21,2020-08-20,bar,yes
33.2532586415,126.5108523217,신도시,제주특별자치도 서귀포시 신서로48번길 51-6,2020-08-20,bar,yes
33.228817068,126.3066741479,만미,제주특별자치도 서귀포시 안덕면 사계남로 155,2020-08-20,bar,yes
33.2288739319,126.3065235071,용머리,제주특별자치도 서귀포시 안덕면 사계남로153번길 2,2020-08-20,bar,yes
33.2312699489,126.2977588872,골든벨,제주특별자치도 서귀포시 안덕면 산방로 365,2020-08-20,bar,yes
33.2312074303,126.2975448212,주유소,제주특별자치도 서귀포시 안덕면 산방로 367-1,2020-08-20,bar,yes
33.3049739532,126.3163541636,위스키하우스(Whiskey House),제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,2020-08-20,bar,yes
33.2465235774,126.3355187346,출발,제주특별자치도 서귀포시 안덕면 화순로 101-1,2020-08-20,bar,yes
33.2468615098,126.3359925997,무지개,제주특별자치도 서귀포시 안덕면 화순로 98,2020-08-20,bar,yes
33.2463507538,126.3348976925,포시즌단란주점,제주특별자치도 서귀포시 안덕면 화순로109번길 1,2020-08-20,bar,yes
33.2477257018,126.5640376931,탑(TOP),제주특별자치도 서귀포시 이중섭로 4,2020-08-20,bar,yes
33.2477257018,126.5640376931,썸단란주점,제주특별자치도 서귀포시 이중섭로 4,2020-08-20,bar,yes
33.2477257018,126.5640376931,마카오단란주점,제주특별자치도 서귀포시 이중섭로 4,2020-08-20,bar,yes
33.2477014643,126.5643253908,앗싸단란주점,제주특별자치도 서귀포시 이중섭로 5-1,2020-08-20,bar,yes
33.2475972378,126.5644289207,야간비행,제주특별자치도 서귀포시 이중섭로 5-2,2020-08-20,bar,yes
33.246788497,126.4071948302,호텔신라제주호텔 올래,제주특별자치도 서귀포시 중문관광로72번길 75,2020-08-20,bar,yes
33.2470893814,126.561538517,연예인단란주점,제주특별자치도 서귀포시 중앙로 25-3,2020-08-20,bar,yes
33.2477460444,126.5616167899,회오리,제주특별자치도 서귀포시 중앙로 35,2020-08-20,bar,yes
33.2479983905,126.5615854846,악녀,제주특별자치도 서귀포시 중앙로 37,2020-08-20,bar,yes
33.2480322249,126.5619759073,드림,제주특별자치도 서귀포시 중앙로 38,2020-08-20,bar,yes
33.2481208891,126.5615505352,청화,제주특별자치도 서귀포시 중앙로 39,2020-08-20,bar,yes
33.2483890677,126.5619183282,세영,제주특별자치도 서귀포시 중앙로 42,2020-08-20,bar,yes
33.2484019658,126.5614847481,썸플러스단란주점,제주특별자치도 서귀포시 중앙로 43,2020-08-20,bar,yes
33.2491747766,126.561772763,플러스알파,제주특별자치도 서귀포시 중앙로 52,2020-08-20,bar,yes
33.2497683138,126.5613362783,짝꿍단란주점,제주특별자치도 서귀포시 중앙로 57,2020-08-20,bar,yes
33.2504783618,126.5612125453,지장샘단란주점,제주특별자치도 서귀포시 중앙로 65,2020-08-20,bar,yes
33.2505264417,126.5615513998,연화단란주점,제주특별자치도 서귀포시 중앙로 66-1,2020-08-20,bar,yes
33.2507751207,126.5615029421,노다지,제주특별자치도 서귀포시 중앙로 70,2020-08-20,bar,yes
33.2510369234,126.5610852753,스타트,제주특별자치도 서귀포시 중앙로 71,2020-08-20,bar,yes
33.2481156571,126.5621128422,비엔나단란주점,제주특별자치도 서귀포시 중앙로42번길 4,2020-08-20,bar,yes
33.2490419019,126.5660485231,뿌리,제주특별자치도 서귀포시 중앙로42번길 42,2020-08-20,bar,yes
33.2482790203,126.5624167757,귀림성,제주특별자치도 서귀포시 중앙로42번길 6,2020-08-20,bar,yes
33.2482836382,126.562704332,빅토리아단란주점,제주특별자치도 서귀포시 중앙로42번길 8,2020-08-20,bar,yes
33.248543816,126.5608015734,쎄븐,제주특별자치도 서귀포시 중앙로47번길 7,2020-08-20,bar,yes
33.249225799,126.5629485916,럭셔리,제주특별자치도 서귀포시 중앙로48번길 13,2020-08-20,bar,yes
33.2505394468,126.564225462,지구촌단란주점,제주특별자치도 서귀포시 중앙로62번길 28,2020-08-20,bar,yes
33.2510758368,126.5608704625,카프리,제주특별자치도 서귀포시 중앙로71번길 4,2020-08-20,bar,yes
33.250931454,126.561858427,뱅크단란주점,제주특별자치도 서귀포시 중앙로72번길 8-2,2020-08-20,bar,yes
33.2484681445,126.566991359,만남,제주특별자치도 서귀포시 중정로 100,2020-08-20,bar,yes
33.2481357041,126.5586017055,대명단란주점,제주특별자치도 서귀포시 중정로 19-8,2020-08-20,bar,yes
33.2475101649,126.5622274586,이쁜이단란주점,제주특별자치도 서귀포시 중정로 54-1,2020-08-20,bar,yes
33.2486115645,126.5657158548,박카스,제주특별자치도 서귀포시 중정로 89,2020-08-20,bar,yes
33.248680268,126.566801454,옥기린단란주점,제주특별자치도 서귀포시 중정로 97-1,2020-08-20,bar,yes
33.2488544695,126.5629890703,여우밤단란주점,제주특별자치도 서귀포시 중정로61번길 12,2020-08-20,bar,yes
33.2501738449,126.5628151029,호원,제주특별자치도 서귀포시 중정로61번길 26,2020-08-20,bar,yes
33.2474446758,126.5630905148,홀릭,제주특별자치도 서귀포시 중정로62번길 5,2020-08-20,bar,yes
33.2487963237,126.563890733,에프비아이(FBI),제주특별자치도 서귀포시 중정로73번길 7-1,2020-08-20,bar,yes
33.2501934975,126.5643044408,태풍단란주점,제주특별자치도 서귀포시 중정로91번길 26,2020-08-20,bar,yes
33.2503835567,126.5639944498,불꽃단란주점,제주특별자치도 서귀포시 중정로91번길 30,2020-08-20,bar,yes
33.2509237617,126.5627469834,누비라,제주특별자치도 서귀포시 중정로91번길 41-1,2020-08-20,bar,yes
33.2510026207,126.5626092351,금화단란주점,제주특별자치도 서귀포시 중정로91번길 43,2020-08-20,bar,yes
33.2512857031,126.5620884474,사랑방,제주특별자치도 서귀포시 중정로91번길 49,2020-08-20,bar,yes
33.2516333968,126.5614814858,신원,제주특별자치도 서귀포시 중정로91번길 57-2,2020-08-20,bar,yes
33.2521984633,126.4217996115,청학단란주점,제주특별자치도 서귀포시 천제연로 160-1,2020-08-20,bar,yes
33.2516901647,126.4233997163,나그랑,제주특별자치도 서귀포시 천제연로 176,2020-08-20,bar,yes
33.2519282286,126.4265272906,토끼,제주특별자치도 서귀포시 천제연로 203-4,2020-08-20,bar,yes
33.2514849011,126.426585987,렉스,제주특별자치도 서귀포시 천제연로 206,2020-08-20,bar,yes
33.2514421801,126.4235859158,쑈텔,제주특별자치도 서귀포시 천제연로178번길 3,2020-08-20,bar,yes
33.2443246489,126.5807935232,서귀포칼호텔단란주점,제주특별자치도 서귀포시 칠십리로 242,2020-08-20,bar,yes
33.2470807128,126.5601049757,오션단란주점,제주특별자치도 서귀포시 태평로353번길 11,2020-08-20,bar,yes
33.2467492071,126.5601881873,오아시스단란주점,제주특별자치도 서귀포시 태평로353번길 12,2020-08-20,bar,yes
33.247715009,126.5661366326,천지단란주점,제주특별자치도 서귀포시 태평로431번길 24,2020-08-20,bar,yes
33.2482993904,126.5661723752,뉴황제,제주특별자치도 서귀포시 태평로431번길 32,2020-08-20,bar,yes
33.2463082942,126.5629974499,나비단란주점,제주특별자치도 서귀포시 태평로439번길 39,2020-08-20,bar,yes
33.3228717542,126.8449556046,쉼팡,제주특별자치도 서귀포시 표선면 민속해안로 537,2020-08-20,bar,yes
33.3244747168,126.8323568836,빨간여우,제주특별자치도 서귀포시 표선면 표선동서로 230,2020-08-20,bar,yes
33.3257195513,126.8327926985,포세이돈단란주점,제주특별자치도 서귀포시 표선면 표선동서로 246,2020-08-20,bar,yes
33.3262429333,126.8331182017,황금성,제주특별자치도 서귀포시 표선면 표선동서로 252,2020-08-20,bar,yes
33.3263623343,126.8334058126,오페라단란주점,제주특별자치도 서귀포시 표선면 표선동서로 254-5,2020-08-20,bar,yes
33.3265715345,126.8334225989,초콜릿단란주점,제주특별자치도 서귀포시 표선면 표선동서로 258,2020-08-20,bar,yes
33.3256243966,126.8344511592,알지오,제주특별자치도 서귀포시 표선면 표선중앙로 100,2020-08-20,bar,yes
33.3269128408,126.8324467296,인텔,제주특별자치도 서귀포시 표선면 표선중앙로 73-3,2020-08-20,bar,yes
33.326414749,126.8321555482,청담,제주특별자치도 서귀포시 표선면 표선중앙로 76,2020-08-20,bar,yes
33.3264332975,126.8325378655,호박,제주특별자치도 서귀포시 표선면 표선중앙로 77,2020-08-20,bar,yes
33.3262850948,126.8322889756,행운,제주특별자치도 서귀포시 표선면 표선중앙로 78,2020-08-20,bar,yes
33.3258610238,126.8361132914,비치,제주특별자치도 서귀포시 표선면 표선중앙로117번길 1,2020-08-20,bar,yes
33.3260292359,126.8324398286,무드,제주특별자치도 서귀포시 표선면 표선중앙로80번길 1,2020-08-20,bar,yes
33.3252585885,126.8332919197,7080미드나이트단란주점,제주특별자치도 서귀포시 표선면 표선중앙로90번길 5,2020-08-20,bar,yes
33.3252269586,126.8339106097,커플,제주특별자치도 서귀포시 표선면 표선중앙로96번길 5,2020-08-20,bar,yes
33.3252269586,126.8339106097,해비치단란주점,제주특별자치도 서귀포시 표선면 표선중앙로96번길 5,2020-08-20,bar,yes
33.2634824648,126.6177118103,올인단란주점,제주특별자치도 서귀포시 하신상로 32,2020-08-20,bar,yes
