위도,경도,name,addr:full,plant:storage,start_date,source:date,power,plant:source,plant:method,plant:output:electricity,addr:district,addr:street,addr:housenumber,addr:subdistrict,addr:unit,level,addr:door
36.084374,128.133157,㈜낙윤에너지,"경상북도 김천시 감천면 금송리 산137-1, 산137-2, 449-1,산137-3,451",998.4 kW,2019-05-03,2019-11-28,plant,solar,photovoltaic,yes,,,,감천면,,,
35.89824,128.00404,조일,경상북도 김천시 증산면 평촌리 산51-1,496.8 kW,2019-03-25,2019-11-28,plant,solar,photovoltaic,yes,,,,증산면,,,
36.113033,128.04845,누리,"경상북도 김천시 대항면 덕전리 454-4,455,456",297.6 kW,2017-06-12,2019-11-28,plant,solar,photovoltaic,yes,,,"454-4,455,456",대항면,,,
36.178007,128.239247,의리1호,경상북도 김천시 아포읍 의리 58,99.2 kW,2017-05-25,2019-11-28,plant,solar,photovoltaic,yes,,,58,아포읍,,,
36.180915,128.1248,중왕,경상북도 김천시 어모면 중왕리 457(건물위),99.23 kW,2017-06-12,2019-11-28,plant,solar,photovoltaic,yes,,,457,어모면,,,
36.151979,128.173436,서부,경상북도 김천시 개령면 서부리 597-38,163.2 kW,2017-10-12,2019-11-28,plant,solar,photovoltaic,yes,,,597-38,개령면,,,
36.191758,128.262085,연두,경상북도 김천시 아포읍 예리길 185-2(건물위),83.07 kW,2017-09-22,2019-11-28,plant,solar,photovoltaic,yes,,예리길,185-2,아포읍,,,
36.190062,128.264364,봉우산,경상북도 김천시 아포읍 예리길 166-50(건물위),62.13 kW,2017-09-13,2019-11-28,plant,solar,photovoltaic,yes,,예리길,166-50,아포읍,,,
36.073218,128.14492,썬,경상북도 김천시 감천면 광기리 산7,99 kW,2019-01-11,2019-11-28,plant,solar,photovoltaic,yes,,,,감천면,,,
36.073218,128.14492,하늘사랑,경상북도 김천시 감천면 광기리 산7,99 kW,2019-01-11,2019-11-28,plant,solar,photovoltaic,yes,,,,감천면,,,
36.073218,128.14492,청광,경상북도 김천시 감천면 광기리 산7,99 kW,2019-01-11,2019-11-28,plant,solar,photovoltaic,yes,,,,감천면,,,
36.073218,128.14492,춘양수1호,경상북도 김천시 감천면 광기리 산7,99 kW,2019-01-11,2019-11-28,plant,solar,photovoltaic,yes,,,,감천면,,,
36.073218,128.14492,춘양수2호,경상북도 김천시 감천면 광기리 산7,99 kW,2019-01-11,2019-11-28,plant,solar,photovoltaic,yes,,,,감천면,,,
36.073218,128.14492,춘양수3호,경상북도 김천시 감천면 광기리 산7,99 kW,2019-01-11,2019-11-28,plant,solar,photovoltaic,yes,,,,감천면,,,
36.068109,128.281547,남면솔라파크1,"경상북도 김천시 남면 부상리 276,277",99.36 kW,2018-01-18,2019-11-28,plant,solar,photovoltaic,yes,,,"276,277",남면,,,
36.068109,128.281547,남면솔라파크2,"경상북도 김천시 남면 부상리 276,277",99.36 kW,2018-01-18,2019-11-28,plant,solar,photovoltaic,yes,,,"276,277",남면,,,
36.068109,128.281547,남면솔라파크3,"경상북도 김천시 남면 부상리 276,277",99.36 kW,2018-01-18,2019-11-28,plant,solar,photovoltaic,yes,,,"276,277",남면,,,
36.068109,128.281547,남면솔라파크4,"경상북도 김천시 남면 부상리 276,277",99.36 kW,2018-01-18,2019-11-28,plant,solar,photovoltaic,yes,,,"276,277",남면,,,
36.068109,128.281547,남면솔라파크5,"경상북도 김천시 남면 부상리 276,277",99.36 kW,2018-01-18,2019-11-28,plant,solar,photovoltaic,yes,,,"276,277",남면,,,
36.188608,128.261542,청솔,"경상북도 김천시 아포읍 예리338-2,338-3(건물 위)",67.45 kW,2017-09-22,2019-11-28,plant,solar,photovoltaic,yes,,,,아포읍,,,
36.03529,128.186829,㈜와이즈솔라(와이즈솔라21호),경상북도 김천시 농소면 봉곡리 산67,1498.5 kW,2019-01-24,2019-11-28,plant,solar,photovoltaic,yes,,,,농소면,,,
36.225129,128.190157,삼성리,"경상북도 김천시 감문면 삼성리 124-1,124-3,125-2,126,127,128,120-3,산62",217.6 kW,2018-03-5.,2019-11-28,plant,solar,photovoltaic,yes,,,,감문면,,,
36.135705,128.067749,반석,경상북도 김천시 봉산면 신리 308-7,98.83 kW,2018-09-11,2019-11-28,plant,solar,photovoltaic,yes,,,308-7,봉산면,,,
36.136966,128.065204,하이행복,경상북도 김천시 봉산면 신리 308-26,98.83 kW,2018-9.-11,2019-11-28,plant,solar,photovoltaic,yes,,,308-26,봉산면,,,
36.189123,128.263758,명순,경상북도 김천시 아포읍 예리 346-2(건물 위),62.4 kW,2017-11-.8,2019-11-28,plant,solar,photovoltaic,yes,,,346-2,아포읍,,,
35.939092,127.984257,풍년,경상북도 김천시 대덕면 중산리 70(건물 위),74.88 kW,2017-7.-31,2019-11-28,plant,solar,photovoltaic,yes,,,70,대덕면,,,
36.182531,128.245488,지리발전소,"경상북도 김천시 아포읍 지리 529,530",195.84 kW,2017-10-26,2019-11-28,plant,solar,photovoltaic,yes,,,"529,530",아포읍,,,
36.069922,128.12173,에스솔라1호,"경상북도 김천시 감천면 광기리 산116-2,산116-4",199.8 kW,2018-7.-11,2019-11-28,plant,solar,photovoltaic,yes,,,,감천면,,,
36.069922,128.12173,에스솔라2호,"경상북도 김천시 감천면 광기리 산116-2,산116-3,산116-4",199.8 kW,2018-7.-11,2019-11-28,plant,solar,photovoltaic,yes,,,,감천면,,,
35.989197,127.952623,사등영농조합법인,경상북도 김천시 부항면 사등리 486,94.5 kW,2018-5.-16,2019-11-28,plant,solar,photovoltaic,yes,,,486,부항면,,,
35.915658,127.968379,송찬호,경상북도 김천시 대덕면 관기리 343-1(건물 위),9.92 kW,2018-05-10,2019-11-28,plant,solar,photovoltaic,yes,,,343-1,대덕면,,,
36.154108,128.162308,동우,경상북도 김천시 개령면 황계리 611-1,94.5 kW,2018-02-08,2019-11-28,plant,solar,photovoltaic,yes,,,611-1,개령면,,,
36.154108,128.162308,묘법화,경상북도 김천시 개령면 황계리 611-1,94.5 kW,2018-02-08,2019-11-28,plant,solar,photovoltaic,yes,,,611-1,개령면,,,
36.216035,128.137745,참그린에너지,경상북도 김천시 감문면 도명리 223,96.48 kW,2018-04-24,2019-11-28,plant,solar,photovoltaic,yes,,,223,감문면,,,
36.101188,128.047014,미소2호,"경상북도 김천시 대항면 덕전리 151,148,149",199.92 kW,2019-01-17,2019-11-28,plant,solar,photovoltaic,yes,,,"151,148,149",대항면,,,
36.101354,128.048104,태광2호,"경상북도 김천시 대항면 덕전리 148,149",299.88 kW,2019-01-17,2019-11-28,plant,solar,photovoltaic,yes,,,"148,149",대항면,,,
36.101354,128.048104,선재,"경상북도 김천시 대항면 덕전리 148,151",199.92 kW,2019-01-17,2019-11-28,plant,solar,photovoltaic,yes,,,"148,151",대항면,,,
36.101354,128.048104,대성,경상북도 김천시 대항면 덕전리 151,99.96 kW,2019-01-17,2019-11-28,plant,solar,photovoltaic,yes,,,151,대항면,,,
36.100961,128.048004,우성고운빛,"경상북도 김천시 대항면 덕전리 122-1,149",99.96 kW,2019-01-17,2019-11-28,plant,solar,photovoltaic,yes,,,"122-1,149",대항면,,,
36.171941,128.247465,신촌1호,"경상북도 김천시 아포읍 인리 773-8,773-11",99 kW,2018-06-04,2019-11-28,plant,solar,photovoltaic,yes,,,"773-8,773-11",아포읍,,,
36.171941,128.247465,신촌2-1호,"경상북도 김천시 아포읍 인리 773-8,773-11",99 kW,2018-06-04,2019-11-28,plant,solar,photovoltaic,yes,,,"773-8,773-11",아포읍,,,
36.171941,128.247465,신촌3호,경상북도 김천시 아포읍 인리 773-8,99 kW,2018-06-04,2019-11-28,plant,solar,photovoltaic,yes,,,773-8,아포읍,,,
36.171941,128.247465,신촌4호,경상북도 김천시 아포읍 인리 773-8,99 kW,2018-06-04,2019-11-28,plant,solar,photovoltaic,yes,,,773-8,아포읍,,,
36.171941,128.247465,신촌5호,"경상북도 김천시 아포읍 인리 773-8,773-9,773-10",99 kW,2018-06-04,2019-11-28,plant,solar,photovoltaic,yes,,,"773-8,773-9,773-10",아포읍,,,
36.171941,128.247465,신촌6호,"경상북도 김천시 아포읍 인리 773-8,773-9,774-2",99 kW,2018-06-04,2019-11-28,plant,solar,photovoltaic,yes,,,"773-8,773-9,774-2",아포읍,,,
36.171941,128.247465,신촌7호,"경상북도 김천시 아포읍 인리 773-8,773-9,774-2",99 kW,2018-06-04,2019-11-28,plant,solar,photovoltaic,yes,,,"773-8,773-9,774-2",아포읍,,,
36.171941,128.247465,신촌8호,경상북도 김천시 아포읍 인리 773-26,99 kW,2018-06-04,2019-11-28,plant,solar,photovoltaic,yes,,,773-26,아포읍,,,
36.171941,128.247465,신촌9호,"경상북도 김천시 아포읍 인리 773-8,746,747",99 kW,2018-06-04,2019-11-28,plant,solar,photovoltaic,yes,,,"773-8,746,747",아포읍,,,
36.171941,128.247465,신촌10호,"경상북도 김천시 아포읍 인리 773-8,746",99 kW,2018-06-04,2019-11-28,plant,solar,photovoltaic,yes,,,"773-8,746",아포읍,,,
36.171941,128.247465,신촌11호,"경상북도 김천시 아포읍 인리 773-8,746",99 kW,2018-06-04,2019-11-28,plant,solar,photovoltaic,yes,,,"773-8,746",아포읍,,,
36.161801,128.198025,아포농업협동조합,경상북도 김천시 아포읍 대신리958-3(건물위),199.92 kW,2018-01-08,2019-11-28,plant,solar,photovoltaic,yes,,,,아포읍,,,
35.915207,127.967614,이영자,경상북도 김천시 대덕면 관기리 363(건물 위),9.92 kW,2018-05-17,2019-11-28,plant,solar,photovoltaic,yes,,,363,대덕면,,,
36.17862,128.239554,의리2호,경상북도 김천시 아포읍 의리 59,99 kW,2018-04-24,2019-11-28,plant,solar,photovoltaic,yes,,,59,아포읍,,,
35.971163,128.082587,JKC-1호,경상북도 김천시 지례면 이전리 산61,99.28 kW,2018-09-27,2019-11-28,plant,solar,photovoltaic,yes,,,,지례면,,,
35.971163,128.082587,JKC-2호,경상북도 김천시 지례면 이전리 산61-1,99.28 kW,2018-09-27,2019-11-28,plant,solar,photovoltaic,yes,,,,지례면,,,
35.971163,128.082587,JKC-3호,경상북도 김천시 지례면 이전리 산61-2,99.28 kW,2018-09-27,2019-11-28,plant,solar,photovoltaic,yes,,,,지례면,,,
35.971163,128.082587,JKC-4호,경상북도 김천시 지례면 이전리 산61-3,99.28 kW,2018-09-27,2019-11-28,plant,solar,photovoltaic,yes,,,,지례면,,,
35.971163,128.082587,JKC-5호,경상북도 김천시 지례면 이전리 산61-4,99.28 kW,2018-09-27,2019-11-28,plant,solar,photovoltaic,yes,,,,지례면,,,
35.971076,128.083465,JKC-6호,경상북도 김천시 지례면 이전리 659,99.28 kW,2018-09-27,2019-11-28,plant,solar,photovoltaic,yes,,,659,지례면,,,
35.971076,128.083465,JKC-7호,경상북도 김천시 지례면 이전리 659-1,99.28 kW,2018-09-27,2019-11-28,plant,solar,photovoltaic,yes,,,659-1,지례면,,,
35.971076,128.083465,JKC-8호,경상북도 김천시 지례면 이전리 659-2,99.28 kW,2018-09-27,2019-11-28,plant,solar,photovoltaic,yes,,,659-2,지례면,,,
36.174372,128.245304,신촌12호,"경상북도 김천시 아포읍 인리 744-1,744-2,773-9",99 kW,2018-06-27,2019-11-28,plant,solar,photovoltaic,yes,,,"744-1,744-2,773-9",아포읍,,,
36.174372,128.245304,신촌13호,"경상북도 김천시 아포읍 인리 744-1,744-2,747,773-8",99 kW,2018-07-05,2019-11-28,plant,solar,photovoltaic,yes,,,"744-1,744-2,747,773-8",아포읍,,,
36.173919,128.245949,신촌14호,"경상북도 김천시 아포읍 인리 747,746",99 kW,2018-07-05,2019-11-28,plant,solar,photovoltaic,yes,,,"747,746",아포읍,,,
36.174057,128.24618,신촌15호,경상북도 김천시 아포읍 인리 749,149.04 kW,2018-07-05,2019-11-28,plant,solar,photovoltaic,yes,,,749,아포읍,,,
36.172045,128.247583,신촌16호,"경상북도 김천시 아포읍 인리 773-16,773-17,773-18",400.14 kW,2019-05-22,2019-11-28,plant,solar,photovoltaic,yes,,,"773-16,773-17,773-18",아포읍,,,
36.215886,128.137235,인빈,"경상북도 김천시 감문면 도명리 220,221,222",97.92 kW,2018-04-24,2019-11-28,plant,solar,photovoltaic,yes,,,"220,221,222",감문면,,,
36.215886,128.137235,성진,"경상북도 김천시 감문면 도명리 220,221,222",97.92 kW,2018-04-24,2019-11-28,plant,solar,photovoltaic,yes,,,"220,221,222",감문면,,,
36.161917,128.116879,더순수,경상북도 김천시 어모면 산업단지7로211(건물 위),377.4 kW,2018-06-19,2019-11-28,plant,solar,photovoltaic,yes,,,,어모면,,,
36.048729,128.154162,무안1호,경상북도 김천시 감천면 무안리 348,199.8 kW,2019-08-14,2019-11-28,plant,solar,photovoltaic,yes,,,348,감천면,,,
36.048625,128.154173,무안2호,경상북도 김천시 감천면 무안리 347,97.2 kW,2019-04-02,2019-11-28,plant,solar,photovoltaic,yes,,,347,감천면,,,
36.206868,128.18015,보광리,경상북도 김천시 감문면 보광리195,98.6 kW,2018-10-12,2019-11-28,plant,solar,photovoltaic,yes,,,,감문면,,,
36.105661,128.213126,운양,경상북도 김천시 남면 운곡리 496(건물 위),250.56 kW,2019-04-01,2019-11-28,plant,solar,photovoltaic,yes,,,496,남면,,,
36.155796,128.153961,혁신,경상북도 김천시 개령면 황계길 322-4(건물 위),97.92 kW,2018-02-08,2019-11-28,plant,solar,photovoltaic,yes,,황계길,322-4,개령면,,,
35.980319,128.093519,한우리,경상북도 김천시 조마면 신곡리 1283(건물 위),97.92 kW,2018-02-27,2019-11-28,plant,solar,photovoltaic,yes,,,1283,조마면,,,
36.050236,128.12504,대경태양광제1발전소,경상북도 김천시 감천면 도평5길 83(건물 위),145.44 kW,2018-04-23,2019-11-28,plant,solar,photovoltaic,yes,,도평5길,83,감천면,,,
36.179975,128.124848,㈜유성,"경상북도 김천시 어모면 중앙리472-18,472-22,472-41,472-43,427-44,473-2(건물위)",149.6 kW,2018-05-02,2019-11-28,plant,solar,photovoltaic,yes,,,,어모면,,,
36.111369,128.079899,백옥,,99.36 kW,2018-05-15,2019-11-28,plant,solar,photovoltaic,yes,,,804-1,백옥동,,,
36.066184,128.271272,금곡자산태양광발전소1호,경상북도 김천시 남면 부상리 236-6(건물 위),99.96 kW,2018-08-17,2019-11-28,plant,solar,photovoltaic,yes,,,236-6,남면,,,
36.183318,128.244442,진오,경상북도 김천시 아포읍 지리 537-2,97.2 kW,2018-09-21,2019-11-28,plant,solar,photovoltaic,yes,,,537-2,아포읍,,,
36.165013,128.15151,윤미화,경상북도 김천시 개령면 신룡리 431,97.92 kW,2018-08-10,2019-11-28,plant,solar,photovoltaic,yes,,,431,개령면,,,
36.093621,128.245263,송곡1호,경상북도 김천시 남면 송곡리 245-1,99.83 kW,2018-07-25,2019-11-28,plant,solar,photovoltaic,yes,,,245-1,남면,,,
36.069926,128.14423,광기,경상북도 김천시 감천면 광기리 80,99.9 kW,2019-07-17,2019-11-28,plant,solar,photovoltaic,yes,,,80,감천면,,,
36.069885,128.142815,진명,"경상북도 김천시 감천면 광기리 77-1,77-2",299.3 kW,2018-09-03,2019-11-28,plant,solar,photovoltaic,yes,,,"77-1,77-2",감천면,,,
35.987417,128.096786,계성,"경상북도 김천시 조마면 신곡리903,905,905-1,905-2,905-3,907-1,907-2(건물위)",498.23 kW,2018-04-9.,2019-11-28,plant,solar,photovoltaic,yes,,,,조마면,,,
36.230363,128.176586,삼화,경상북도 김천시 감문면 삼성리 893-1,99.28 kW,2018-12-14,2019-11-28,plant,solar,photovoltaic,yes,,,893-1,감문면,,,
36.14924,128.162478,혁신2,경상북도 김천시 개령면 황계리 322-4(건물 위),99 kW,2018-02-13,2019-11-28,plant,solar,photovoltaic,yes,,,322-4,개령면,,,
36.024263,128.138848,신왕진일,"경상북도 김천시 조마면 신왕리 664-1,664-2",99.06 kW,2019-03-06,2019-11-28,plant,solar,photovoltaic,yes,,,"664-1,664-2",조마면,,,
36.023962,128.138652,신왕현우,경상북도 김천시 조마면 신왕리 664-2,99.06 kW,2019-03-06,2019-11-28,plant,solar,photovoltaic,yes,,,664-2,조마면,,,
36.023962,128.138652,해조아,경상북도 김천시 조마면 신왕리 664-2,99.06 kW,2019-03-06,2019-11-28,plant,solar,photovoltaic,yes,,,664-2,조마면,,,
36.179394,128.260738,참수리,경상북도 김천시 아포읍 예리 626(건물 위),99.16 kW,2019-07-30,2019-11-28,plant,solar,photovoltaic,yes,,,626,아포읍,,,
36.002535,128.137914,박일기,"경상북도 김천시 조마면 대방리 174,175",97.92 kW,2018-07-11,2019-11-28,plant,solar,photovoltaic,yes,,,"174,175",조마면,,,
36.002535,128.137914,김옥화,"경상북도 김천시 조마면 대방리 174,178",97.92 kW,2018-07-11,2019-11-28,plant,solar,photovoltaic,yes,,,"174,178",조마면,,,
36.222793,128.08521,에코솔라,경상북도 김천시 어모면 옥계리 산183-1,499.8 kW,2019-09-03,2019-11-28,plant,solar,photovoltaic,yes,,,,어모면,,,
36.222793,128.08521,동아솔라,경상북도 김천시 어모면 옥계리 산183-1,499.8 kW,2019-09-03,2019-11-28,plant,solar,photovoltaic,yes,,,,어모면,,,
36.048313,128.154232,무안3호,"경상북도 김천시 감천면 무안리 349,354-1",97.2 kW,2019-04-10,2019-11-28,plant,solar,photovoltaic,yes,,,"349,354-1",감천면,,,
36.157169,128.189912,건영,"경상북도 김천시 아포읍 대신리 1052,1052-1,1051-2,1054,1541-4,1544-1,1539",840.23 kW,2018-10-12,2019-11-28,plant,solar,photovoltaic,yes,,,"1052,1052-1,1051-2,1054,1541-4,1544-1,1539",아포읍,,,
36.085608,128.111762,주경,경상북도 김천시 양천동1007(건물위),98.6 kW,2018-04-3.,2019-11-28,plant,solar,photovoltaic,yes,,,,,,,
35.939726,127.962992,성암1호에너지,경상북도 김천시 대덕면 중산리 631-1,99.28 kW,2019-02-26,2019-11-28,plant,solar,photovoltaic,yes,,,631-1,대덕면,,,
35.939726,127.962992,성암2호에너지,경상북도 김천시 대덕면 중산리 631-1,99.28 kW,2019-02-26,2019-11-28,plant,solar,photovoltaic,yes,,,631-1,대덕면,,,
35.939726,127.962992,성암3호에너지,경상북도 김천시 대덕면 중산리 631-1,99.28 kW,2019-02-26,2019-11-28,plant,solar,photovoltaic,yes,,,631-1,대덕면,,,
36.12179,128.183789,SU799,경상북도 김천시 율곡동 799(건물 위),245.31 kW,2018-09-19,2019-11-28,plant,solar,photovoltaic,yes,,,799,율곡동,,,
36.207916,128.176615,보광,경상북도 김천시 감문면 보광리 239-6,99.28 kW,2019-08-23,2019-11-28,plant,solar,photovoltaic,yes,,,239-6,감문면,,,
36.158798,128.243358,대웅,경상북도 김천시 아포읍 국사리 767-8(건물위),43.8 kW,2018-08-20,2019-11-28,plant,solar,photovoltaic,yes,,,767-8,아포읍,,,
36.110213,128.244112,동혜,"경상북도 김천시 남면 오봉리 959-2,960(건물위)",97.2 kW,2018-06-27,2019-11-28,plant,solar,photovoltaic,yes,,,"959-2,960",남면,,,
36.146603,128.22836,아포1호,"경상북도 김천시 아포읍 제석리 1281-2,1281-5",99.28 kW,2018-11-26,2019-11-28,plant,solar,photovoltaic,yes,,,"1281-2,1281-5",아포읍,,,
36.146974,128.228249,아포2호,"경상북도 김천시 아포읍 제석리 1281-1,1281-2,1282-1",99.28 kW,2018-11-26,2019-11-28,plant,solar,photovoltaic,yes,,,"1281-1,1281-2,1282-1",아포읍,,,
35.938083,127.963689,성암,"경상북도 김천시 대덕면 중산리 670,671",348.21 kW,2019-02-08,2019-11-28,plant,solar,photovoltaic,yes,,,"670,671",대덕면,,,
36.21717,128.084924,(주)하늘,경상북도 김천시 어모면 옥계리 산155,997.56 kW,2019-09-09,2019-11-28,plant,solar,photovoltaic,yes,,,,어모면,,,
36.21717,128.084924,(주)바다,경상북도 김천시 어모면 옥계리 산155,997.56 kW,2019-09-09,2019-11-28,plant,solar,photovoltaic,yes,,,,어모면,,,
36.164114,128.141704,대우,경상북도 김천시 어모면 다남리 1396(공장지붕위),499.32 kW,2018-11-01,2019-11-28,plant,solar,photovoltaic,yes,,,1396,어모면,,,
36.145839,128.229546,율곡,"경상북도 김천시 아포읍 제석리 998-2,999",99.96 kW,2019-06-06,2019-11-28,plant,solar,photovoltaic,yes,,,"998-2,999",아포읍,,,
36.16769,128.064487,대적,경상북도 김천시 봉산면 인의리 438,19.88 kW,2018-07-09,2019-11-28,plant,solar,photovoltaic,yes,,,438,봉산면,,,
36.139124,128.155108,황계리,경상북도 김천시 개령면 황계리 1413-17(건물위),99.9 kW,2019-05-02,2019-11-28,plant,solar,photovoltaic,yes,,,1413-17,개령면,,,
36.183581,128.252489,황소,경상북도 김천시 아포읍 황소길 98(건물위),41.14 kW,2018-11-16,2019-11-28,plant,solar,photovoltaic,yes,,황소길,98,아포읍,,,
36.131891,128.226671,강남,"경상북도 김천시 남면 봉천리 1816-13, 14(건물위)",110.88 kW,2019-02-26,2019-11-28,plant,solar,photovoltaic,yes,,,1816-13,남면,,,
36.172795,128.248183,홍부,"경상북도 김천시 아포읍 인리 775,775-2",295.2 kW,2019-04-26,2019-11-28,plant,solar,photovoltaic,yes,,,"775,775-2",아포읍,,,
36.196386,128.154955,한솔발전소,경상북도 김천시 감문면 구야리 762,97.2 kW,2018-12-10,2019-11-28,plant,solar,photovoltaic,yes,,,762,감문면,,,
36.195742,128.155156,정민발전소,"경상북도 김천시 감문면 구야리 759,762",97.2 kW,2018-12-10,2019-11-28,plant,solar,photovoltaic,yes,,,"759,762",감문면,,,
36.076216,128.257264,비전,경상북도 김천시 남면 사모실길 48(건물위),65.52 kW,2018-10-15,2019-11-28,plant,solar,photovoltaic,yes,,사모실길,48,남면,,,
36.174388,128.243763,신촌17호,"경상북도 김천시 아포읍 인리 1092,1095-1,1095-2",903.96 kW,2019-04-18,2019-11-28,plant,solar,photovoltaic,yes,,,"1092,1095-1,1095-2",아포읍,,,
36.174388,128.243763,김천금라1호,경상북도 김천시 감문면 금라리 290-3,99.9 kW,2019-09-25,2019-11-28,plant,solar,photovoltaic,yes,,,290-3,감문면,,,
36.214372,128.16108,태경,"경상북도 김천시 감문면 금라리 290, 293-1",99.9 kW,2019-09-09,2019-11-28,plant,solar,photovoltaic,yes,,,290,감문면,,,
36.214372,128.16108,드림,경상북도 김천시 감문면 금라리 290-1,99.9 kW,2019-09-09,2019-11-28,plant,solar,photovoltaic,yes,,,290-1,감문면,,,
36.214372,128.16108,샬롬,"경상북도 김천시 감문면 금라리 290-2, 293-2",99.9 kW,2019-09-09,2019-11-28,plant,solar,photovoltaic,yes,,,290-2,감문면,,,
36.12635,128.160424,성재,경상북도 김천시 감문면 금라리 243-5,99.9 kW,2019-09-10,2019-11-28,plant,solar,photovoltaic,yes,,,243-5,감문면,,,
36.215515,128.161489,㈜다한금라리 가온2호,경상북도 김천시 감문면 금라리 293,99.9 kW,2019-09-10,2019-11-28,plant,solar,photovoltaic,yes,,,293,감문면,,,
36.216315,128.160381,이현그린,"경상북도 김천시 감문면 금라리 243,244",99.9 kW,2019-09-10,2019-11-28,plant,solar,photovoltaic,yes,,,"243,244",감문면,,,
36.216315,128.160381,에스제이2,"경상북도 김천시 감문면 금라리 243-3, 244-1",99.9 kW,2019-09-10,2019-11-28,plant,solar,photovoltaic,yes,,,243-3,감문면,,,
36.215563,128.160712,김천출곤8,경상북도 김천시 감문면 금라리 249-1,99.9 kW,2019-09-10,2019-11-28,plant,solar,photovoltaic,yes,,,249-1,감문면,,,
36.214689,128.161123,김천영길2,경상북도 김천시 감문면 금라리 290-4,99.9 kW,2019-09-09,2019-11-28,plant,solar,photovoltaic,yes,,,290-4,감문면,,,
36.215667,128.160679,김천명옥9,"경상북도 김천시 감문면 금라리 249, 243-6",99.9 kW,2019-09-10,2019-11-28,plant,solar,photovoltaic,yes,,,249,감문면,,,
36.216281,128.160435,에스제이1,경상북도 김천시 감문면 금라리 243-4,99.9 kW,2019-09-10,2019-11-28,plant,solar,photovoltaic,yes,,,243-4,감문면,,,
36.207448,128.137479,㈜영승가애,"경상북도 김천시 감문면 도명리 54-2,55,56,54-3,57-2",298.08 kW,2019-02-26,2019-11-28,plant,solar,photovoltaic,yes,,,"54-2,55,56,54-3,57-2",감문면,,,
36.173769,128.24483,신촌18호,"경상북도 김천시 아포읍 인리 745, 1091",780.03 kW,2019-04-18,2019-11-28,plant,solar,photovoltaic,yes,,,745,아포읍,,,
36.129502,128.109097,평화,"경상북도 김천시 평화동 106-11,12,13(건물위)",298.35 kW,2019-01-07,2019-11-28,plant,solar,photovoltaic,yes,,,"106-11,12,13",평화동,,,
36.149147,128.042961,덕천1호,경상북도 김천시 봉산면 덕천리 372,197.2 kW,2019-07-09,2019-11-28,plant,solar,photovoltaic,yes,,,372,봉산면,,,
36.061161,128.160576,㈜새빛에너지,경상북도 김천시 감천면 무안리 산12,492.75 kW,2019-06-24,2019-11-28,plant,solar,photovoltaic,yes,,,,감천면,,,
36.060061,128.160899,도솔,경상북도 김천시 감천면 무안리 487,98.55 kW,2019-06-24,2019-11-28,plant,solar,photovoltaic,yes,,,487,감천면,,,
36.123925,128.070024,다수1호,,179.2 kW,2019-06-19,2019-11-28,plant,solar,photovoltaic,yes,,,323,다수동,,,
36.153141,128.144532,동보,경상북도 김천시 묘광3길21-3(대광동)(건물위),17.28 kW,2019-01-17,2019-11-28,plant,solar,photovoltaic,yes,,,,대광동,,,
36.092795,128.245375,송곡5호,경상북도 김천시 남면 송곡리 245-1,99 kW,2018-12-10,2019-11-28,plant,solar,photovoltaic,yes,,,245-1,남면,,,
36.092795,128.245375,송곡6호,경상북도 김천시 남면 송곡리 245-1,99 kW,2018-12-10,2019-11-28,plant,solar,photovoltaic,yes,,,245-1,남면,,,
36.123549,128.085482,신명,경상북도 김천시 부곡동 983-1(건물위),18.72 kW,2018-12-14,2019-11-28,plant,solar,photovoltaic,yes,,,983-1,부곡동,,,
35.909387,127.956503,신생태양광㈜,경상북도 김천시 대덕면 화전리 244-3,992.8 kW,2019-09-09,2019-11-28,plant,solar,photovoltaic,yes,,,244-3,대덕면,,,
36.154821,128.198403,규진,경상북도 김천시 아포읍 대신리 873(건물위),99.9 kW,2019-06-28,2019-11-28,plant,solar,photovoltaic,yes,,,873,아포읍,,,
36.158439,128.048623,㈜봉산,"경상북도 김천시 봉산면 예지리 465-1,2",997.92 kW,2019-09-02,2019-11-28,plant,solar,photovoltaic,yes,,,"465-1,2",봉산면,,,
36.158439,128.048623,㈜봉산2호,경상북도 김천시 봉산면 예지리 465-1,997.92 kW,2019-09-02,2019-11-28,plant,solar,photovoltaic,yes,,,465-1,봉산면,,,
36.158439,128.048623,봉산3호,경상북도 김천시 봉산면 예지리 465-1,498.96 kW,2019-09-02,2019-11-28,plant,solar,photovoltaic,yes,,,465-1,봉산면,,,
36.197133,128.155215,구야태양광발전소,"경상북도 김천시 감문면 구야리 763-1,763-2",99.72 kW,2019-05-29,2019-11-28,plant,solar,photovoltaic,yes,,,"763-1,763-2",감문면,,,
36.197133,128.155215,구야태양광발전소1호,"경상북도 김천시 감문면 구야리 763-1,763-2",95.76 kW,2019-05-29,2019-11-28,plant,solar,photovoltaic,yes,,,"763-1,763-2",감문면,,,
36.177652,128.258383,황소3,경상북도 김천시 아포읍 인리 260(건물위),99.28 kW,2019-04-05,2019-11-28,plant,solar,photovoltaic,yes,,,260,아포읍,,,
36.096457,128.200821,동우,"경상북도 김천시 농소면 입석리 211-3,211-4(건물위)",82.95 kW,2019-06-14,2019-11-28,plant,solar,photovoltaic,yes,,,"211-3,211-4",농소면,,,
36.151271,128.172696,도원,경상북도 김천시 개령면 서부리 597-42(건물위),169.65 kW,2019-07-05,2019-11-28,plant,solar,photovoltaic,yes,,,597-42,개령면,,,
